Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/15-Aug-07_46.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2334333135
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/15-Aug-07_46.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
21000	-15.190150	79	1	5	'Z 0 0 Z Z 0 0 0 0 0 Z Z 	0.000000	25.985682	25.985682	0.000000	0.000000	25.985682	25.985682	25.985682	25.985682	25.985682	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
22000	-14.284977	61	2	5	'Z Z 1 Z Z 1 0 0 0 Z 1 0 	0.000000	0.000000	11.544207	0.000000	0.000000	11.544207	33.837984	33.837984	33.837984	0.000000	11.544207	33.837984	0.000000	0.000000	0.999998	0.000002	
23000	-15.033474	681	1	2	'0 Z 0 0 0 0 0 0 0 0 0 Z 	27.255333	0.000000	27.255333	27.255333	27.255333	27.255333	27.255333	27.255333	27.255333	27.255333	27.255333	0.000000	0.000000	0.000007	0.999993	0.000000	
24000	-15.693599	9	1	6	'0 Z Z 0 0 Z 0 0 0 Z Z Z 	20.433536	0.000000	0.000000	20.433536	20.433536	0.000000	20.433536	20.433536	20.433536	0.000000	0.000000	0.000000	0.000000	0.000003	0.999997	0.000000	
25000	-14.888888	462	1	4	'0 Z 0 0 Z Z 0 0 0 0 0 Z 	30.898476	0.000000	30.898476	30.898476	0.000000	0.000000	30.898476	30.898476	30.898476	30.898476	30.898476	0.000000	0.000000	0.000000	1.000000	0.000000	
26000	-16.999782	341	1	6	'Z Z Z Z Z 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	10.083989	10.083989	10.083989	10.083989	10.083989	10.083989	0.000000	0.000000	0.000000	1.000000	0.000000	
27000	-15.642252	711	1	3	'Z Z Z 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	20.277731	20.277731	20.277731	20.277731	20.277731	20.277731	20.277731	20.277731	20.277731	0.000000	0.000007	0.999659	0.000334	
28000	-14.563265	832	1	7	'Z Z Z Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	32.571592	32.571592	32.571592	32.571592	0.000000	0.000000	32.571592	0.000000	0.000000	0.999555	0.000445	
29000	-13.800366	876	1	3	'0 0 Z 0 0 0 0 0 0 0 Z Z 	34.328482	34.328482	0.000000	34.328482	34.328482	34.328482	34.328482	34.328482	34.328482	34.328482	0.000000	0.000000	0.000023	0.000039	0.999937	0.000000	
30000	-15.467057	205	1	4	'0 0 0 0 Z Z 0 0 0 Z Z 0 	30.411903	30.411903	30.411903	30.411903	0.000000	0.000000	30.411903	30.411903	30.411903	0.000000	0.000000	30.411903	0.000030	0.000000	0.998570	0.001400	
31000	-15.400354	829	1	5	'Z Z 0 Z Z 0 0 0 0 Z 0 0 	0.000000	0.000000	19.616664	0.000000	0.000000	19.616664	19.616664	19.616664	19.616664	0.000000	19.616664	19.616664	0.000000	0.000000	0.998592	0.001408	
32000	-14.494909	665	1	3	'Z Z 0 0 Z 0 0 0 0 0 0 0 	0.000000	0.000000	26.833940	26.833940	0.000000	26.833940	26.833940	26.833940	26.833940	26.833940	26.833940	26.833940	0.000000	0.000000	0.998238	0.001762	
33000	-12.629450	747	1	4	'0 Z 0 0 Z 0 0 0 0 0 Z Z 	72.802037	0.000000	72.802037	72.802037	0.000000	72.802037	72.802037	72.802037	72.802037	72.802037	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
34000	-14.870722	942	1	4	'0 Z Z 0 0 0 0 0 0 Z 0 Z 	27.763292	0.000000	0.000000	27.763292	27.763292	27.763292	27.763292	27.763292	27.763292	0.000000	27.763292	0.000000	0.000000	0.000010	0.999990	0.000000	
35000	-13.058023	236	1	4	'0 0 Z 0 Z 0 0 0 0 Z 0 Z 	52.266904	52.266904	0.000000	52.266904	0.000000	52.266904	52.266904	52.266904	52.266904	0.000000	52.266904	0.000000	0.000060	0.000000	0.999940	0.000000	
36000	-13.009427	614	1	4	'Z Z Z 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	50.808624	50.808624	0.000000	50.808624	50.808624	50.808624	50.808624	50.808624	50.808624	0.000000	0.000015	0.999969	0.000015	
37000	-13.334174	212	1	4	'0 Z 0 0 0 Z 0 0 0 0 Z Z 	51.729123	0.000000	51.729123	51.729123	51.729123	0.000000	51.729123	51.729123	51.729123	51.729123	0.000000	0.000000	0.000000	0.000068	0.999932	0.000000	
38000	-13.280607	181	1	3	'0 0 0 Z Z 0 0 0 0 0 0 Z 	51.106885	51.106885	51.106885	0.000000	0.000000	51.106885	51.106885	51.106885	51.106885	51.106885	51.106885	0.000000	0.000156	0.000000	0.999844	0.000000	
39000	-14.797167	555	1	5	'0 0 Z Z 0 Z 0 0 0 Z Z 0 	24.897860	24.897860	0.000000	0.000000	24.897860	0.000000	24.897860	24.897860	24.897860	0.000000	0.000000	24.897860	0.000004	0.000004	0.999433	0.000558	
40000	-15.854396	727	1	7	'Z Z Z Z Z Z 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	13.873941	13.873941	13.873941	13.873941	0.000000	13.873941	0.000000	0.000000	0.998855	0.001145	
41000	-13.335379	145	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	40.564661	0.000000	0.000000	40.564661	40.564661	40.564661	40.564661	0.000000	0.000000	40.564661	0.000000	0.000000	0.996958	0.003042	
42000	-12.850478	945	1	2	'0 0 Z 0 0 Z 0 0 0 0 0 0 	54.255617	54.255617	0.000000	54.255617	54.255617	0.000000	54.255617	54.255617	54.255617	54.255617	54.255617	54.255617	0.000040	0.000038	0.997399	0.002523	
43000	-13.072567	857	1	6	'0 Z Z 0 Z Z 0 0 0 Z 0 Z 	51.061361	0.000000	0.000000	51.061361	0.000000	0.000000	51.061361	51.061361	51.061361	0.000000	51.061361	0.000000	0.000000	0.000000	1.000000	0.000000	
44000	-14.853112	887	1	5	'Z 0 Z Z 0 Z 0 0 0 Z 0 0 	0.000000	21.756925	0.000000	0.000000	21.756925	0.000000	21.756925	21.756925	21.756925	0.000000	21.756925	21.756925	0.000001	0.000001	0.999397	0.000601	
45000	-16.376690	32	1	7	'Z 0 Z Z Z Z 0 0 0 Z 0 Z 	0.000000	17.652450	0.000000	0.000000	0.000000	0.000000	17.652450	17.652450	17.652450	0.000000	17.652450	0.000000	0.000002	0.000000	0.999998	0.000000	
46000	-16.551551	922	1	6	'0 Z Z 0 Z Z 0 0 0 0 Z Z 	12.377224	0.000000	0.000000	12.377224	0.000000	0.000000	12.377224	12.377224	12.377224	12.377224	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
47000	-14.107864	903	1	3	'0 0 0 0 Z Z 0 0 0 Z 0 0 	44.897707	44.897707	44.897707	44.897707	0.000000	0.000000	44.897707	44.897707	44.897707	0.000000	44.897707	44.897707	0.000050	0.000000	0.999895	0.000055	
48000	-16.017252	830	1	4	'0 0 Z Z 0 Z 0 0 0 Z 0 0 	17.541826	17.541826	0.000000	0.000000	17.541826	0.000000	17.541826	17.541826	17.541826	0.000000	17.541826	17.541826	0.000004	0.000004	0.999057	0.000936	
49000	-13.375263	536	1	3	'0 0 0 0 Z Z 0 0 0 Z 0 0 	41.688382	41.688382	41.688382	41.688382	0.000000	0.000000	41.688382	41.688382	41.688382	0.000000	41.688382	41.688382	0.001364	0.000000	0.996661	0.001975	
50000	-15.257856	533	1	5	'0 0 Z Z 0 Z 0 0 0 Z Z 0 	22.652827	22.652827	0.000000	0.000000	22.652827	0.000000	22.652827	22.652827	22.652827	0.000000	0.000000	22.652827	0.000004	0.000004	0.999752	0.000239	
51000	-15.475219	425	1	2	'0 0 0 0 Z 0 0 0 0 Z 0 0 	19.388048	19.388048	19.388048	19.388048	0.000000	19.388048	19.388048	19.388048	19.388048	0.000000	19.388048	19.388048	0.000013	0.000000	0.999543	0.000444	
52000	-14.457683	98	1	4	'0 0 0 0 Z Z 0 0 0 Z Z 0 	25.630583	25.630583	25.630583	25.630583	0.000000	0.000000	25.630583	25.630583	25.630583	0.000000	0.000000	25.630583	0.000381	0.000000	0.999612	0.000007	
53000	-13.640155	496	1	3	'0 0 0 Z Z 0 0 0 0 0 0 Z 	52.606843	52.606843	52.606843	0.000000	0.000000	52.606843	52.606843	52.606843	52.606843	52.606843	52.606843	0.000000	0.000182	0.000000	0.999818	0.000000	
54000	-15.676095	241	1	2	'0 Z 0 0 0 0 0 0 0 0 0 Z 	20.049587	0.000000	20.049587	20.049587	20.049587	20.049587	20.049587	20.049587	20.049587	20.049587	20.049587	0.000000	0.000000	0.000007	0.999993	0.000000	
55000	-14.814188	414	1	3	'Z 0 0 0 0 0 0 0 0 0 Z Z 	0.000000	25.090298	25.090298	25.090298	25.090298	25.090298	25.090298	25.090298	25.090298	25.090298	0.000000	0.000000	0.000001	0.000001	0.999998	0.000000	
56000	-12.980793	77	1	6	'Z 0 Z 0 Z Z 0 0 0 Z Z 0 	0.000000	59.765325	0.000000	59.765325	0.000000	0.000000	59.765325	59.765325	59.765325	0.000000	0.000000	59.765325	0.000014	0.000000	0.998651	0.001336	
57000	-14.546400	193	1	4	'Z 0 0 0 0 Z 0 0 0 0 Z Z 	0.000000	31.751152	31.751152	31.751152	31.751152	0.000000	31.751152	31.751152	31.751152	31.751152	0.000000	0.000000	0.000014	0.000014	0.999973	0.000000	
58000	-15.452870	681	1	2	'0 0 0 Z 0 0 0 0 0 0 Z 0 	23.272029	23.272029	23.272029	0.000000	23.272029	23.272029	23.272029	23.272029	23.272029	23.272029	0.000000	23.272029	0.000005	0.000005	0.999985	0.000005	
59000	-15.060906	367	1	2	'Z 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	33.989997	0.000000	33.989997	33.989997	33.989997	33.989997	33.989997	33.989997	33.989997	33.989997	33.989997	0.000017	0.000059	0.995365	0.004558	
60000	-14.552283	193	1	5	'Z 0 0 Z Z 0 0 0 0 0 Z Z 	0.000000	31.705716	31.705716	0.000000	0.000000	31.705716	31.705716	31.705716	31.705716	31.705716	0.000000	0.000000	0.000014	0.000000	0.999986	0.000000	
61000	-16.098407	507	1	3	'Z 0 0 0 0 0 0 0 0 Z 0 Z 	0.000000	16.931669	16.931669	16.931669	16.931669	16.931669	16.931669	16.931669	16.931669	0.000000	16.931669	0.000000	0.000000	0.000000	0.999999	0.000000	
62000	-14.096085	538	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	33.164675	33.164675	33.164675	33.164675	33.164675	33.164675	0.000000	33.164675	0.000000	0.000011	0.999488	0.000501	
63000	-15.494253	229	1	3	'0 0 0 Z 0 0 0 0 0 0 Z Z 	18.040971	18.040971	18.040971	0.000000	18.040971	18.040971	18.040971	18.040971	18.040971	18.040971	0.000000	0.000000	0.000039	0.000008	0.999953	0.000000	
64000	-13.330645	129	1	3	'Z 0 0 Z 0 0 0 0 0 0 Z 0 	0.000000	41.000860	41.000860	0.000000	41.000860	41.000860	41.000860	41.000860	41.000860	41.000860	0.000000	41.000860	0.000156	0.000095	0.998121	0.001627	
65000	-13.587277	236	1	5	'0 0 Z Z 0 0 0 0 0 Z Z Z 	41.254370	41.254370	0.000000	0.000000	41.254370	41.254370	41.254370	41.254370	41.254370	0.000000	0.000000	0.000000	0.000038	0.000037	0.999925	0.000000	
66000	-15.647537	901	1	6	'Z Z Z 0 Z Z 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	20.079493	0.000000	0.000000	20.079493	20.079493	20.079493	0.000000	20.079493	20.079493	0.000000	0.000000	0.998968	0.001032	
67000	-14.518083	613	1	5	'0 Z 0 Z Z Z 0 0 0 0 0 Z 	27.786980	0.000000	27.786980	0.000000	0.000000	0.000000	27.786980	27.786980	27.786980	27.786980	27.786980	0.000000	0.000000	0.000000	1.000000	0.000000	
68000	-12.447987	884	1	5	'0 Z 0 Z Z 0 0 0 0 Z 0 Z 	50.444112	0.000000	50.444112	0.000000	0.000000	50.444112	50.444112	50.444112	50.444112	0.000000	50.444112	0.000000	0.000000	0.000000	1.000000	0.000000	
69000	-14.063611	537	1	7	'Z Z Z 0 Z Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	28.138655	0.000000	0.000000	28.138655	28.138655	28.138655	0.000000	0.000000	28.138655	0.000000	0.000000	0.999816	0.000184	
70000	-13.488588	331	1	4	'Z Z Z 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	39.383385	39.383385	39.383385	39.383385	39.383385	39.383385	0.000000	39.383385	39.383385	0.000000	0.000028	0.998887	0.001084	
71000	-15.224865	116	1	5	'0 0 0 Z Z Z 0 0 0 Z Z 0 	28.627822	28.627822	28.627822	0.000000	0.000000	0.000000	28.627822	28.627822	28.627822	0.000000	0.000000	28.627822	0.000025	0.000000	0.999157	0.000817	
72000	-16.497960	97	1	6	'0 Z Z Z Z Z 0 0 0 0 0 Z 	11.849930	0.000000	0.000000	0.000000	0.000000	0.000000	11.849930	11.849930	11.849930	11.849930	11.849930	0.000000	0.000000	0.000000	1.000000	0.000000	
73000	-14.743937	177	1	3	'Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	24.854074	24.854074	24.854074	24.854074	24.854074	24.854074	24.854074	24.854074	24.854074	0.000000	0.000000	0.000021	0.999979	0.000000	
74000	-13.863411	209	1	5	'Z 0 Z 0 0 0 0 0 0 Z Z Z 	0.000000	34.823058	0.000000	34.823058	34.823058	34.823058	34.823058	34.823058	34.823058	0.000000	0.000000	0.000000	0.000030	0.000050	0.999920	0.000000	
75000	-16.535649	709	1	3	'Z 0 0 0 Z Z 0 0 0 0 0 0 	0.000000	16.112779	16.112779	16.112779	0.000000	0.000000	16.112779	16.112779	16.112779	16.112779	16.112779	16.112779	0.000008	0.000000	0.999260	0.000732	
76000	-13.982334	297	1	2	'0 0 0 0 0 Z 0 0 0 0 Z 0 	37.542160	37.542160	37.542160	37.542160	37.542160	0.000000	37.542160	37.542160	37.542160	37.542160	0.000000	37.542160	0.000492	0.000007	0.996182	0.003319	
77000	-15.309373	259	1	3	'0 0 0 Z 0 Z 0 0 0 Z 0 0 	20.162963	20.162963	20.162963	0.000000	20.162963	0.000000	20.162963	20.162963	20.162963	0.000000	20.162963	20.162963	0.000073	0.000003	0.999683	0.000241	
78000	-16.277209	748	1	5	'Z Z 0 Z 0 Z 0 0 0 0 Z 0 	0.000000	0.000000	14.102081	0.000000	14.102081	0.000000	14.102081	14.102081	14.102081	14.102081	0.000000	14.102081	0.000000	0.000002	0.999730	0.000268	
79000	-14.200338	860	1	4	'Z Z Z 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	31.855741	31.855741	31.855741	31.855741	31.855741	31.855741	31.855741	31.855741	0.000000	0.000000	0.000034	0.999966	0.000000	
80000	-15.904667	729	1	5	'0 0 Z 0 Z Z 0 0 0 Z 0 Z 	29.436329	29.436329	0.000000	29.436329	0.000000	0.000000	29.436329	29.436329	29.436329	0.000000	29.436329	0.000000	0.000004	0.000000	0.999996	0.000000	
81000	-12.840264	794	1	6	'0 Z Z Z 0 0 0 0 0 Z Z Z 	51.171135	0.000000	0.000000	0.000000	51.171135	51.171135	51.171135	51.171135	51.171135	0.000000	0.000000	0.000000	0.000000	0.000056	0.999944	0.000000	
82000	-17.779688	52	1	4	'Z Z 0 Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	9.328657	0.000000	9.328657	9.328657	9.328657	9.328657	9.328657	9.328657	0.000000	9.328657	0.000000	0.000001	0.999737	0.000262	
83000	-14.233339	565	1	3	'Z 0 0 Z 0 0 0 0 0 0 Z 0 	0.000000	25.959675	25.959675	0.000000	25.959675	25.959675	25.959675	25.959675	25.959675	25.959675	0.000000	25.959675	0.000052	0.000021	0.997766	0.002161	
84000	-13.787736	58	1	5	'Z 0 0 0 0 Z 0 0 0 Z Z Z 	0.000000	51.337331	51.337331	51.337331	51.337331	0.000000	51.337331	51.337331	51.337331	0.000000	0.000000	0.000000	0.000274	0.000025	0.999701	0.000000	
85000	-15.529990	797	1	6	'Z 0 Z 0 Z 0 0 0 0 Z Z Z 	0.000000	16.706800	0.000000	16.706800	0.000000	16.706800	16.706800	16.706800	16.706800	0.000000	0.000000	0.000000	0.000001	0.000000	0.999999	0.000000	
86000	-12.302318	172	1	5	'0 Z 0 0 Z 0 0 0 0 Z Z Z 	59.295027	0.000000	59.295027	59.295027	0.000000	59.295027	59.295027	59.295027	59.295027	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
87000	-18.762433	59	1	6	'0 0 Z Z 0 Z 0 0 0 Z Z Z 	7.623753	7.623753	0.000000	0.000000	7.623753	0.000000	7.623753	7.623753	7.623753	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
88000	-17.371817	155	1	7	'0 Z Z Z Z Z 0 0 0 Z Z 0 	8.552297	0.000000	0.000000	0.000000	0.000000	0.000000	8.552297	8.552297	8.552297	0.000000	0.000000	8.552297	0.000000	0.000000	0.999999	0.000001	
89000	-12.764636	365	1	2	'0 Z 0 0 0 0 0 0 0 0 0 Z 	48.427884	0.000000	48.427884	48.427884	48.427884	48.427884	48.427884	48.427884	48.427884	48.427884	48.427884	0.000000	0.000000	0.000118	0.999881	0.000000	
90000	-12.358329	368	1	4	'0 0 Z Z Z Z 0 0 0 0 0 0 	68.640081	68.640081	0.000000	0.000000	0.000000	0.000000	68.640081	68.640081	68.640081	68.640081	68.640081	68.640081	0.000047	0.000000	0.999221	0.000732	
91000	-16.694949	64	1	5	'0 Z Z 0 0 0 0 0 0 Z Z Z 	11.286636	0.000000	0.000000	11.286636	11.286636	11.286636	11.286636	11.286636	11.286636	0.000000	0.000000	0.000000	0.000000	0.000003	0.999997	0.000000	
92000	-15.155328	781	1	4	'0 0 Z Z 0 Z 0 0 0 Z 0 0 	18.807480	18.807480	0.000000	0.000000	18.807480	0.000000	18.807480	18.807480	18.807480	0.000000	18.807480	18.807480	0.000009	0.000009	0.999350	0.000632	
93000	-13.506903	926	1	2	'0 0 Z 0 0 0 0 0 0 Z 0 0 	46.191122	46.191122	0.000000	46.191122	46.191122	46.191122	46.191122	46.191122	46.191122	0.000000	46.191122	46.191122	0.000009	0.000026	0.998846	0.001120	
94000	-12.961775	943	1	3	'0 Z Z 0 0 0 0 0 0 0 0 Z 	61.380534	0.000000	0.000000	61.380534	61.380534	61.380534	61.380534	61.380534	61.380534	61.380534	61.380534	0.000000	0.000000	0.000073	0.999927	0.000000	
95000	-14.896981	45	1	4	'0 Z 0 0 Z 0 0 0 0 0 Z Z 	19.493487	0.000000	19.493487	19.493487	0.000000	19.493487	19.493487	19.493487	19.493487	19.493487	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
96000	-16.583699	377	1	6	'Z Z Z Z Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	14.958693	14.958693	14.958693	14.958693	0.000000	14.958693	14.958693	0.000000	0.000000	0.999998	0.000002	
97000	-12.590819	55	1	3	'0 0 Z 0 0 0 0 0 0 0 Z Z 	51.354805	51.354805	0.000000	51.354805	51.354805	51.354805	51.354805	51.354805	51.354805	51.354805	0.000000	0.000000	0.000321	0.000313	0.999367	0.000000	
98000	-15.169716	543	1	5	'Z 0 0 Z 0 0 0 0 0 Z Z Z 	0.000000	21.133390	21.133390	0.000000	21.133390	21.133390	21.133390	21.133390	21.133390	0.000000	0.000000	0.000000	0.000027	0.000011	0.999963	0.000000	
99000	-14.836896	237	1	3	'0 0 0 0 0 Z 0 0 0 Z Z 0 	24.670202	24.670202	24.670202	24.670202	24.670202	0.000000	24.670202	24.670202	24.670202	0.000000	0.000000	24.670202	0.000058	0.000013	0.998319	0.001610	
100000	-15.134798	987	1	3	'0 Z 0 Z 0 0 0 0 0 Z 0 0 	24.891845	0.000000	24.891845	0.000000	24.891845	24.891845	24.891845	24.891845	24.891845	0.000000	24.891845	24.891845	0.000000	0.000022	0.998372	0.001607	
101000	-13.624475	359	1	6	'Z Z Z Z 0 Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	41.417627	0.000000	41.417627	41.417627	41.417627	41.417627	41.417627	0.000000	0.000000	0.000077	0.999923	0.000000	
102000	-13.612818	51	1	6	'0 Z Z Z Z Z 0 0 0 Z 0 0 	35.292193	0.000000	0.000000	0.000000	0.000000	0.000000	35.292193	35.292193	35.292193	0.000000	35.292193	35.292193	0.000000	0.000000	0.999721	0.000279	
103000	-15.074557	616	1	5	'0 0 Z Z 0 Z 0 0 0 0 Z Z 	22.962768	22.962768	0.000000	0.000000	22.962768	0.000000	22.962768	22.962768	22.962768	22.962768	0.000000	0.000000	0.000010	0.000010	0.999979	0.000000	
104000	-14.965190	651	1	5	'0 Z 0 Z 0 Z 0 0 0 Z Z 0 	29.340125	0.000000	29.340125	0.000000	29.340125	0.000000	29.340125	29.340125	29.340125	0.000000	0.000000	29.340125	0.000000	0.000006	0.999093	0.000902	
105000	-13.783206	141	1	4	'Z 0 Z Z Z 0 0 0 0 0 0 0 	0.000000	30.671727	0.000000	0.000000	0.000000	30.671727	30.671727	30.671727	30.671727	30.671727	30.671727	30.671727	0.000010	0.000000	0.998471	0.001519	
106000	-12.051474	783	1	3	'0 0 Z 0 0 Z 0 0 0 Z 0 0 	70.617413	70.617413	0.000000	70.617413	70.617413	0.000000	70.617413	70.617413	70.617413	0.000000	70.617413	70.617413	0.000069	0.000067	0.995346	0.004518	
107000	-17.161335	447	1	3	'0 0 0 0 Z 0 0 0 0 Z 0 Z 	9.675760	9.675760	9.675760	9.675760	0.000000	9.675760	9.675760	9.675760	9.675760	0.000000	9.675760	0.000000	0.000000	0.000000	1.000000	0.000000	
108000	-11.905118	465	1	2	'0 0 0 0 0 0 0 0 0 0 Z Z 	95.244799	95.244799	95.244799	95.244799	95.244799	95.244799	95.244799	95.244799	95.244799	95.244799	0.000000	0.000000	0.000323	0.000160	0.999517	0.000000	
109000	-15.645934	705	1	2	'0 0 0 Z 0 0 0 0 0 0 Z 0 	18.483443	18.483443	18.483443	0.000000	18.483443	18.483443	18.483443	18.483443	18.483443	18.483443	0.000000	18.483443	0.000012	0.000004	0.999760	0.000224	
