Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data3/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data3/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/CEVANStrees_div100_1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2570557955
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/CEVANStrees_div100_1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      0.000103
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
382800000	-12.758002	975	4.478189	1	5	'Z Z 0 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
382850000	-12.064662	954	3.697964	1	4	'Z Z 0 Z 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.003313	0.996663	0.000024	
382900000	-15.201447	814	10.348617	1	4	'Z 0 0 Z 0 0 0 0 0 Z Z 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.113134	0.066925	0.652013	0.167928	
382950000	-13.523824	216	11.076910	1	5	'Z 0 Z 0 0 0 Z 0 Z 0 Z 0 	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.002358	0.147357	0.132434	0.717851	
383000000	-15.781551	773	20.351148	1	5	'0 0 0 0 0 Z 0 Z Z 0 Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.271654	0.208782	0.455714	0.063850	
383050000	-14.825208	291	39.347465	2	4	'0 0 1 1 1 1 Z Z Z Z 1 0 	0.071740	0.071740	0.156956	0.156956	0.156956	0.156956	0.000000	0.000000	0.000000	0.000000	0.156956	0.071740	0.390781	0.249964	0.000000	0.359255	
383100000	-16.185277	649	32.893062	1	7	'Z Z 0 0 Z 0 Z Z Z Z 0 0 	0.000000	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.410768	0.408002	0.000000	0.181231	
383150000	-14.546861	875	7.729648	1	5	'Z 0 Z 0 0 0 Z 0 0 Z Z 0 	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.020035	0.069184	0.750654	0.160127	
383200000	-12.104910	177	2.466501	1	5	'Z 0 0 Z Z 0 0 0 0 0 Z Z 	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.002627	0.000000	0.997354	0.000019	
383250000	-12.215710	640	1.539433	1	7	'Z Z Z Z Z Z 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.972013	0.027987	
383300000	-13.501784	19	4.365873	1	3	'0 0 0 0 Z Z 0 0 0 0 Z 0 	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.002081	0.000000	0.975985	0.021934	
383350000	-13.344540	784	5.257158	1	6	'0 Z 0 Z 0 Z Z 0 0 0 Z Z 	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000049	0.002125	0.997825	0.000001	
383400000	-14.663958	286	7.657661	1	6	'0 Z Z 0 0 Z Z 0 0 Z Z 0 	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000006	0.005221	0.895053	0.099720	
383450000	-13.023058	138	4.768587	1	4	'0 Z 0 0 0 Z 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000077	0.001073	0.937741	0.061109	
383500000	-12.772733	96	6.192160	1	5	'Z 0 0 0 Z Z Z 0 0 0 Z 0 	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.060425	0.000009	0.755997	0.183568	
383550000	-12.925144	486	5.006653	1	3	'Z 0 0 Z 0 0 0 0 0 0 Z 0 	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.008959	0.002707	0.927956	0.060379	
383600000	-12.094031	631	1.849918	1	6	'Z Z 0 Z Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
383650000	-18.646685	162	11.732955	1	3	'0 Z 0 0 0 0 0 0 0 0 Z Z 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000120	0.020889	0.978990	0.000001	
383700000	-14.149389	967	26.332899	1	6	'0 0 0 Z 0 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.366952	0.366161	0.000000	0.266887	
383750000	-17.497004	884	51.888799	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.243469	0.244541	0.267964	0.244026	
383800000	-15.364893	11	56.539472	1	7	'Z Z 0 Z Z 0 Z Z Z 0 0 0 	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.373298	0.370763	0.000000	0.255939	
383850000	-16.055616	287	73.175301	1	6	'0 Z 0 0 Z 0 Z Z Z Z 0 0 	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.419647	0.419647	0.000000	0.160706	
383900000	-15.056503	766	86.448841	2	5	'1 1 Z 1 0 1 0 Z Z Z 1 Z 	0.185433	0.185433	0.000000	0.185433	0.036417	0.185433	0.036417	0.000000	0.000000	0.000000	0.185433	0.000000	0.252280	0.269741	0.204193	0.273785	
383950000	-20.760999	583	88.110123	1	6	'0 Z Z 0 0 0 Z Z Z 0 Z 0 	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.671668	0.164165	0.000000	0.164167	
384000000	-14.252339	596	73.372825	1	7	'0 0 0 Z Z 0 Z Z Z 0 Z Z 	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.210145	0.428939	0.000000	0.360915	
384050000	-15.526631	267	45.227955	1	6	'0 0 0 0 0 Z Z Z Z Z 0 Z 	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.225562	0.111383	0.000000	0.663054	
384100000	-14.906028	812	59.891246	1	7	'Z Z 0 0 0 0 Z Z Z Z 0 Z 	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.442362	0.183469	0.000000	0.374169	
384150000	-13.440707	47	52.190340	2	6	'Z 1 Z 1 0 0 Z 1 Z Z Z 1 	0.000000	0.057982	0.000000	0.057982	0.384037	0.384037	0.000000	0.057982	0.000000	0.000000	0.000000	0.057982	0.086672	0.308101	0.380551	0.224676	
384200000	-14.964701	664	57.297379	1	6	'0 0 0 Z 0 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.230463	0.230784	0.000000	0.538753	
384250000	-13.956095	238	71.397521	1	7	'0 0 0 0 Z Z Z Z Z 0 Z Z 	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.265923	0.359434	0.000000	0.374644	
384300000	-12.566817	926	64.041179	2	6	'0 0 Z 0 0 Z 1 Z Z Z Z 1 	0.226866	0.226866	0.000000	0.226866	0.226866	0.000000	0.046267	0.000000	0.000000	0.000000	0.000000	0.046267	0.000000	0.000000	0.000000	1.000000	
384350000	-15.564967	27	88.968800	1	5	'0 Z 0 0 0 0 Z Z Z 0 0 Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.392815	0.214369	0.000000	0.392816	
384400000	-16.345903	944	95.538583	1	6	'0 0 0 Z Z 0 Z Z Z 0 0 Z 	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.194246	0.452010	0.000000	0.353745	
384450000	-16.120680	745	93.116779	1	7	'0 Z Z 0 0 0 Z Z Z Z 0 Z 	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.388329	0.211185	0.000000	0.400485	
384500000	-13.819638	615	88.216683	2	3	'0 1 0 0 1 Z 0 0 Z 0 Z 0 	0.031220	0.390731	0.031220	0.031220	0.390731	0.000000	0.031220	0.031220	0.000000	0.031220	0.000000	0.031220	0.160615	0.096854	0.096854	0.645678	
384550000	-16.527887	331	80.991130	2	6	'Z Z 1 1 Z 1 Z 0 Z 0 Z 1 	0.000000	0.000000	0.212819	0.212819	0.000000	0.212819	0.000000	0.074361	0.000000	0.074361	0.000000	0.212819	0.249968	0.249968	0.250036	0.250029	
384600000	-19.302172	411	95.352966	1	4	'0 0 0 Z 0 0 0 Z Z 0 Z 0 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.249937	0.249939	0.250186	0.249938	
384650000	-11.741324	272	85.034890	2	4	'1 1 0 1 0 0 0 Z 0 Z Z Z 	0.321432	0.321432	0.007141	0.321432	0.007141	0.007141	0.007141	0.000000	0.007141	0.000000	0.000000	0.000000	0.338209	0.363934	0.297856	0.000000	
384700000	-15.651776	884	91.559812	1	7	'Z Z 0 Z 0 0 Z Z Z 0 0 Z 	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.539128	0.108929	0.000000	0.351942	
384750000	-12.624048	376	97.500311	2	1	'1 0 0 1 0 0 0 0 0 0 0 Z 	0.473502	0.005889	0.005889	0.473502	0.005889	0.005889	0.005889	0.005889	0.005889	0.005889	0.005889	0.000000	0.006749	0.006749	0.986066	0.000435	
384800000	-15.448122	354	87.860486	1	7	'0 Z 0 0 0 Z Z Z Z 0 Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.354537	0.106920	0.000000	0.538544	
384850000	-14.652874	958	90.370193	1	7	'0 0 0 Z Z 0 Z Z Z 0 Z Z 	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.171924	0.523780	0.000000	0.304297	
384900000	-15.330499	982	88.396036	1	6	'0 Z 0 0 0 0 Z Z Z Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.394814	0.210272	0.000000	0.394914	
384950000	-17.898635	402	69.199120	2	4	'1 1 1 0 1 Z Z Z 0 1 1 Z 	0.163165	0.163165	0.163165	0.010504	0.163165	0.000000	0.000000	0.000000	0.010504	0.163165	0.163165	0.000000	0.274450	0.204371	0.196867	0.324313	
385000000	-15.158997	307	64.610672	1	7	'0 Z 0 0 0 Z Z Z Z 0 Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.372915	0.100202	0.000000	0.526883	
385050000	-14.224896	673	44.479675	1	6	'0 Z 0 0 0 0 Z Z Z Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.385028	0.227179	0.000000	0.387793	
385100000	-12.563913	413	2.794696	1	4	'Z Z 0 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000591	0.999407	0.000002	
385150000	-11.801816	70	2.554891	1	5	'0 0 Z Z 0 Z 0 0 0 Z 0 Z 	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000188	0.000138	0.999668	0.000006	
385200000	-13.086727	491	22.668934	1	6	'0 0 Z 0 0 0 Z 0 Z Z Z Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.208344	0.321712	0.469944	0.000000	
385250000	-12.028010	359	2.741502	1	2	'0 0 Z 0 0 0 0 0 0 0 Z 0 	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.000131	0.001135	0.964675	0.034058	
385300000	-13.550611	260	0.977276	1	2	'0 0 0 0 0 0 0 0 0 Z 0 Z 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.000000	0.000365	0.000027	0.999608	0.000000	
385350000	-12.861262	182	3.722116	1	3	'Z Z 0 Z 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000001	0.000769	0.982621	0.016609	
385400000	-13.093402	553	0.609600	1	7	'Z Z Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	1.000000	0.000000	
385450000	-14.372932	120	5.716615	2	5	'Z 0 Z Z 1 0 0 0 Z 0 Z 0 	0.000000	0.144751	0.000000	0.000000	0.131495	0.144751	0.144751	0.144751	0.000000	0.144751	0.000000	0.144751	0.002288	0.093135	0.245513	0.659064	
385500000	-11.448957	388	1.507791	1	6	'Z 0 Z 0 Z 0 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000840	0.000002	0.999158	0.000000	
385550000	-15.106357	844	3.802572	1	8	'Z 0 0 Z Z Z Z 0 Z Z 0 Z 	0.000000	0.250000	0.250000	0.000000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.250000	0.000000	1.000000	0.000000	0.000000	0.000000	
385600000	-13.617880	309	11.755909	1	4	'Z 0 0 0 0 0 Z 0 Z 0 0 Z 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.000000	0.269211	0.182313	0.517703	0.030773	
385650000	-12.787487	311	2.185790	1	3	'0 0 0 0 0 Z 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.001547	0.000331	0.998116	0.000006	
385700000	-14.956354	2	12.453470	1	4	'0 0 0 0 0 0 Z 0 0 Z Z Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.000000	0.136252	0.088121	0.775627	0.000000	
385750000	-13.664524	125	8.119199	1	3	'0 0 0 0 0 0 0 Z Z 0 Z 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.000000	0.111111	0.116470	0.109928	0.219477	0.554125	
385800000	-14.652305	996	7.443388	1	6	'0 Z 0 Z Z 0 0 Z Z 0 Z 0 	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.007395	0.007351	0.394133	0.591121	
385850000	-12.916730	253	2.403574	1	2	'0 0 0 0 0 0 0 0 0 Z Z 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.100000	0.004200	0.003203	0.924569	0.068028	
385900000	-16.198166	108	11.331403	1	7	'Z Z Z Z 0 0 Z 0 Z 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.274659	0.713217	0.012123	
385950000	-13.461329	494	6.955968	1	7	'0 Z 0 0 Z Z 0 Z Z Z Z 0 	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000922	0.000001	0.507364	0.491713	
386000000	-12.848494	184	14.176238	1	7	'Z 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.025368	0.416361	0.558271	0.000000	
386050000	-13.785209	609	2.410983	1	6	'0 Z Z 0 0 Z Z 0 0 Z Z 0 	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000305	0.969939	0.029755	
386100000	-14.227403	972	20.318363	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000000	0.111111	0.111111	0.173944	0.167576	0.273752	0.384727	
386150000	-12.676751	83	2.964880	1	5	'Z Z 0 Z Z Z 0 0 0 0 0 0 	0.000000	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000006	0.000000	0.958716	0.041279	
386200000	-12.619050	673	2.459836	1	2	'0 Z 0 Z 0 0 0 0 0 0 0 0 	0.100000	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000012	0.001405	0.975839	0.022744	
386250000	-12.620673	834	2.651671	1	1	'0 Z 0 0 0 0 0 0 0 0 0 0 	0.090909	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000008	0.001195	0.967345	0.031452	
386300000	-12.080086	126	3.122511	1	4	'0 Z Z Z 0 0 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000002	0.004445	0.956773	0.038780	
386350000	-15.757480	168	6.386712	1	6	'Z Z 0 Z Z Z Z 0 0 0 0 0 	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000180	0.000000	0.881210	0.118609	
386400000	-14.092552	322	7.245965	1	6	'Z Z Z 0 0 0 Z 0 Z 0 Z 0 	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.123536	0.297299	0.579165	
386450000	-15.625250	871	5.521167	1	7	'Z Z 0 Z Z Z 0 Z 0 Z 0 0 	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000251	0.000000	0.943370	0.056380	
386500000	-13.192324	471	4.201245	1	4	'0 0 0 Z Z Z 0 0 0 0 Z 0 	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.004205	0.000000	0.944511	0.051284	
386550000	-11.655758	181	2.590353	1	4	'Z 0 Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000167	0.000748	0.988694	0.010391	
386600000	-14.450414	392	8.619277	1	3	'0 Z 0 0 0 0 0 0 0 0 Z Z 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000047	0.012984	0.986969	0.000001	
386650000	-13.934390	30	2.972461	1	4	'0 Z 0 0 Z 0 Z 0 0 0 0 Z 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
386700000	-13.028878	8	1.273341	1	4	'0 Z Z 0 0 Z 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000071	0.994189	0.005740	
386750000	-17.574642	273	0.683959	1	4	'0 Z 0 Z Z 0 0 Z 0 0 0 0 	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.998178	0.001822	
386800000	-14.339367	152	7.654608	1	7	'Z Z Z 0 Z 0 Z 0 Z Z 0 0 	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.005910	0.549973	0.444117	
386850000	-12.458184	430	10.603927	1	8	'0 0 0 Z 0 Z Z Z Z Z Z Z 	0.250000	0.250000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	0.000000	
386900000	-12.664102	482	3.420804	1	5	'Z Z 0 Z 0 Z 0 0 0 0 Z 0 	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000016	0.000584	0.946017	0.053383	
386950000	-14.325746	153	7.652367	1	5	'0 0 0 Z Z Z 0 Z 0 Z 0 0 	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.028723	0.000000	0.875217	0.096060	
387000000	-12.608692	371	0.799094	1	6	'Z 0 Z 0 Z Z 0 0 0 Z Z 0 	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000103	0.000000	0.999413	0.000484	
387050000	-15.749517	219	4.956859	1	6	'0 0 Z Z Z 0 0 Z Z Z 0 0 	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.014871	0.006233	0.025906	0.952990	
387100000	-14.495317	807	3.088717	1	6	'Z Z Z Z 0 0 Z 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.002067	0.997905	0.000028	
387150000	-14.304076	815	20.355997	1	7	'0 Z Z 0 0 0 Z 0 Z Z Z Z 	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.007619	0.233291	0.759090	0.000000	
387200000	-14.453475	828	10.350140	1	4	'0 0 Z 0 0 0 0 Z Z Z 0 0 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.024640	0.187493	0.041391	0.746476	
387250000	-16.091745	367	8.205447	1	7	'0 0 Z Z Z Z 0 Z 0 Z Z 0 	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.200000	0.018130	0.000000	0.762564	0.219306	
387300000	-13.443472	603	13.238831	1	4	'Z 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.269090	0.186656	0.247987	0.296267	
387350000	-14.718963	537	8.423371	1	3	'0 0 0 0 Z 0 0 0 Z 0 0 Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.075790	0.000250	0.922544	0.001416	
387400000	-12.114634	280	3.080081	1	4	'Z 0 0 Z Z 0 0 0 0 0 Z 0 	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.014062	0.000159	0.905740	0.080039	
387450000	-14.043290	343	15.482044	1	5	'0 0 0 0 Z 0 0 Z Z 0 Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.196600	0.020779	0.751040	0.031582	
387500000	-12.474204	14	2.002104	1	1	'0 0 0 0 0 Z 0 0 0 0 0 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000699	0.000104	0.984565	0.014632	
387550000	-12.440605	377	4.381629	1	1	'0 0 0 0 0 0 0 0 0 Z 0 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.004141	0.002041	0.967502	0.026316	
387600000	-11.835855	26	1.777417	1	6	'Z 0 0 Z Z 0 0 0 0 Z Z Z 	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.001207	0.000000	0.998793	0.000000	
387650000	-13.346326	545	6.656076	1	5	'Z 0 0 Z 0 0 0 0 Z Z 0 Z 	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.152548	0.095977	0.747561	0.003914	
387700000	-14.050379	251	11.362398	1	4	'Z 0 0 0 0 0 Z Z 0 0 0 Z 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.096064	0.063245	0.821494	0.019198	
387750000	-12.781054	502	4.190763	1	7	'0 Z Z 0 0 Z Z 0 0 Z Z Z 	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000029	0.010587	0.989384	0.000000	
