Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/26-Oct-2017-09_54.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1851957956
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/26-Oct-2017-09_54.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
3050000	-14.052513	376	1	3	'0 0 Z 0 0 0 0 0 0 Z Z 0 	31.494912	31.494912	0.000000	31.494912	31.494912	31.494912	31.494912	31.494912	31.494912	0.000000	0.000000	31.494912	0.000016	0.000046	0.997266	0.002672	
3100000	-13.839422	644	1	2	'0 Z 0 0 Z 0 0 0 0 0 0 0 	39.450622	0.000000	39.450622	39.450622	0.000000	39.450622	39.450622	39.450622	39.450622	39.450622	39.450622	39.450622	0.000000	0.000000	0.999866	0.000134	
3150000	-12.805787	466	1	5	'Z 0 Z Z 0 Z 0 0 0 Z 0 0 	0.000000	55.104886	0.000000	0.000000	55.104886	0.000000	55.104886	55.104886	55.104886	0.000000	55.104886	55.104886	0.000004	0.000003	0.999870	0.000123	
3200000	-12.379710	843	1	6	'0 0 Z Z Z Z 0 0 0 Z 0 Z 	57.609552	57.609552	0.000000	0.000000	0.000000	0.000000	57.609552	57.609552	57.609552	0.000000	57.609552	0.000000	0.000060	0.000000	0.999940	0.000000	
3250000	-14.285222	104	1	4	'Z Z Z 0 Z 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	32.165452	0.000000	32.165452	32.165452	32.165452	32.165452	32.165452	32.165452	32.165452	0.000000	0.000000	0.998709	0.001291	
3300000	-15.025552	212	1	4	'0 Z Z 0 Z Z 0 0 0 0 0 0 	25.502328	0.000000	0.000000	25.502328	0.000000	0.000000	25.502328	25.502328	25.502328	25.502328	25.502328	25.502328	0.000000	0.000000	0.997598	0.002402	
3350000	-15.240603	763	1	4	'Z 0 Z 0 0 Z 0 0 0 0 Z 0 	0.000000	28.485934	0.000000	28.485934	28.485934	0.000000	28.485934	28.485934	28.485934	28.485934	0.000000	28.485934	0.000005	0.000005	0.998871	0.001120	
3400000	-14.465488	914	1	2	'0 0 0 0 0 0 0 0 0 Z Z 0 	29.437769	29.437769	29.437769	29.437769	29.437769	29.437769	29.437769	29.437769	29.437769	0.000000	0.000000	29.437769	0.000048	0.000022	0.999039	0.000891	
3450000	-14.179100	358	1	3	'0 Z 0 Z 0 Z 0 0 0 0 0 0 	36.137816	0.000000	36.137816	0.000000	36.137816	0.000000	36.137816	36.137816	36.137816	36.137816	36.137816	36.137816	0.000000	0.000031	0.996920	0.003048	
3500000	-13.825541	700	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	43.918820	43.918820	43.918820	43.918820	43.918820	43.918820	0.000000	43.918820	0.000000	0.000011	0.999545	0.000444	
3550000	-15.561082	962	1	6	'Z Z Z 0 0 Z 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	20.708899	20.708899	0.000000	20.708899	20.708899	20.708899	0.000000	20.708899	0.000000	0.000000	0.000001	0.999999	0.000000	
3600000	-16.752141	11	1	2	'0 0 0 Z 0 0 0 0 0 Z 0 0 	11.142217	11.142217	11.142217	0.000000	11.142217	11.142217	11.142217	11.142217	11.142217	0.000000	11.142217	11.142217	0.000004	0.000002	0.999817	0.000178	
3650000	-13.846509	783	1	6	'Z Z 0 Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	29.926358	0.000000	0.000000	0.000000	29.926358	29.926358	29.926358	29.926358	29.926358	0.000000	0.000000	0.000000	1.000000	0.000000	
3700000	-14.136798	234	1	5	'Z 0 0 Z 0 Z 0 0 0 0 Z Z 	0.000000	26.773395	26.773395	0.000000	26.773395	0.000000	26.773395	26.773395	26.773395	26.773395	0.000000	0.000000	0.000031	0.000032	0.999937	0.000000	
3750000	-13.159128	719	1	5	'Z 0 Z 0 0 Z 0 0 0 Z Z 0 	0.000000	44.812475	0.000000	44.812475	44.812475	0.000000	44.812475	44.812475	44.812475	0.000000	0.000000	44.812475	0.000039	0.000038	0.999329	0.000594	
3800000	-13.939965	363	1	5	'Z Z Z 0 Z Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	32.398439	0.000000	0.000000	32.398439	32.398439	32.398439	32.398439	32.398439	32.398439	0.000000	0.000000	0.998514	0.001486	
3850000	-14.369551	630	1	6	'0 Z 0 Z 0 Z 0 0 0 Z Z Z 	34.878101	0.000000	34.878101	0.000000	34.878101	0.000000	34.878101	34.878101	34.878101	0.000000	0.000000	0.000000	0.000000	0.000006	0.999994	0.000000	
3900000	-14.288396	858	1	6	'0 Z Z Z 0 Z 0 0 0 Z Z 0 	32.257722	0.000000	0.000000	0.000000	32.257722	0.000000	32.257722	32.257722	32.257722	0.000000	0.000000	32.257722	0.000000	0.000005	0.999121	0.000874	
3950000	-16.180590	592	1	4	'0 Z 0 0 Z Z 0 0 0 0 Z 0 	15.165170	0.000000	15.165170	15.165170	0.000000	0.000000	15.165170	15.165170	15.165170	15.165170	0.000000	15.165170	0.000000	0.000000	0.999686	0.000314	
4000000	-13.591143	891	1	5	'0 0 Z Z 0 Z 0 0 0 Z Z 0 	53.975383	53.975383	0.000000	0.000000	53.975383	0.000000	53.975383	53.975383	53.975383	0.000000	0.000000	53.975383	0.000010	0.000009	0.996688	0.003293	
4050000	-13.624071	173	1	4	'0 0 Z 0 Z Z 0 0 0 0 Z 0 	36.948312	36.948312	0.000000	36.948312	0.000000	0.000000	36.948312	36.948312	36.948312	36.948312	0.000000	36.948312	0.000005	0.000000	0.998578	0.001417	
4100000	-13.160017	465	1	3	'0 Z 0 0 0 0 0 0 0 Z 0 Z 	49.335777	0.000000	49.335777	49.335777	49.335777	49.335777	49.335777	49.335777	49.335777	0.000000	49.335777	0.000000	0.000000	0.000040	0.999960	0.000000	
4150000	-15.013517	191	1	3	'0 Z Z 0 0 0 0 0 0 0 0 Z 	35.050884	0.000000	0.000000	35.050884	35.050884	35.050884	35.050884	35.050884	35.050884	35.050884	35.050884	0.000000	0.000000	0.000020	0.999980	0.000000	
4200000	-15.662568	459	1	6	'Z Z 0 Z 0 0 0 0 0 Z Z Z 	0.000000	0.000000	22.967589	0.000000	22.967589	22.967589	22.967589	22.967589	22.967589	0.000000	0.000000	0.000000	0.000000	0.000003	0.999997	0.000000	
4250000	-14.524742	216	1	5	'0 0 0 Z 0 Z 0 0 0 Z Z Z 	38.547618	38.547618	38.547618	0.000000	38.547618	0.000000	38.547618	38.547618	38.547618	0.000000	0.000000	0.000000	0.000033	0.000007	0.999960	0.000000	
4300000	-15.436261	830	1	5	'Z Z Z Z 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	21.742193	21.742193	21.742193	21.742193	21.742193	21.742193	21.742193	0.000000	0.000000	0.000010	0.999990	0.000000	
4350000	-14.605727	555	1	3	'0 0 0 Z Z 0 0 0 0 0 Z 0 	27.072306	27.072306	27.072306	0.000000	0.000000	27.072306	27.072306	27.072306	27.072306	27.072306	0.000000	27.072306	0.000024	0.000000	0.999361	0.000615	
4400000	-15.407189	792	1	3	'0 0 Z Z 0 0 0 0 0 Z 0 0 	23.725491	23.725491	0.000000	0.000000	23.725491	23.725491	23.725491	23.725491	23.725491	0.000000	23.725491	23.725491	0.000001	0.000001	0.999991	0.000007	
4450000	-14.881908	446	1	5	'0 Z 0 Z Z Z 0 0 0 0 Z 0 	24.874419	0.000000	24.874419	0.000000	0.000000	0.000000	24.874419	24.874419	24.874419	24.874419	0.000000	24.874419	0.000000	0.000000	1.000000	0.000000	
4500000	-14.719360	213	1	2	'Z Z 0 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	33.581131	33.581131	33.581131	33.581131	33.581131	33.581131	33.581131	33.581131	33.581131	33.581131	0.000000	0.000045	0.996380	0.003575	
4550000	-16.057638	50	1	5	'Z Z 0 0 Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	18.475310	18.475310	0.000000	18.475310	18.475310	18.475310	18.475310	0.000000	18.475310	0.000000	0.000000	0.000000	1.000000	0.000000	
4600000	-16.424046	489	1	6	'Z Z 0 Z Z Z 0 0 0 0 Z 0 	0.000000	0.000000	12.825395	0.000000	0.000000	0.000000	12.825395	12.825395	12.825395	12.825395	0.000000	12.825395	0.000000	0.000000	0.999399	0.000601	
4650000	-14.703507	109	1	3	'0 0 Z Z 0 0 0 0 0 Z 0 0 	32.220273	32.220273	0.000000	0.000000	32.220273	32.220273	32.220273	32.220273	32.220273	0.000000	32.220273	32.220273	0.000005	0.000008	0.999663	0.000324	
4700000	-14.124808	313	1	6	'0 Z Z 0 Z Z 0 0 0 0 Z Z 	29.720529	0.000000	0.000000	29.720529	0.000000	0.000000	29.720529	29.720529	29.720529	29.720529	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
4750000	-15.152130	313	1	4	'Z 0 Z Z 0 0 0 0 0 0 0 Z 	0.000000	20.330854	0.000000	0.000000	20.330854	20.330854	20.330854	20.330854	20.330854	20.330854	20.330854	0.000000	0.000005	0.000009	0.999986	0.000000	
4800000	-18.416140	947	1	4	'Z 0 Z 0 0 0 0 0 0 Z Z 0 	0.000000	6.690402	0.000000	6.690402	6.690402	6.690402	6.690402	6.690402	6.690402	0.000000	0.000000	6.690402	0.000000	0.000001	0.999726	0.000273	
4850000	-14.169532	605	1	4	'0 0 0 Z 0 Z 0 0 0 Z Z 0 	33.912147	33.912147	33.912147	0.000000	33.912147	0.000000	33.912147	33.912147	33.912147	0.000000	0.000000	33.912147	0.000039	0.000009	0.998663	0.001289	
4900000	-14.440596	386	1	5	'0 0 Z Z 0 Z 0 0 0 0 Z Z 	27.258896	27.258896	0.000000	0.000000	27.258896	0.000000	27.258896	27.258896	27.258896	27.258896	0.000000	0.000000	0.000007	0.000007	0.999986	0.000000	
