Options:
Model:                           MultiState
Tree File Name:                  data/utoaztecan.bttrees
Data File Name:                  data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/05-Sep-13_08.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            558666691
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/05-Sep-13_08.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
52000	-17.098564	363	1	6	'Z Z Z Z Z 0 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	9.578406	9.578406	9.578406	9.578406	9.578406	9.578406	0.000000	0.000000	0.000000	1.000000	0.000000	
53000	-14.333355	832	1	5	'0 0 0 Z 0 Z 0 0 0 Z Z Z 	35.342773	35.342773	35.342773	0.000000	35.342773	0.000000	35.342773	35.342773	35.342773	0.000000	0.000000	0.000000	0.000024	0.000008	0.999968	0.000000	
54000	-13.378935	92	1	5	'Z 0 0 Z Z 0 0 0 0 Z Z 0 	0.000000	37.978567	37.978567	0.000000	0.000000	37.978567	37.978567	37.978567	37.978567	0.000000	0.000000	37.978567	0.000016	0.000000	0.999759	0.000225	
55000	-12.811110	146	1	5	'Z 0 Z Z Z 0 0 0 0 0 Z 0 	0.000000	60.834748	0.000000	0.000000	0.000000	60.834748	60.834748	60.834748	60.834748	60.834748	0.000000	60.834748	0.000042	0.000000	0.995006	0.004952	
56000	-14.043078	280	1	3	'Z 0 Z 0 0 0 0 0 0 Z 0 0 	0.000000	28.503134	0.000000	28.503134	28.503134	28.503134	28.503134	28.503134	28.503134	0.000000	28.503134	28.503134	0.000007	0.000011	0.999665	0.000317	
57000	-15.638069	437	1	7	'Z Z 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	0.000000	19.548751	0.000000	19.548751	0.000000	19.548751	19.548751	19.548751	0.000000	0.000000	0.000000	0.000000	0.000003	0.999997	0.000000	
58000	-16.413316	419	1	5	'Z Z Z 0 0 Z 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	16.956277	16.956277	0.000000	16.956277	16.956277	16.956277	16.956277	0.000000	16.956277	0.000000	0.000002	0.999673	0.000325	
59000	-18.410064	381	1	6	'0 Z Z 0 Z 0 0 0 0 Z Z Z 	10.923917	0.000000	0.000000	10.923917	0.000000	10.923917	10.923917	10.923917	10.923917	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
60000	-13.988316	263	2	5	'1 Z Z Z 0 1 0 0 0 Z Z 0 	13.544785	0.000000	0.000000	0.000000	24.709819	13.544785	24.709819	24.709819	24.709819	0.000000	0.000000	24.709819	0.000000	0.000007	0.999073	0.000920	
61000	-12.932453	655	1	3	'Z 0 0 Z 0 Z 0 0 0 0 0 0 	0.000000	48.124711	48.124711	0.000000	48.124711	0.000000	48.124711	48.124711	48.124711	48.124711	48.124711	48.124711	0.000115	0.000012	0.999143	0.000730	
62000	-15.129802	542	1	5	'Z Z Z 0 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	19.067792	19.067792	19.067792	19.067792	19.067792	19.067792	19.067792	0.000000	0.000000	0.000000	0.000010	0.999990	0.000000	
63000	-12.683096	400	1	6	'Z Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	54.037872	54.037872	54.037872	54.037872	54.037872	0.000000	54.037872	0.000000	0.000000	0.000004	0.999996	0.000000	
64000	-17.976968	972	1	4	'0 0 0 Z Z Z 0 0 0 0 Z 0 	9.524207	9.524207	9.524207	0.000000	0.000000	0.000000	9.524207	9.524207	9.524207	9.524207	0.000000	9.524207	0.000007	0.000000	0.999535	0.000458	
65000	-14.055234	12	1	4	'Z Z Z 0 0 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	32.580959	32.580959	32.580959	32.580959	32.580959	32.580959	0.000000	32.580959	32.580959	0.000000	0.000014	0.999470	0.000516	
66000	-14.099867	800	1	4	'0 0 0 Z 0 Z 0 0 0 Z Z 0 	29.764199	29.764199	29.764199	0.000000	29.764199	0.000000	29.764199	29.764199	29.764199	0.000000	0.000000	29.764199	0.000135	0.000015	0.998121	0.001730	
67000	-13.421489	383	1	5	'Z Z Z 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	38.385790	38.385790	38.385790	38.385790	38.385790	38.385790	0.000000	38.385790	0.000000	0.000000	0.000029	0.999971	0.000000	
68000	-13.079048	497	1	6	'Z Z Z Z Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.000000	0.000000	0.000000	32.203128	32.203128	32.203128	32.203128	0.000000	32.203128	32.203128	0.000000	0.000000	0.999837	0.000163	
69000	-14.107427	857	1	5	'0 0 Z Z 0 Z 0 0 0 0 Z Z 	33.358049	33.358049	0.000000	0.000000	33.358049	0.000000	33.358049	33.358049	33.358049	33.358049	0.000000	0.000000	0.000011	0.000011	0.999979	0.000000	
70000	-13.413760	139	1	3	'Z 0 0 Z Z 0 0 0 0 0 0 0 	0.000000	47.164563	47.164563	0.000000	0.000000	47.164563	47.164563	47.164563	47.164563	47.164563	47.164563	47.164563	0.000116	0.000000	0.999769	0.000115	
71000	-15.350736	736	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	15.757908	15.757908	15.757908	15.757908	15.757908	15.757908	0.000000	15.757908	0.000000	0.000006	0.999566	0.000428	
72000	-13.855202	935	1	3	'Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	39.727652	39.727652	39.727652	39.727652	39.727652	39.727652	39.727652	39.727652	39.727652	0.000000	0.000000	0.000027	0.999973	0.000000	
73000	-15.150126	883	1	5	'0 0 0 Z Z Z 0 0 0 0 Z Z 	25.517057	25.517057	25.517057	0.000000	0.000000	0.000000	25.517057	25.517057	25.517057	25.517057	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
74000	-16.005389	369	1	6	'Z 0 Z 0 Z Z 0 0 0 Z Z 0 	0.000000	22.098917	0.000000	22.098917	0.000000	0.000000	22.098917	22.098917	22.098917	0.000000	0.000000	22.098917	0.000003	0.000000	0.999672	0.000326	
75000	-16.022119	247	1	4	'Z Z 0 Z Z 0 0 0 0 0 0 0 	0.000000	0.000000	20.807418	0.000000	0.000000	20.807418	20.807418	20.807418	20.807418	20.807418	20.807418	20.807418	0.000000	0.000000	0.999708	0.000292	
76000	-14.367151	530	1	5	'Z 0 Z 0 Z Z 0 0 0 0 Z 0 	0.000000	31.060382	0.000000	31.060382	0.000000	0.000000	31.060382	31.060382	31.060382	31.060382	0.000000	31.060382	0.000075	0.000000	0.999851	0.000075	
77000	-14.689591	779	1	3	'0 0 0 Z 0 0 0 0 0 0 Z Z 	24.458447	24.458447	24.458447	0.000000	24.458447	24.458447	24.458447	24.458447	24.458447	24.458447	0.000000	0.000000	0.000045	0.000015	0.999939	0.000000	
78000	-14.242744	960	1	5	'Z 0 0 Z Z 0 0 0 0 Z Z 0 	0.000000	36.089684	36.089684	0.000000	0.000000	36.089684	36.089684	36.089684	36.089684	0.000000	0.000000	36.089684	0.000013	0.000000	0.999973	0.000013	
79000	-12.546432	529	1	4	'Z Z Z 0 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.000000	64.069449	64.069449	0.000000	64.069449	64.069449	64.069449	64.069449	64.069449	64.069449	0.000000	0.000019	0.998770	0.001211	
80000	-14.808059	723	1	3	'0 0 0 Z Z 0 0 0 0 Z 0 0 	29.083661	29.083661	29.083661	0.000000	0.000000	29.083661	29.083661	29.083661	29.083661	0.000000	29.083661	29.083661	0.000061	0.000000	0.998452	0.001487	
81000	-14.406202	153	1	4	'0 Z 0 0 0 0 0 0 0 Z Z Z 	21.567765	0.000000	21.567765	21.567765	21.567765	21.567765	21.567765	21.567765	21.567765	0.000000	0.000000	0.000000	0.000000	0.000020	0.999980	0.000000	
82000	-14.426492	23	1	4	'0 Z 0 Z 0 Z 0 0 0 0 0 Z 	25.030235	0.000000	25.030235	0.000000	25.030235	0.000000	25.030235	25.030235	25.030235	25.030235	25.030235	0.000000	0.000000	0.000013	0.999987	0.000000	
83000	-13.259867	427	1	1	'0 0 Z 0 0 0 0 0 0 0 0 0 	35.388046	35.388046	0.000000	35.388046	35.388046	35.388046	35.388046	35.388046	35.388046	35.388046	35.388046	35.388046	0.000013	0.000013	0.999955	0.000019	
84000	-15.207094	503	1	5	'0 0 Z Z Z Z 0 0 0 0 Z 0 	25.242326	25.242326	0.000000	0.000000	0.000000	0.000000	25.242326	25.242326	25.242326	25.242326	0.000000	25.242326	0.000003	0.000000	0.999744	0.000253	
85000	-16.540195	635	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	13.575043	13.575043	13.575043	13.575043	13.575043	13.575043	0.000000	13.575043	0.000000	0.000005	0.999308	0.000687	
86000	-13.320419	92	1	3	'Z Z Z 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	40.544027	40.544027	40.544027	40.544027	40.544027	40.544027	40.544027	40.544027	40.544027	0.000000	0.000008	0.999740	0.000252	
87000	-12.339146	386	1	5	'0 Z 0 Z Z Z 0 0 0 0 Z 0 	72.452290	0.000000	72.452290	0.000000	0.000000	0.000000	72.452290	72.452290	72.452290	72.452290	0.000000	72.452290	0.000000	0.000000	0.993628	0.006372	
88000	-14.571163	895	1	2	'0 Z Z 0 0 0 0 0 0 0 0 0 	21.308835	0.000000	0.000000	21.308835	21.308835	21.308835	21.308835	21.308835	21.308835	21.308835	21.308835	21.308835	0.000000	0.000007	0.999347	0.000646	
89000	-14.605660	870	1	3	'0 0 0 Z Z Z 0 0 0 0 0 0 	23.775600	23.775600	23.775600	0.000000	0.000000	0.000000	23.775600	23.775600	23.775600	23.775600	23.775600	23.775600	0.000347	0.000000	0.996763	0.002890	
90000	-14.506825	732	1	6	'Z Z Z 0 Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	24.977890	0.000000	24.977890	24.977890	24.977890	24.977890	24.977890	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
91000	-14.969560	373	1	7	'Z Z Z Z Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	20.223228	20.223228	20.223228	20.223228	20.223228	0.000000	0.000000	0.000000	1.000000	0.000000	
92000	-15.269958	300	1	4	'0 0 Z 0 0 Z 0 0 0 Z Z 0 	22.914409	22.914409	0.000000	22.914409	22.914409	0.000000	22.914409	22.914409	22.914409	0.000000	0.000000	22.914409	0.000004	0.000004	0.999488	0.000504	
93000	-13.428140	279	1	5	'Z 0 Z 0 0 Z 0 0 0 Z 0 Z 	0.000000	33.795129	0.000000	33.795129	33.795129	0.000000	33.795129	33.795129	33.795129	0.000000	33.795129	0.000000	0.000014	0.000014	0.999972	0.000000	
94000	-15.583061	841	1	6	'0 Z Z 0 0 Z 0 0 0 Z Z Z 	16.323081	0.000000	0.000000	16.323081	16.323081	0.000000	16.323081	16.323081	16.323081	0.000000	0.000000	0.000000	0.000000	0.000003	0.999997	0.000000	
95000	-12.528963	338	1	7	'Z Z Z 0 Z Z 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	50.006963	0.000000	0.000000	50.006963	50.006963	50.006963	50.006963	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
96000	-13.336152	33	1	6	'Z 0 Z 0 Z Z 0 0 0 Z Z 0 	0.000000	64.716539	0.000000	64.716539	0.000000	0.000000	64.716539	64.716539	64.716539	0.000000	0.000000	64.716539	0.000026	0.000000	0.996964	0.003010	
97000	-16.071413	431	1	1	'0 0 0 0 0 0 0 0 0 Z 0 0 	21.827753	21.827753	21.827753	21.827753	21.827753	21.827753	21.827753	21.827753	21.827753	0.000000	21.827753	21.827753	0.000027	0.000007	0.998459	0.001508	
98000	-16.113718	69	1	3	'0 0 0 0 0 Z 0 0 0 Z 0 Z 	15.914776	15.914776	15.914776	15.914776	15.914776	0.000000	15.914776	15.914776	15.914776	0.000000	15.914776	0.000000	0.000002	0.000001	0.999997	0.000000	
99000	-14.336478	363	1	6	'Z Z 0 0 Z Z 0 0 0 0 Z Z 	0.000000	0.000000	26.549925	26.549925	0.000000	0.000000	26.549925	26.549925	26.549925	26.549925	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
100000	-13.224617	640	1	7	'Z Z Z 0 Z Z 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	56.866204	0.000000	0.000000	56.866204	56.866204	56.866204	0.000000	0.000000	56.866204	0.000000	0.000000	0.997603	0.002397	
101000	-14.380105	838	1	1	'0 0 0 0 0 Z 0 0 0 0 0 0 	37.516368	37.516368	37.516368	37.516368	37.516368	0.000000	37.516368	37.516368	37.516368	37.516368	37.516368	37.516368	0.000046	0.000019	0.999158	0.000777	
102000	-13.666210	177	1	2	'0 Z 0 0 0 Z 0 0 0 0 0 0 	39.935856	0.000000	39.935856	39.935856	39.935856	0.000000	39.935856	39.935856	39.935856	39.935856	39.935856	39.935856	0.000000	0.000014	0.996067	0.003919	
103000	-13.499414	238	1	5	'Z 0 Z Z 0 0 0 0 0 Z 0 Z 	0.000000	45.039250	0.000000	0.000000	45.039250	45.039250	45.039250	45.039250	45.039250	0.000000	45.039250	0.000000	0.000023	0.000032	0.999945	0.000000	
104000	-13.868531	280	1	4	'0 0 0 Z 0 Z 0 0 0 Z Z 0 	30.339637	30.339637	30.339637	0.000000	30.339637	0.000000	30.339637	30.339637	30.339637	0.000000	0.000000	30.339637	0.000024	0.000008	0.999628	0.000341	
105000	-15.528794	469	1	2	'Z 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	22.823298	0.000000	22.823298	22.823298	22.823298	22.823298	22.823298	22.823298	22.823298	22.823298	22.823298	0.000010	0.000018	0.999170	0.000802	
106000	-16.072203	846	1	4	'Z 0 0 Z Z Z 0 0 0 0 0 0 	0.000000	20.609791	20.609791	0.000000	0.000000	0.000000	20.609791	20.609791	20.609791	20.609791	20.609791	20.609791	0.000001	0.000000	0.999998	0.000001	
107000	-14.319245	683	1	5	'0 0 Z Z 0 Z 0 0 0 Z Z 0 	28.224194	28.224194	0.000000	0.000000	28.224194	0.000000	28.224194	28.224194	28.224194	0.000000	0.000000	28.224194	0.000009	0.000009	0.997152	0.002830	
108000	-14.536328	965	1	3	'0 0 0 0 0 0 0 0 0 Z Z Z 	23.904486	23.904486	23.904486	23.904486	23.904486	23.904486	23.904486	23.904486	23.904486	0.000000	0.000000	0.000000	0.000026	0.000013	0.999962	0.000000	
109000	-15.648816	141	1	3	'Z 0 0 Z 0 0 0 0 0 Z 0 0 	0.000000	14.869161	14.869161	0.000000	14.869161	14.869161	14.869161	14.869161	14.869161	0.000000	14.869161	14.869161	0.000109	0.000005	0.999366	0.000520	
110000	-15.071937	911	1	4	'0 Z 0 0 0 Z 0 0 0 Z 0 Z 	28.512875	0.000000	28.512875	28.512875	28.512875	0.000000	28.512875	28.512875	28.512875	0.000000	28.512875	0.000000	0.000000	0.000001	0.999999	0.000000	
