Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/bantu.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/bantu.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/15-Aug-07_31.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1215141167
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/bantu/15-Aug-07_31.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     42
Base frequency (PI's):           None
Character Symbols:               1,2,4,5,6,7,8
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q16                          RJ MCMC
    q17                          RJ MCMC
    q18                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q25                          RJ MCMC
    q26                          RJ MCMC
    q27                          RJ MCMC
    q28                          RJ MCMC
    q41                          RJ MCMC
    q42                          RJ MCMC
    q45                          RJ MCMC
    q46                          RJ MCMC
    q47                          RJ MCMC
    q48                          RJ MCMC
    q51                          RJ MCMC
    q52                          RJ MCMC
    q54                          RJ MCMC
    q56                          RJ MCMC
    q57                          RJ MCMC
    q58                          RJ MCMC
    q61                          RJ MCMC
    q62                          RJ MCMC
    q64                          RJ MCMC
    q65                          RJ MCMC
    q67                          RJ MCMC
    q68                          RJ MCMC
    q71                          RJ MCMC
    q72                          RJ MCMC
    q74                          RJ MCMC
    q75                          RJ MCMC
    q76                          RJ MCMC
    q78                          RJ MCMC
    q81                          RJ MCMC
    q82                          RJ MCMC
    q84                          RJ MCMC
    q85                          RJ MCMC
    q86                          RJ MCMC
    q87                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       69
     Sites:                      1
     States:                     7
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q12	q14	q15	q16	q17	q18	q21	q24	q25	q26	q27	q28	q41	q42	q45	q46	q47	q48	q51	q52	q54	q56	q57	q58	q61	q62	q64	q65	q67	q68	q71	q72	q74	q75	q76	q78	q81	q82	q84	q85	q86	q87	Root P(1)	Root P(2)	Root P(4)	Root P(5)	Root P(6)	Root P(7)	Root P(8)	
21000	-85.114925	523	1	19	'0 0 0 0 Z Z 0 Z 0 0 Z 0 Z Z 0 0 0 Z 0 Z Z Z Z Z Z Z 0 0 Z Z Z 0 0 0 0 0 Z 0 0 0 Z 0 	8.033759	8.033759	8.033759	8.033759	0.000000	0.000000	8.033759	0.000000	8.033759	8.033759	0.000000	8.033759	0.000000	0.000000	8.033759	8.033759	8.033759	0.000000	8.033759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	8.033759	8.033759	0.000000	0.000000	0.000000	8.033759	8.033759	8.033759	8.033759	8.033759	0.000000	8.033759	8.033759	8.033759	0.000000	8.033759	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
22000	-83.606900	110	1	25	'0 0 0 0 0 Z Z 0 0 Z Z 0 Z Z 0 0 Z Z 0 Z Z Z Z Z Z Z 0 0 Z Z Z Z 0 0 Z Z 0 Z Z 0 Z Z 	0.714705	0.714705	0.714705	0.714705	0.714705	0.000000	0.000000	0.714705	0.714705	0.000000	0.000000	0.714705	0.000000	0.000000	0.714705	0.714705	0.000000	0.000000	0.714705	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.714705	0.714705	0.000000	0.000000	0.000000	0.000000	0.714705	0.714705	0.000000	0.000000	0.714705	0.000000	0.000000	0.714705	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
23000	-83.610463	836	1	23	'0 0 0 0 0 Z Z 0 0 0 Z Z Z Z 0 0 Z Z 0 Z Z Z Z Z Z Z 0 0 Z Z Z Z 0 0 Z 0 0 0 Z 0 Z Z 	5.987601	5.987601	5.987601	5.987601	5.987601	0.000000	0.000000	5.987601	5.987601	5.987601	0.000000	0.000000	0.000000	0.000000	5.987601	5.987601	0.000000	0.000000	5.987601	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.987601	5.987601	0.000000	0.000000	0.000000	0.000000	5.987601	5.987601	0.000000	5.987601	5.987601	5.987601	0.000000	5.987601	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
24000	-85.944473	513	1	24	'Z 0 0 Z 0 Z Z 0 0 0 Z Z Z Z 0 0 Z Z 0 Z Z Z Z Z Z Z 0 0 Z Z 0 0 0 0 0 0 Z 0 Z Z Z Z 	0.000000	6.742000	6.742000	0.000000	6.742000	0.000000	0.000000	6.742000	6.742000	6.742000	0.000000	0.000000	0.000000	0.000000	6.742000	6.742000	0.000000	0.000000	6.742000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	6.742000	6.742000	0.000000	0.000000	6.742000	6.742000	6.742000	6.742000	6.742000	6.742000	0.000000	6.742000	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
25000	-85.226194	3	1	21	'0 0 0 Z 0 Z 0 0 0 0 0 Z Z Z 0 0 Z Z 0 Z Z Z Z Z Z Z 0 0 Z Z 0 0 0 0 0 0 Z 0 Z Z Z Z 	11.765905	11.765905	11.765905	0.000000	11.765905	0.000000	11.765905	11.765905	11.765905	11.765905	11.765905	0.000000	0.000000	0.000000	11.765905	11.765905	0.000000	0.000000	11.765905	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	11.765905	11.765905	0.000000	0.000000	11.765905	11.765905	11.765905	11.765905	11.765905	11.765905	0.000000	11.765905	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
26000	-83.500634	956	2	19	'1 Z 1 Z 1 1 0 Z 0 1 1 0 Z Z 1 1 Z Z 0 Z Z Z Z Z 0 Z 1 Z Z Z 1 1 1 0 1 0 1 Z 1 0 Z Z 	8.168098	0.000000	8.168098	0.000000	8.168098	8.168098	3.437332	0.000000	3.437332	8.168098	8.168098	3.437332	0.000000	0.000000	8.168098	8.168098	0.000000	0.000000	3.437332	0.000000	0.000000	0.000000	0.000000	0.000000	3.437332	0.000000	8.168098	0.000000	0.000000	0.000000	8.168098	8.168098	8.168098	3.437332	8.168098	3.437332	8.168098	0.000000	8.168098	3.437332	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
27000	-84.355914	296	1	12	'0 0 0 0 0 0 0 0 Z 0 0 Z 0 0 0 0 Z 0 0 Z Z Z Z Z Z Z 0 Z 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.000000	0.029930	0.029930	0.000000	0.029930	0.029930	0.029930	0.029930	0.000000	0.029930	0.029930	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.029930	0.000000	0.029930	0.000000	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.029930	0.141879	0.125560	0.141898	0.190332	0.116573	0.141878	0.141880	
28000	-87.559257	832	1	19	'0 0 0 0 Z Z 0 0 0 Z 0 0 0 0 0 Z Z Z 0 Z Z Z Z Z Z Z Z 0 0 Z Z Z 0 0 0 0 0 0 Z 0 Z 0 	4.052800	4.052800	4.052800	4.052800	0.000000	0.000000	4.052800	4.052800	4.052800	0.000000	4.052800	4.052800	4.052800	4.052800	4.052800	0.000000	0.000000	0.000000	4.052800	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	4.052800	4.052800	0.000000	0.000000	0.000000	4.052800	4.052800	4.052800	4.052800	4.052800	4.052800	0.000000	4.052800	0.000000	4.052800	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
29000	-87.709092	860	2	16	'1 1 0 1 0 Z 1 0 0 Z 1 0 0 0 0 Z Z Z 1 Z Z Z Z Z Z Z Z 1 1 1 0 0 0 Z 0 0 0 0 1 Z Z 1 	5.088024	5.088024	10.166077	5.088024	10.166077	0.000000	5.088024	10.166077	10.166077	0.000000	5.088024	10.166077	10.166077	10.166077	10.166077	0.000000	0.000000	0.000000	5.088024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	5.088024	5.088024	5.088024	10.166077	10.166077	10.166077	0.000000	10.166077	10.166077	10.166077	10.166077	5.088024	0.000000	0.000000	5.088024	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
30000	-88.744366	778	1	12	'0 0 0 0 0 0 0 0 0 Z 0 Z 0 0 0 0 Z Z 0 Z Z Z Z Z 0 Z Z 0 0 Z 0 0 0 0 0 0 0 0 0 0 0 0 	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	0.000000	8.873185	0.000000	8.873185	8.873185	8.873185	8.873185	0.000000	0.000000	8.873185	0.000000	0.000000	0.000000	0.000000	0.000000	8.873185	0.000000	0.000000	8.873185	8.873185	0.000000	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	8.873185	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
31000	-89.874655	832	1	17	'Z 0 0 0 Z Z Z 0 0 0 0 Z 0 0 0 0 Z Z 0 Z Z Z Z Z 0 Z 0 0 0 Z 0 0 0 Z 0 0 0 0 0 Z 0 Z 	0.000000	6.039762	6.039762	6.039762	0.000000	0.000000	0.000000	6.039762	6.039762	6.039762	6.039762	0.000000	6.039762	6.039762	6.039762	6.039762	0.000000	0.000000	6.039762	0.000000	0.000000	0.000000	0.000000	0.000000	6.039762	0.000000	6.039762	6.039762	6.039762	0.000000	6.039762	6.039762	6.039762	0.000000	6.039762	6.039762	6.039762	6.039762	6.039762	0.000000	6.039762	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
32000	-86.629159	258	1	19	'0 0 0 0 0 0 0 0 Z 0 0 0 0 0 0 0 Z Z 0 Z Z Z Z Z Z Z 0 Z 0 Z 0 Z Z 0 0 Z Z Z Z Z 0 0 	0.035324	0.035324	0.035324	0.035324	0.035324	0.035324	0.035324	0.035324	0.000000	0.035324	0.035324	0.035324	0.035324	0.035324	0.035324	0.035324	0.000000	0.000000	0.035324	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035324	0.000000	0.035324	0.000000	0.035324	0.000000	0.000000	0.035324	0.035324	0.000000	0.000000	0.000000	0.000000	0.000000	0.035324	0.035324	0.140546	0.127315	0.145230	0.196676	0.126961	0.152601	0.110671	
33000	-86.174951	894	1	24	'0 0 0 0 0 Z Z 0 0 0 Z 0 Z 0 0 0 Z Z 0 Z Z Z Z Z 0 Z Z Z Z Z 0 Z Z 0 0 Z Z Z Z Z Z 0 	0.023512	0.023512	0.023512	0.023512	0.023512	0.000000	0.000000	0.023512	0.023512	0.023512	0.000000	0.023512	0.000000	0.023512	0.023512	0.023512	0.000000	0.000000	0.023512	0.000000	0.000000	0.000000	0.000000	0.000000	0.023512	0.000000	0.000000	0.000000	0.000000	0.000000	0.023512	0.000000	0.000000	0.023512	0.023512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023512	0.164370	0.143323	0.190927	0.212537	0.091231	0.143403	0.054208	
34000	-84.116173	690	1	24	'0 0 0 0 0 Z Z 0 0 0 Z 0 Z 0 0 Z Z Z 0 Z Z Z Z Z Z Z Z 0 Z Z 0 Z Z 0 Z Z Z Z 0 Z 0 0 	0.028466	0.028466	0.028466	0.028466	0.028466	0.000000	0.000000	0.028466	0.028466	0.028466	0.000000	0.028466	0.000000	0.028466	0.028466	0.000000	0.000000	0.000000	0.028466	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028466	0.000000	0.000000	0.028466	0.000000	0.000000	0.028466	0.000000	0.000000	0.000000	0.000000	0.028466	0.000000	0.028466	0.028466	0.142162	0.149295	0.232694	0.150079	0.066660	0.123999	0.135111	
35000	-82.853701	267	1	24	'0 0 0 0 0 0 Z 0 0 Z Z 0 Z Z 0 Z Z Z 0 Z Z Z Z Z Z Z Z 0 Z Z 0 Z Z 0 Z Z Z 0 0 Z 0 0 	0.084668	0.084668	0.084668	0.084668	0.084668	0.084668	0.000000	0.084668	0.084668	0.000000	0.000000	0.084668	0.000000	0.000000	0.084668	0.000000	0.000000	0.000000	0.084668	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084668	0.000000	0.000000	0.084668	0.000000	0.000000	0.084668	0.000000	0.000000	0.000000	0.084668	0.084668	0.000000	0.084668	0.084668	0.142853	0.143959	0.145091	0.142799	0.139738	0.142695	0.142865	
36000	-85.244849	545	1	22	'0 0 0 0 0 0 0 0 0 Z Z 0 Z Z 0 0 Z Z 0 Z Z Z Z Z Z Z 0 0 Z Z 0 Z Z 0 Z Z 0 Z 0 Z Z 0 	3.226371	3.226371	3.226371	3.226371	3.226371	3.226371	3.226371	3.226371	3.226371	0.000000	0.000000	3.226371	0.000000	0.000000	3.226371	3.226371	0.000000	0.000000	3.226371	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	3.226371	3.226371	0.000000	0.000000	3.226371	0.000000	0.000000	3.226371	0.000000	0.000000	3.226371	0.000000	3.226371	0.000000	0.000000	3.226371	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
37000	-85.067438	866	1	23	'0 0 0 0 0 0 0 Z 0 Z Z 0 Z Z 0 0 Z Z 0 Z Z Z Z Z Z Z 0 0 Z Z 0 Z Z 0 Z Z Z 0 0 0 Z Z 	7.201784	7.201784	7.201784	7.201784	7.201784	7.201784	7.201784	0.000000	7.201784	0.000000	0.000000	7.201784	0.000000	0.000000	7.201784	7.201784	0.000000	0.000000	7.201784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	7.201784	7.201784	0.000000	0.000000	7.201784	0.000000	0.000000	7.201784	0.000000	0.000000	0.000000	7.201784	7.201784	7.201784	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
38000	-82.365284	955	2	17	'0 1 0 0 1 0 0 Z 1 0 0 Z 1 Z Z 0 Z Z 1 Z Z Z Z Z 0 1 0 Z Z 1 0 Z Z 0 Z 1 0 Z 1 0 0 0 	18.910105	5.654115	18.910105	18.910105	5.654115	18.910105	18.910105	0.000000	5.654115	18.910105	18.910105	0.000000	5.654115	0.000000	0.000000	18.910105	0.000000	0.000000	5.654115	0.000000	0.000000	0.000000	0.000000	0.000000	18.910105	5.654115	18.910105	0.000000	0.000000	5.654115	18.910105	0.000000	0.000000	18.910105	0.000000	5.654115	18.910105	0.000000	5.654115	18.910105	18.910105	18.910105	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
39000	-83.886024	187	2	21	'0 0 1 0 0 Z 1 1 Z 1 Z Z 0 Z 0 1 Z Z 0 Z Z Z Z Z 0 Z 1 0 Z 0 0 Z Z 1 0 Z 0 Z Z 1 Z Z 	3.446293	3.446293	8.870340	3.446293	3.446293	0.000000	8.870340	8.870340	0.000000	8.870340	0.000000	0.000000	3.446293	0.000000	3.446293	8.870340	0.000000	0.000000	3.446293	0.000000	0.000000	0.000000	0.000000	0.000000	3.446293	0.000000	8.870340	3.446293	0.000000	3.446293	3.446293	0.000000	0.000000	8.870340	3.446293	0.000000	3.446293	0.000000	0.000000	8.870340	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
40000	-87.017988	830	2	22	'1 1 0 1 Z Z 0 0 Z 0 0 Z Z 0 Z 0 Z Z 1 Z Z Z Z Z 1 Z 0 Z Z 0 1 1 1 0 Z Z 1 Z Z 0 Z Z 	3.118158	3.118158	10.112799	3.118158	0.000000	0.000000	10.112799	10.112799	0.000000	10.112799	10.112799	0.000000	0.000000	10.112799	0.000000	10.112799	0.000000	0.000000	3.118158	0.000000	0.000000	0.000000	0.000000	0.000000	3.118158	0.000000	10.112799	0.000000	0.000000	10.112799	3.118158	3.118158	3.118158	10.112799	0.000000	0.000000	3.118158	0.000000	0.000000	10.112799	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
41000	-91.780838	866	1	18	'0 0 0 0 Z Z 0 0 0 0 0 0 Z 0 Z 0 Z Z 0 Z Z Z Z Z 0 Z 0 0 0 0 Z 0 0 0 0 Z 0 Z Z 0 Z Z 	7.311612	7.311612	7.311612	7.311612	0.000000	0.000000	7.311612	7.311612	7.311612	7.311612	7.311612	7.311612	0.000000	7.311612	0.000000	7.311612	0.000000	0.000000	7.311612	0.000000	0.000000	0.000000	0.000000	0.000000	7.311612	0.000000	7.311612	7.311612	7.311612	7.311612	0.000000	7.311612	7.311612	7.311612	7.311612	0.000000	7.311612	0.000000	0.000000	7.311612	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
42000	-81.336086	249	2	13	'1 0 0 0 Z 0 1 0 0 0 Z 0 1 1 1 1 Z Z 1 Z Z Z Z Z 1 1 1 1 Z Z 1 Z 1 0 Z 1 0 0 1 1 0 0 	8.184151	32.001969	32.001969	32.001969	0.000000	32.001969	8.184151	32.001969	32.001969	32.001969	0.000000	32.001969	8.184151	8.184151	8.184151	8.184151	0.000000	0.000000	8.184151	0.000000	0.000000	0.000000	0.000000	0.000000	8.184151	8.184151	8.184151	8.184151	0.000000	0.000000	8.184151	0.000000	8.184151	32.001969	0.000000	8.184151	32.001969	32.001969	8.184151	8.184151	32.001969	32.001969	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	
