Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2390388050
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
978300000	-13.656625	269	7.235116	1	5	'Z 0 0 0 Z Z 0 0 0 Z Z 0 	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.019258	0.000018	0.952534	0.028191	
978350000	-12.530901	284	7.068703	1	4	'Z 0 0 0 0 0 0 0 Z Z Z 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.125000	0.103709	0.060505	0.734089	0.101698	
978400000	-14.541188	498	13.974660	1	4	'Z 0 0 0 Z 0 Z Z 0 0 0 0 	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.117703	0.004578	0.697675	0.180044	
978450000	-14.132948	99	20.291647	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000000	0.111111	0.111111	0.116199	0.155735	0.587899	0.140167	
978500000	-15.324224	60	14.638414	2	3	'1 Z Z 1 1 0 Z 1 1 1 1 0 	0.098414	0.000000	0.000000	0.098414	0.098414	0.155552	0.000000	0.098414	0.098414	0.098414	0.098414	0.155552	0.000449	0.067586	0.718962	0.213002	
978550000	-13.353600	942	2.382783	1	5	'0 Z 0 0 0 Z Z 0 0 Z Z 0 	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000004	0.000480	0.993588	0.005929	
978600000	-13.796093	2	8.707187	1	1	'0 0 0 0 0 0 0 0 0 Z 0 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.015713	0.011003	0.941039	0.032244	
978650000	-11.816786	23	1.791514	1	2	'0 Z 0 0 0 Z 0 0 0 0 0 0 	0.100000	0.000000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000002	0.000284	0.994188	0.005527	
978700000	-11.558049	685	2.626422	1	4	'0 Z Z 0 Z 0 0 0 0 0 0 Z 	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
978750000	-12.852780	499	2.736608	1	5	'Z Z 0 0 Z 0 Z 0 0 0 Z 0 	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.999158	0.000842	
978800000	-11.407881	889	1.020556	1	5	'Z 0 0 0 0 Z 0 0 0 Z Z Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000012	0.000012	0.999976	0.000000	
978850000	-14.866864	572	10.386842	1	6	'Z Z Z 0 Z 0 Z Z 0 0 0 0 	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000075	0.980695	0.019230	
978900000	-11.354376	6	1.864829	1	6	'0 Z 0 Z Z Z 0 0 0 0 Z Z 	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
978950000	-11.253268	13	1.736332	1	4	'0 Z 0 0 0 0 0 0 0 Z Z Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000000	0.000292	0.999708	0.000000	
979000000	-13.693852	834	6.428064	1	3	'0 0 0 Z Z 0 0 0 0 Z 0 0 	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.009709	0.000018	0.976132	0.014141	
979050000	-12.293308	494	4.154322	1	6	'Z Z Z Z 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.003030	0.996962	0.000009	
979100000	-13.732123	131	6.926290	1	6	'0 0 Z 0 Z Z 0 Z 0 Z Z 0 	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.007986	0.000017	0.962078	0.029920	
979150000	-11.250930	723	1.914702	1	6	'Z Z 0 0 Z 0 0 0 0 Z Z Z 	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
979200000	-11.985386	221	2.523648	1	4	'Z 0 0 Z Z 0 0 0 0 Z 0 0 	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.001584	0.000001	0.992478	0.005937	
979250000	-12.610857	549	4.309071	1	7	'Z 0 0 Z 0 Z 0 0 Z Z Z Z 	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.239809	0.001487	0.758704	0.000000	
979300000	-11.644775	527	4.363538	1	4	'0 Z 0 0 Z 0 0 0 0 Z 0 Z 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
979350000	-12.236703	606	3.671102	1	3	'0 0 0 Z 0 0 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.004710	0.001881	0.993360	0.000050	
979400000	-10.950180	338	2.982556	1	3	'Z Z 0 0 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000305	0.999695	0.000000	
979450000	-11.769805	608	2.195227	1	3	'0 0 0 Z Z 0 0 0 0 Z 0 0 	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.001916	0.000002	0.990271	0.007811	
979500000	-13.019657	565	5.368738	2	4	'0 Z 0 1 Z 1 0 Z 1 1 0 Z 	0.208902	0.000000	0.208902	0.041098	0.000000	0.041098	0.208902	0.000000	0.041098	0.041098	0.208902	0.000000	0.000000	0.000000	1.000000	0.000000	
979550000	-12.609881	95	5.893958	1	5	'0 0 Z 0 0 0 Z 0 0 Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.008559	0.016916	0.974524	0.000000	
979600000	-13.471171	655	7.450041	1	5	'Z Z 0 0 0 0 Z 0 Z 0 0 Z 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.000001	0.107691	0.891245	0.001063	
979650000	-11.829345	88	1.996063	1	5	'Z Z 0 Z 0 Z 0 0 0 0 Z 0 	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000003	0.000209	0.968980	0.030807	
979700000	-14.046552	89	48.842908	1	6	'0 Z 0 0 0 0 Z Z Z Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.397749	0.203530	0.000000	0.398721	
979750000	-11.405591	52	3.602299	1	5	'Z Z Z 0 0 0 0 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.001705	0.987210	0.011085	
979800000	-12.408765	942	11.075321	1	4	'0 0 0 0 0 0 Z 0 Z Z Z 0 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	0.125000	0.148944	0.113100	0.596875	0.141082	
979850000	-16.251561	145	34.806828	1	6	'Z 0 Z 0 0 0 Z 0 Z Z Z 0 	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.174562	0.236950	0.306667	0.281821	
979900000	-15.351834	993	11.489387	1	7	'Z Z Z 0 Z 0 Z Z 0 Z 0 0 	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000285	0.947948	0.051767	
979950000	-11.613659	412	1.519632	1	4	'Z 0 0 Z 0 0 0 0 0 Z Z 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000411	0.000388	0.998662	0.000539	
980000000	-14.348954	457	9.916296	1	4	'0 0 Z 0 Z 0 0 0 0 Z Z 0 	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.014703	0.001340	0.880441	0.103516	
980050000	-11.734094	935	1.569054	1	6	'Z Z 0 Z Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
980100000	-11.773224	543	4.239230	1	6	'Z 0 Z Z 0 0 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.003565	0.005624	0.990810	0.000000	
980150000	-13.265233	709	8.099287	1	5	'0 Z 0 0 0 0 Z 0 Z 0 Z Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.000587	0.129007	0.870403	0.000003	
980200000	-18.160839	205	33.551544	1	4	'0 0 Z 0 0 0 0 Z 0 Z Z 0 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.185584	0.233192	0.382807	0.198417	
980250000	-14.158344	687	60.162135	1	6	'0 0 0 Z 0 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.239450	0.242671	0.000000	0.517879	
980300000	-13.410666	11	72.963765	2	4	'0 Z 0 0 0 0 Z 1 Z 0 1 Z 	0.162801	0.000000	0.162801	0.162801	0.162801	0.162801	0.000000	0.011596	0.000000	0.162801	0.011596	0.000000	0.132710	0.356494	0.447233	0.063563	
980350000	-13.993667	761	82.923109	1	6	'0 Z 0 0 0 0 Z Z Z Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.392043	0.215833	0.000000	0.392124	
980400000	-15.530013	826	63.653296	1	7	'Z 0 0 Z Z 0 Z Z Z 0 0 Z 	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.112535	0.518022	0.000000	0.369443	
980450000	-16.715038	555	62.578556	1	7	'Z Z 0 Z Z 0 Z Z Z 0 0 0 	0.000000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.353192	0.392441	0.000000	0.254368	
980500000	-16.116153	873	56.789997	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000000	0.111111	0.111111	0.240431	0.242617	0.248547	0.268404	
980550000	-14.094786	283	37.048228	1	7	'0 Z 0 0 0 Z Z Z Z 0 Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.437731	0.337785	0.000000	0.224484	
980600000	-11.871370	669	2.655615	1	4	'0 Z Z 0 Z 0 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.996357	0.003643	
980650000	-11.456471	83	3.792182	1	5	'Z 0 0 Z Z 0 0 0 0 0 Z Z 	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.001084	0.000000	0.998916	0.000000	
980700000	-11.677488	330	1.677366	1	5	'Z 0 0 Z Z Z 0 0 0 Z 0 0 	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.002448	0.000000	0.989215	0.008338	
980750000	-12.179913	20	3.461781	1	7	'0 0 Z Z Z Z 0 0 0 Z Z Z 	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000508	0.000000	0.999492	0.000000	
980800000	-11.367698	569	2.000954	1	6	'Z Z 0 Z Z 0 0 0 0 Z Z 0 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000001	0.000001	0.997542	0.002456	
980850000	-12.164463	732	1.214892	1	6	'Z 0 0 Z Z 0 0 0 Z Z Z 0 	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.004910	0.000002	0.982448	0.012640	
980900000	-12.466564	895	17.082081	1	7	'0 0 0 Z 0 Z 0 Z Z Z Z Z 	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.247364	0.116992	0.635644	0.000000	
980950000	-13.620459	46	7.029452	1	5	'0 0 Z 0 0 0 0 Z 0 Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.005810	0.013294	0.980896	0.000000	
981000000	-13.049764	130	6.532458	1	2	'0 0 0 0 Z 0 Z 0 0 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000982	0.000001	0.997633	0.001384	
981050000	-13.095252	316	6.466265	1	3	'0 0 0 Z 0 0 Z 0 0 0 0 Z 	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.000000	0.036053	0.005093	0.957967	0.000887	
981100000	-15.622119	107	9.857755	1	4	'Z 0 0 0 Z Z 0 Z 0 0 0 0 	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.030465	0.000071	0.892787	0.076676	
981150000	-11.296703	67	3.164798	1	6	'0 0 Z Z Z 0 0 0 0 Z Z Z 	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.001334	0.000000	0.998666	0.000000	
981200000	-12.018648	138	1.281758	1	5	'0 0 Z 0 Z 0 0 0 0 Z Z Z 	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000111	0.000000	0.999889	0.000000	
981250000	-11.193528	857	2.497017	1	6	'Z 0 Z Z 0 Z 0 0 0 Z 0 Z 	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000792	0.000706	0.998499	0.000002	
981300000	-13.083054	514	6.779103	1	5	'0 0 0 0 Z 0 Z 0 Z 0 Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.384965	0.005747	0.587502	0.021786	
981350000	-11.479700	935	1.965520	1	5	'0 Z Z 0 0 0 0 0 0 Z Z Z 	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000573	0.999427	0.000000	
981400000	-11.677409	296	1.699482	1	5	'Z 0 0 Z Z Z 0 0 0 0 Z 0 	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.002366	0.000000	0.982958	0.014676	
981450000	-14.521756	86	7.236571	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000000	0.111111	0.111111	0.068924	0.066732	0.693539	0.170806	
981500000	-14.362456	679	14.009768	1	6	'0 0 Z 0 0 0 Z Z Z 0 Z Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.292690	0.488264	0.000000	0.219046	
981550000	-11.799476	186	6.343849	1	8	'0 Z Z 0 Z 0 Z 0 Z Z Z Z 	0.250000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
981600000	-12.182332	598	5.270422	1	5	'0 0 0 Z Z Z 0 0 0 Z Z 0 	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.006583	0.000000	0.978969	0.014447	
981650000	-14.033807	613	1.878885	1	5	'Z Z 0 Z 0 Z Z 0 0 0 0 0 	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000006	0.000310	0.962283	0.037401	
981700000	-11.922178	701	2.056936	1	6	'0 Z Z Z 0 Z 0 0 0 Z 0 Z 	0.166667	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000321	0.999678	0.000001	
981750000	-11.579724	319	2.052673	1	4	'0 Z Z Z 0 0 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000588	0.995288	0.004124	
981800000	-11.520051	320	1.984250	1	5	'0 Z Z 0 0 0 0 0 0 Z Z Z 	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000100	0.999900	0.000000	
981850000	-12.605088	360	13.133957	1	6	'0 Z Z 0 0 0 Z 0 Z Z Z 0 	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.002362	0.172715	0.475488	0.349435	
981900000	-11.288523	969	1.430318	1	5	'Z Z Z 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000297	0.999703	0.000000	
981950000	-13.910903	721	7.831481	1	4	'0 Z Z 0 Z 0 0 0 0 Z 0 0 	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000043	0.974322	0.025636	
982000000	-13.268823	158	4.834573	1	4	'0 Z 0 0 Z 0 0 Z 0 0 0 Z 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
982050000	-13.869118	146	4.100790	1	4	'Z Z 0 0 Z 0 0 Z 0 0 0 0 	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000016	0.000016	0.975301	0.024667	
982100000	-13.420873	13	13.358440	1	5	'0 0 0 0 0 Z Z 0 Z Z 0 Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.451221	0.151436	0.379106	0.018237	
982150000	-16.274958	411	18.055659	1	6	'Z Z 0 Z 0 0 Z Z 0 0 0 Z 	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000130	0.168296	0.823084	0.008489	
982200000	-12.067432	891	7.436462	1	4	'0 0 0 0 Z Z 0 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.008668	0.000005	0.991205	0.000122	
982250000	-14.756180	879	9.192161	1	7	'Z 0 0 0 0 Z 0 Z Z Z Z Z 	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
982300000	-13.765093	89	14.066309	1	5	'0 0 0 0 0 0 Z Z Z Z 0 Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.000000	0.407360	0.456336	0.000000	0.136304	
982350000	-11.973879	200	1.577988	1	2	'0 0 0 0 0 Z 0 0 0 Z 0 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000097	0.000046	0.999725	0.000132	
982400000	-11.993606	360	4.614825	1	5	'Z 0 Z 0 0 Z 0 0 0 Z Z 0 	0.000000	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.002127	0.001934	0.967341	0.028598	
982450000	-14.148891	978	7.431036	1	6	'0 0 Z 0 Z Z 0 Z 0 Z Z 0 	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.007614	0.000016	0.945128	0.047242	
982500000	-11.210563	350	3.255207	1	4	'0 0 0 Z 0 0 0 0 0 Z Z Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.005737	0.002296	0.991966	0.000000	
982550000	-12.611448	865	4.535660	1	5	'0 Z 0 0 0 Z Z 0 0 Z Z 0 	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000137	0.003103	0.980001	0.016759	
982600000	-12.311845	10	3.407391	1	3	'0 0 0 0 Z 0 0 0 0 0 Z Z 	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.002440	0.000002	0.997557	0.000002	
982650000	-16.527994	177	10.108859	1	8	'Z Z Z 0 Z 0 Z Z 0 Z 0 Z 	0.000000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	1.000000	0.000000	
982700000	-15.011214	288	7.147051	1	5	'0 0 Z Z Z Z 0 0 0 0 Z 0 	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.004528	0.000000	0.936630	0.058842	
982750000	-14.659672	44	1.228066	1	7	'Z Z Z Z Z 0 Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000003	0.908297	0.091700	
982800000	-11.322005	201	1.707113	1	5	'0 Z Z 0 0 0 0 0 0 Z Z Z 	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000127	0.999873	0.000000	
982850000	-13.699822	113	4.915734	1	5	'Z Z 0 Z Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000001	0.000001	0.997829	0.002169	
982900000	-11.418508	255	2.968991	1	5	'Z Z 0 0 Z 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	1.000000	0.000000	
982950000	-17.013927	514	22.107033	1	4	'0 0 0 0 Z 0 Z Z 0 0 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.142395	0.019726	0.814223	0.023656	
983000000	-13.937570	261	10.015016	1	5	'0 0 0 0 Z 0 0 Z Z Z 0 Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.031354	0.000112	0.968534	0.000000	
983050000	-13.068670	582	4.573140	1	4	'0 0 Z 0 0 0 Z 0 0 Z Z 0 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.004043	0.006978	0.979615	0.009365	
983100000	-11.729514	108	5.269776	1	4	'0 0 Z 0 0 Z 0 0 0 Z 0 Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000087	0.000101	0.999812	0.000000	
983150000	-13.597346	458	11.555505	1	6	'0 Z 0 0 Z 0 0 Z Z 0 Z Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
983200000	-13.966305	199	20.705005	1	7	'0 0 Z 0 Z 0 Z Z Z 0 Z Z 	0.200000	0.200000	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.364466	0.277225	0.000000	0.358309	
983250000	-17.914863	44	18.902114	1	7	'Z Z 0 Z Z Z Z Z 0 0 0 0 	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.018178	0.000000	0.888817	0.093005	
