Rate	83.33
Rev Jump	16.67
Rate Tried	% Accepted	Rev Jump Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
44206	0.323372	5794	0.215223	5.000000	44206	0.323372	0.310840	0.467292	
43357	0.324630	6643	0.203673	5.000000	43357	0.324630	0.308560	0.463343	
42466	0.170489	7534	0.208787	5.000000	42466	0.170489	0.176260	0.456375	
45066	0.566502	4934	0.236319	2.540521	45066	0.566502	0.533920	0.458213	
44823	0.520336	5177	0.224647	2.962537	44823	0.520336	0.489720	0.458942	
45214	0.485624	4786	0.247388	4.853008	45214	0.485624	0.462820	0.459030	
44412	0.459245	5588	0.238189	4.871922	44412	0.459245	0.434540	0.458488	
44418	0.440880	5582	0.232712	5.000000	44418	0.440880	0.417640	0.457604	
45180	0.522289	4820	0.253734	5.000000	45180	0.522289	0.496400	0.458426	
43730	0.375074	6270	0.203828	5.000000	43730	0.375074	0.353600	0.456251	
43461	0.273395	6539	0.200642	5.000000	43461	0.273395	0.263880	0.452341	
44145	0.376396	5855	0.236038	5.000000	44145	0.376396	0.359960	0.450501	
44309	0.416890	5691	0.231769	5.000000	44309	0.416890	0.395820	0.449433	
45433	0.580547	4567	0.262317	5.000000	45433	0.580547	0.551480	0.451388	
43141	0.188823	6859	0.225835	5.000000	43141	0.188823	0.193900	0.446548	
43404	0.309027	6596	0.186477	3.964511	43404	0.309027	0.292860	0.443712	
43862	0.461037	6138	0.195341	3.964511	43862	0.461037	0.428420	0.443435	
45318	0.600666	4682	0.236865	4.168942	45318	0.600666	0.566600	0.445627	
45367	0.628408	4633	0.283402	5.000000	45367	0.628408	0.596440	0.448263	
45211	0.600252	4789	0.258718	5.000000	45211	0.600252	0.567540	0.450313	
43892	0.370113	6108	0.226261	5.000000	43892	0.370113	0.352540	0.448661	
44608	0.498745	5392	0.260386	5.000000	44608	0.498745	0.473040	0.449066	
44998	0.561669	5002	0.239104	5.000000	44998	0.561669	0.529400	0.450379	
44303	0.515202	5697	0.221871	5.000000	44303	0.515202	0.481780	0.450884	
44244	0.404597	5756	0.215949	5.000000	44244	0.404597	0.382880	0.449808	
42888	0.277164	7112	0.191226	5.000000	42888	0.277164	0.264940	0.446928	
43804	0.315131	6196	0.220142	5.000000	43804	0.315131	0.303360	0.444726	
44735	0.513491	5265	0.227160	5.000000	44735	0.513491	0.483340	0.445309	
44441	0.291803	5559	0.227019	5.000000	44441	0.291803	0.284600	0.442918	
44525	0.429040	5475	0.246393	5.000000	44525	0.429040	0.409040	0.442421	
46124	0.335986	3876	0.343395	5.000000	46124	0.335986	0.336560	0.440891	
45387	0.479168	4613	0.271190	5.000000	45387	0.479168	0.459980	0.441163	
42713	0.243205	7287	0.190476	5.000000	42713	0.243205	0.235520	0.438275	
42845	0.176567	7155	0.206010	5.000000	42845	0.176567	0.180780	0.434709	
45079	0.626988	4921	0.246698	2.807575	45079	0.626988	0.589560	0.436824	
44773	0.521855	5227	0.236465	3.984882	44773	0.521855	0.492020	0.437568	
44524	0.499124	5476	0.233930	5.000000	44524	0.499124	0.470080	0.438000	
45332	0.563509	4668	0.256213	5.000000	45332	0.563509	0.534820	0.439271	
45209	0.607733	4791	0.277395	5.000000	45209	0.607733	0.576080	0.441043	
45528	0.584893	4472	0.251565	5.000000	45528	0.584893	0.555080	0.442501	
44100	0.415079	5900	0.231864	5.000000	44100	0.415079	0.393460	0.441882	
44906	0.553979	5094	0.238712	5.000000	44906	0.553979	0.521860	0.442879	
43823	0.330671	6177	0.197183	5.000000	43823	0.330671	0.314180	0.441294	
44859	0.521233	5141	0.235946	5.000000	44859	0.521233	0.491900	0.441910	
45429	0.606595	4571	0.281776	5.000000	45429	0.606595	0.576900	0.443532	
45481	0.616543	4519	0.270856	5.000000	45481	0.616543	0.585300	0.445216	
46113	0.170668	3887	0.365320	5.000000	46113	0.170668	0.185800	0.442171	
46588	0.155920	3412	0.382767	4.403188	46588	0.155920	0.171400	0.439030	
46173	0.200637	3827	0.394304	3.355103	46173	0.200637	0.215460	0.436466	
46381	0.204135	3619	0.383531	3.355103	46381	0.204135	0.217120	0.433979	
46630	0.206391	3370	0.400000	3.355103	46630	0.206391	0.219440	0.431574	
45138	0.507377	4862	0.263060	3.355103	45138	0.507377	0.483620	0.432151	
44937	0.401629	5063	0.216077	5.000000	44937	0.401629	0.382840	0.431611	
43325	0.288840	6675	0.178427	5.000000	43325	0.288840	0.274100	0.429902	
44089	0.420037	5911	0.236170	5.000000	44089	0.420037	0.398300	0.429563	
45216	0.582736	4784	0.272993	5.000000	45216	0.582736	0.553100	0.430875	
45318	0.554592	4682	0.253738	5.000000	45318	0.554592	0.526420	0.431878	
44185	0.441055	5815	0.227859	5.000000	44185	0.441055	0.416260	0.431716	
44588	0.513501	5412	0.227458	5.000000	44588	0.513501	0.482540	0.432239	
43316	0.303745	6684	0.203022	5.000000	43316	0.303745	0.290280	0.430793	
44991	0.548643	5009	0.254143	5.000000	44991	0.548643	0.519140	0.431684	
45881	0.433513	4119	0.304928	5.000000	45881	0.433513	0.422920	0.431596	
46184	0.140178	3816	0.373166	5.000000	46184	0.140178	0.157960	0.428892	
46240	0.270156	3760	0.375532	2.566224	46240	0.270156	0.278080	0.427417	
46401	0.267279	3599	0.383718	2.566224	46401	0.267279	0.275660	0.425946	
46445	0.269437	3555	0.398312	2.566224	46445	0.269437	0.278600	0.424532	
46459	0.269808	3541	0.388591	2.566224	46459	0.269808	0.278220	0.423141	
46362	0.267655	3638	0.376855	2.566224	46362	0.267655	0.275600	0.421752	
46409	0.266241	3591	0.380395	2.566224	46409	0.266241	0.274440	0.420378	
46394	0.265530	3606	0.391015	2.566224	46394	0.265530	0.274580	0.419030	
46419	0.265301	3581	0.408824	2.566224	46419	0.265301	0.275580	0.417717	
46523	0.267932	3477	0.386540	2.566224	46523	0.267932	0.276180	0.416432	
46693	0.262973	3307	0.395222	2.566224	46693	0.262973	0.271720	0.415131	
46452	0.265651	3548	0.378523	2.566224	46452	0.265651	0.273660	0.413870	
46303	0.264886	3697	0.392480	2.566224	46303	0.264886	0.274320	0.412637	
46434	0.271008	3566	0.384184	2.566224	46434	0.271008	0.279080	0.411468	
46313	0.272580	3687	0.394087	2.566224	46313	0.272580	0.281540	0.410340	
46836	0.269237	3164	0.400759	2.566224	46836	0.269237	0.277560	0.409197	
46305	0.269906	3695	0.366171	2.566224	46305	0.269906	0.277020	0.408069	
46587	0.277567	3413	0.392616	2.566224	46587	0.277567	0.285420	0.407032	
44695	0.567401	5305	0.222055	2.566224	44695	0.567401	0.530760	0.408070	
43822	0.363128	6178	0.184202	3.688539	43822	0.363128	0.341020	0.407512	
43786	0.228954	6214	0.211458	3.688539	43786	0.228954	0.226780	0.406021	
43761	0.326935	6239	0.214618	3.688539	43761	0.326935	0.312920	0.405259	
44744	0.533591	5256	0.244482	3.688539	44744	0.533591	0.503200	0.406054	
44494	0.462444	5506	0.234471	5.000000	44494	0.462444	0.437340	0.406306	
43895	0.334526	6105	0.209828	5.000000	43895	0.334526	0.319300	0.405611	
43086	0.250592	6914	0.187735	5.000000	43086	0.250592	0.241900	0.404314	
42848	0.181829	7152	0.194491	5.000000	42848	0.181829	0.183640	0.402579	
45119	0.460006	4881	0.242368	2.926108	45119	0.460006	0.438760	0.402861	
44840	0.567484	5160	0.247674	3.491465	44840	0.567484	0.534480	0.403880	
43013	0.207844	6987	0.201946	4.993415	43013	0.207844	0.207020	0.402368	
44361	0.360700	5639	0.237099	4.993415	44361	0.360700	0.346760	0.401944	
44703	0.410867	5297	0.252596	4.993415	44703	0.410867	0.394100	0.401885	
44048	0.249864	5952	0.224294	5.000000	44048	0.249864	0.246820	0.400720	
45885	0.156086	4115	0.326853	5.000000	45885	0.156086	0.170140	0.399002	
46255	0.218571	3745	0.381575	3.123921	46255	0.218571	0.230780	0.397758	
46144	0.287426	3856	0.341805	3.123921	46144	0.287426	0.291620	0.396979	
43859	0.338904	6141	0.190523	3.123921	43859	0.338904	0.320680	0.396423	
45038	0.500000	4962	0.248892	3.123921	45038	0.500000	0.475080	0.396992	
43565	0.311282	6435	0.218026	3.915515	43565	0.311282	0.299280	0.396290	
44379	0.448951	5621	0.222380	3.915515	44379	0.448951	0.423480	0.396484	
45518	0.638165	4482	0.289380	5.000000	45518	0.638165	0.606900	0.397974	
43912	0.402168	6088	0.226183	5.000000	43912	0.402168	0.380740	0.397853	
44480	0.502496	5520	0.230797	5.000000	44480	0.502496	0.472500	0.398374	
42783	0.240797	7217	0.193709	5.000000	42783	0.240797	0.234000	0.397234	
43308	0.265494	6692	0.207711	5.000000	43308	0.265494	0.257760	0.396274	
43693	0.358227	6307	0.222927	5.000000	43693	0.358227	0.341160	0.395897	
43195	0.278319	6805	0.204409	5.000000	43195	0.278319	0.268260	0.395029	
45586	0.518339	4414	0.278659	5.000000	45586	0.518339	0.497180	0.395719	
44985	0.457975	5015	0.254636	5.000000	44985	0.457975	0.437580	0.395999	
45579	0.621953	4421	0.275277	5.000000	45579	0.621953	0.591300	0.397300	
44145	0.380632	5855	0.206832	5.000000	44145	0.380632	0.360280	0.397055	
44656	0.506024	5344	0.241766	5.000000	44656	0.506024	0.477780	0.397585	
45626	0.642200	4374	0.274577	5.000000	45626	0.642200	0.610040	0.398972	
43259	0.288911	6741	0.193295	5.000000	43259	0.288911	0.276020	0.398175	
45020	0.533963	4980	0.263253	5.000000	45020	0.533963	0.507000	0.398876	
45663	0.628956	4337	0.272077	5.000000	45663	0.628956	0.598000	0.400151	
44364	0.446195	5636	0.245919	5.000000	44364	0.446195	0.423620	0.400300	
43376	0.333041	6624	0.202144	5.000000	43376	0.333041	0.315700	0.399765	
43839	0.394740	6161	0.225613	5.000000	43839	0.394740	0.373900	0.399603	
45027	0.523708	4973	0.263020	5.000000	45027	0.523708	0.497780	0.400215	
44770	0.554166	5230	0.255258	5.000000	44770	0.554166	0.522900	0.400977	
45049	0.541366	4951	0.262977	5.000000	45049	0.541366	0.513800	0.401672	
43355	0.302480	6645	0.220467	5.000000	43355	0.302480	0.291580	0.400998	
45194	0.592667	4806	0.259883	5.000000	45194	0.592667	0.560680	0.401970	
45134	0.598928	4866	0.249897	5.000000	45134	0.598928	0.564960	0.402957	
43767	0.367514	6233	0.230387	5.000000	43767	0.367514	0.350420	0.402641	
43205	0.298924	6795	0.198528	5.000000	43205	0.298924	0.285280	0.401939	
42974	0.217061	7026	0.175633	5.000000	42974	0.217061	0.211240	0.400805	
44029	0.369075	5971	0.216212	5.000000	44029	0.369075	0.350820	0.400509	
43561	0.362985	6439	0.224103	5.000000	43561	0.362985	0.345100	0.400184	
43913	0.378749	6087	0.228848	5.000000	43913	0.378749	0.360500	0.399952	
44119	0.421088	5881	0.205577	5.000000	44119	0.421088	0.395740	0.399928	
44101	0.416839	5899	0.225971	5.000000	44101	0.416839	0.394320	0.399895	
44019	0.326200	5981	0.196288	5.000000	44019	0.326200	0.310660	0.399383	
44343	0.420765	5657	0.202934	5.000000	44343	0.420765	0.396120	0.399364	
43346	0.296406	6654	0.200932	5.000000	43346	0.296406	0.283700	0.398708	
44100	0.425261	5900	0.235593	5.000000	44100	0.425261	0.402880	0.398731	
44153	0.441465	5847	0.209680	5.000000	44153	0.441465	0.414360	0.398819	
44651	0.401447	5349	0.222285	5.000000	44651	0.401447	0.382280	0.398727	
44487	0.501045	5513	0.242518	5.000000	44487	0.501045	0.472540	0.399137	
44267	0.453950	5733	0.222048	5.000000	44267	0.453950	0.427360	0.399292	
42687	0.204184	7313	0.170382	5.000000	42687	0.204184	0.199240	0.398194	
44086	0.420882	5914	0.208657	5.000000	44086	0.420882	0.395780	0.398181	
45442	0.526011	4558	0.248793	5.000000	45442	0.526011	0.500740	0.398738	
45056	0.523171	4944	0.245752	5.000000	45056	0.523171	0.495740	0.399262	
43554	0.187308	6446	0.216879	5.000000	43554	0.187308	0.191120	0.398144	
43572	0.280937	6428	0.176260	4.467906	43572	0.280937	0.267480	0.397446	
43334	0.260188	6666	0.205821	4.467906	43334	0.260188	0.252940	0.396678	
44622	0.489153	5378	0.246002	4.467906	44622	0.489153	0.463000	0.397029	
45092	0.500421	4908	0.251426	5.000000	45092	0.500421	0.475980	0.397444	
46413	0.140004	3587	0.378868	5.000000	46413	0.140004	0.157140	0.396187	
46544	0.256381	3456	0.393519	2.639672	46544	0.256381	0.265860	0.395509	
46239	0.262808	3761	0.381547	2.639672	46239	0.262808	0.271740	0.394868	
44428	0.334811	5572	0.216978	2.639672	44428	0.334811	0.321680	0.394491	
44347	0.392608	5653	0.214223	2.639672	44347	0.392608	0.372440	0.394378	
44929	0.658661	5071	0.247683	2.639672	44929	0.658661	0.616980	0.395513	
44926	0.557094	5074	0.229405	3.215875	44926	0.557094	0.523840	0.396164	
43722	0.244454	6278	0.195444	4.507284	43722	0.244454	0.238300	0.395367	
44138	0.387965	5862	0.214944	4.507284	44138	0.387965	0.367680	0.395228	
44364	0.350622	5636	0.210078	4.507284	44364	0.350622	0.334780	0.394926	
42871	0.223858	7129	0.175761	4.507284	42871	0.223858	0.217000	0.394042	
44916	0.556394	5084	0.228757	4.507284	44916	0.556394	0.523080	0.394680	
45094	0.566461	4906	0.255402	5.000000	45094	0.566461	0.535940	0.395375	
45690	0.625454	4310	0.277262	5.000000	45690	0.625454	0.595440	0.396355	
45321	0.590874	4679	0.253259	5.000000	45321	0.590874	0.559280	0.397149	
45062	0.575629	4938	0.266100	5.000000	45062	0.575629	0.545060	0.397866	
44484	0.397469	5516	0.230964	5.000000	44484	0.397469	0.379100	0.397776	
44627	0.493804	5373	0.222594	5.000000	44627	0.493804	0.464660	0.398097	
43227	0.297777	6773	0.209951	5.000000	43227	0.297777	0.285880	0.397561	
45148	0.579162	4852	0.258862	5.000000	45148	0.579162	0.548080	0.398277	
45474	0.592207	4526	0.260274	5.000000	45474	0.592207	0.562160	0.399053	
44828	0.475216	5172	0.214424	5.000000	44828	0.475216	0.448240	0.399284	
44792	0.525027	5208	0.228687	5.000000	44792	0.525027	0.494160	0.399729	
44356	0.453422	5644	0.240255	5.000000	44356	0.453422	0.429360	0.399868	
44390	0.454765	5610	0.219786	5.000000	44390	0.454765	0.428400	0.400000	
44571	0.446277	5429	0.217167	5.000000	44571	0.446277	0.421400	0.400099	
44220	0.436002	5780	0.235467	5.000000	44220	0.436002	0.412820	0.400158	
43871	0.329352	6129	0.225975	5.000000	43871	0.329352	0.316680	0.399775	
45116	0.561220	4884	0.220106	5.000000	45116	0.561220	0.527900	0.400360	
43554	0.303715	6446	0.213931	5.000000	43554	0.303715	0.292140	0.399868	
44415	0.426613	5585	0.226321	5.000000	44415	0.426613	0.404240	0.399888	
43316	0.280543	6684	0.224267	5.000000	43316	0.280543	0.273020	0.399317	
43146	0.226186	6854	0.198862	5.000000	43146	0.226186	0.222440	0.398525	
43263	0.254629	6737	0.186878	5.000000	43263	0.254629	0.245500	0.397842	
44172	0.387372	5828	0.232155	5.000000	44172	0.387372	0.369280	0.397715	
44014	0.427455	5986	0.209990	5.000000	44014	0.427455	0.401420	0.397732	
44642	0.447314	5358	0.229937	5.000000	44642	0.447314	0.424020	0.397847	
44949	0.563617	5051	0.245694	5.000000	44949	0.563617	0.531500	0.398433	
44199	0.416254	5801	0.208068	5.000000	44199	0.416254	0.392100	0.398405	
43611	0.285685	6389	0.210518	5.000000	43611	0.285685	0.276080	0.397874	
42715	0.180405	7285	0.207962	5.000000	42715	0.180405	0.184420	0.396951	
43160	0.229333	6840	0.209649	4.773630	43160	0.229333	0.226640	0.396217	
44805	0.160830	5195	0.266987	4.773630	44805	0.160830	0.171860	0.395255	
46469	0.219071	3531	0.391391	3.139118	46469	0.219071	0.231240	0.394555	
46124	0.217327	3876	0.394479	3.139118	46124	0.217327	0.231060	0.393860	
46501	0.223501	3499	0.382967	3.139118	46501	0.223501	0.234660	0.393186	
44072	0.392630	5928	0.232456	3.139118	44072	0.392630	0.373640	0.393103	
44907	0.553344	5093	0.252700	3.139118	44907	0.553344	0.522720	0.393648	
45449	0.598539	4551	0.240826	5.000000	45449	0.598539	0.565980	0.394368	
44609	0.449909	5391	0.228715	5.000000	44609	0.449909	0.426060	0.394500	
45777	0.576053	4223	0.296709	5.000000	45777	0.576053	0.552460	0.395155	
45066	0.524875	4934	0.240778	5.000000	45066	0.524875	0.496840	0.395575	
42600	0.189883	7400	0.200000	5.000000	42600	0.189883	0.191380	0.394735	
44066	0.376322	5934	0.228514	3.379720	44066	0.376322	0.358780	0.394588	
44629	0.551659	5371	0.219140	3.379720	44629	0.551659	0.515940	0.395083	
44683	0.516841	5317	0.239609	5.000000	44683	0.516841	0.487360	0.395458	
44434	0.456857	5566	0.219727	5.000000	44434	0.456857	0.430460	0.395599	
42321	0.224971	7679	0.183878	5.000000	42321	0.224971	0.218660	0.394886	
44274	0.372453	5726	0.225288	5.000000	44274	0.372453	0.355600	0.394729	
45425	0.601563	4575	0.278251	5.000000	45425	0.601563	0.571980	0.395437	
45561	0.621277	4439	0.272584	5.000000	45561	0.621277	0.590320	0.396213	
42909	0.240719	7091	0.200113	5.000000	42909	0.240719	0.234960	0.395573	
45397	0.228760	4603	0.294808	5.000000	45397	0.228760	0.234840	0.394939	
46477	0.137939	3523	0.392279	5.000000	46477	0.137939	0.155860	0.393998	
46463	0.199987	3537	0.392140	3.447366	46463	0.199987	0.213580	0.393291	
46471	0.332164	3529	0.390196	2.073604	46471	0.332164	0.336260	0.393069	
46448	0.323717	3552	0.376971	2.073604	46448	0.323717	0.327500	0.392814	
46286	0.327896	3714	0.392030	2.073604	46286	0.327896	0.332660	0.392581	
46155	0.332358	3845	0.374772	2.073604	46155	0.332358	0.335620	0.392361	
46319	0.328915	3681	0.386036	2.073604	46319	0.328915	0.333120	0.392133	
46555	0.330577	3445	0.373875	2.073604	46555	0.330577	0.333560	0.391909	
46346	0.330212	3654	0.405857	2.073604	46346	0.330212	0.335740	0.391695	
46445	0.330455	3555	0.387623	2.073604	46445	0.330455	0.334520	0.391478	
46071	0.333681	3929	0.385594	2.073604	46071	0.333681	0.337760	0.391274	
46375	0.327612	3625	0.356690	2.073604	46375	0.327612	0.329720	0.391042	
46011	0.435505	3989	0.331662	2.073604	46011	0.435505	0.427220	0.391178	
45554	0.618519	4446	0.275304	3.271590	45554	0.618519	0.588000	0.391915	
45026	0.557500	4974	0.246080	5.000000	45026	0.557500	0.526520	0.392416	
43480	0.312420	6520	0.221779	5.000000	43480	0.312420	0.300600	0.392075	
44606	0.565372	5394	0.248795	5.000000	44606	0.565372	0.531220	0.392590	
43725	0.336993	6275	0.211793	5.000000	43725	0.336993	0.321280	0.392327	
44805	0.423591	5195	0.233109	5.000000	44805	0.423591	0.403800	0.392370	
44302	0.441380	5698	0.212531	5.000000	44302	0.441380	0.415300	0.392454	
42899	0.239703	7101	0.200676	5.000000	42899	0.239703	0.234160	0.391876	
43911	0.383321	6089	0.228445	5.000000	43911	0.383321	0.364460	0.391777	
43264	0.281943	6736	0.203088	5.000000	43264	0.281943	0.271320	0.391340	
44647	0.551370	5353	0.247712	5.000000	44647	0.551370	0.518860	0.391801	
44750	0.543866	5250	0.256000	5.000000	44750	0.543866	0.513640	0.392238	
44780	0.540643	5220	0.254406	5.000000	44780	0.540643	0.510760	0.392663	
43716	0.305723	6284	0.207829	5.000000	43716	0.305723	0.293420	0.392309	
45361	0.532263	4639	0.259323	5.000000	45361	0.532263	0.506940	0.392716	
43658	0.341289	6342	0.214286	5.000000	43658	0.341289	0.325180	0.392477	
44428	0.322162	5572	0.257717	5.000000	44428	0.322162	0.314980	0.392203	
46305	0.139099	3695	0.369418	5.000000	46305	0.139099	0.156120	0.391373	
46305	0.168492	3695	0.361570	4.055451	46305	0.168492	0.182760	0.390641	
46216	0.198697	3784	0.384514	3.460256	46216	0.198697	0.212760	0.390020	
46228	0.261054	3772	0.375663	2.587384	46228	0.261054	0.269700	0.389601	
46484	0.265231	3516	0.391638	2.587384	46484	0.265231	0.274120	0.389200	
45260	0.555479	4740	0.246835	2.587384	45260	0.555479	0.526220	0.389674	
43931	0.412374	6069	0.217169	4.929959	43931	0.412374	0.388680	0.389671	
45402	0.634906	4598	0.281209	5.000000	45402	0.634906	0.602380	0.390401	
45538	0.592714	4462	0.270506	5.000000	45538	0.592714	0.563960	0.390995	
43224	0.265177	6776	0.191263	5.000000	43224	0.265177	0.255160	0.390532	
42687	0.202732	7313	0.179954	5.000000	42687	0.202732	0.199400	0.389882	
44912	0.561520	5088	0.242335	5.000000	44912	0.561520	0.529040	0.390353	
44865	0.568305	5135	0.257838	5.000000	44865	0.568305	0.536420	0.390847	
44635	0.542422	5365	0.232992	5.000000	44635	0.542422	0.509220	0.391245	
43009	0.261015	6991	0.206122	5.000000	43009	0.261015	0.253340	0.390782	
44958	0.502625	5042	0.243554	5.000000	44958	0.502625	0.476500	0.391069	
44337	0.450888	5663	0.223910	5.000000	44337	0.450888	0.425180	0.391182	
43266	0.295151	6734	0.185774	5.000000	43266	0.295151	0.280420	0.390815	
45359	0.554113	4641	0.257057	5.000000	45359	0.554113	0.526540	0.391264	
44785	0.459239	5215	0.235283	5.000000	44785	0.459239	0.435880	0.391411	
45774	0.536942	4226	0.282063	5.000000	45774	0.536942	0.515400	0.391819	
44897	0.555115	5103	0.253576	5.000000	44897	0.555115	0.524340	0.392253	
44939	0.558268	5061	0.272278	5.000000	44939	0.558268	0.529320	0.392700	
44998	0.553602	5002	0.256098	5.000000	44998	0.553602	0.523840	0.393127	
44194	0.478232	5806	0.225112	5.000000	44194	0.478232	0.448840	0.393308	
45659	0.602444	4341	0.271596	5.000000	45659	0.602444	0.573720	0.393892	
46230	0.142462	3770	0.383289	5.000000	46230	0.142462	0.160620	0.393140	
46149	0.149212	3851	0.392106	4.738314	46149	0.149212	0.167920	0.392416	
46387	0.246556	3613	0.399668	2.808699	46387	0.246556	0.257620	0.391984	
46361	0.243330	3639	0.412201	2.808699	46361	0.243330	0.255620	0.391549	
45840	0.251003	4160	0.317788	2.808699	45840	0.251003	0.256560	0.391119	
45374	0.665623	4626	0.241677	2.808699	45374	0.665623	0.626400	0.391866	
45311	0.585686	4689	0.255918	3.402403	45311	0.585686	0.554760	0.392381	
44950	0.569477	5050	0.248317	4.232526	44950	0.569477	0.537040	0.392837	
44275	0.433202	5725	0.244716	5.000000	44275	0.433202	0.411620	0.392896	
44264	0.421833	5736	0.217225	5.000000	44264	0.421833	0.398360	0.392913	
45507	0.641572	4493	0.297129	5.000000	45507	0.641572	0.610620	0.393593	
45528	0.628053	4472	0.275492	5.000000	45528	0.628053	0.596520	0.394225	
45527	0.622927	4473	0.269618	5.000000	45527	0.622927	0.591320	0.394836	
44384	0.362225	5616	0.226496	5.000000	44384	0.362225	0.346980	0.394688	
44843	0.520349	5157	0.257708	5.000000	44843	0.520349	0.493260	0.394992	
44668	0.492769	5332	0.234246	5.000000	44668	0.492769	0.465200	0.395208	
45564	0.579163	4436	0.273445	5.000000	45564	0.579163	0.552040	0.395689	
43430	0.278080	6570	0.211263	5.000000	43430	0.278080	0.269300	0.395303	
43319	0.292089	6681	0.207753	5.000000	43319	0.292089	0.280820	0.394954	
45404	0.638666	4596	0.271758	5.000000	45404	0.638666	0.604940	0.395592	
45096	0.576304	4904	0.253059	5.000000	45096	0.576304	0.544600	0.396043	
45820	0.529507	4180	0.261005	5.000000	45820	0.529507	0.507060	0.396378	
43512	0.380860	6488	0.218249	5.000000	43512	0.380860	0.359760	0.396268	
45423	0.613324	4577	0.248198	5.000000	45423	0.613324	0.579900	0.396819	
44539	0.503828	5461	0.226882	5.000000	44539	0.503828	0.473580	0.397049	
44057	0.418276	5943	0.232879	5.000000	44057	0.418276	0.396240	0.397046	
44240	0.412907	5760	0.243403	5.000000	44240	0.412907	0.393380	0.397035	
43175	0.181031	6825	0.227839	5.000000	43175	0.181031	0.187420	0.396414	
42941	0.240563	7059	0.199320	4.594425	42941	0.240563	0.234740	0.395936	
44468	0.449402	5532	0.232646	4.594425	44468	0.449402	0.425420	0.396023	
43423	0.235566	6577	0.208606	5.000000	43423	0.235566	0.232020	0.395541	
45306	0.549066	4694	0.277588	5.000000	45306	0.549066	0.523580	0.395916	
43299	0.235895	6701	0.198179	5.000000	43299	0.235895	0.230840	0.395433	
44459	0.507074	5541	0.244541	5.000000	44459	0.507074	0.477980	0.395674	
45245	0.581081	4755	0.229653	5.000000	45245	0.581081	0.547660	0.396116	
43388	0.322693	6612	0.210980	5.000000	43388	0.322693	0.307920	0.395860	
