Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2682945388
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
704100000	-11.381548	177	1.877880	1	6	'0 0 Z Z 0 Z 0 0 0 Z Z Z 	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000482	0.000369	0.999148	0.000000	
704150000	-11.364625	485	1.784892	1	4	'0 Z 0 0 0 Z 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000001	0.000214	0.997124	0.002661	
704200000	-11.738903	476	1.742591	1	6	'Z 0 Z Z Z 0 0 0 0 Z Z 0 	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000828	0.000004	0.989141	0.010028	
704250000	-11.854641	532	1.780210	1	4	'0 0 0 0 Z Z 0 0 0 Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.001360	0.000000	0.998640	0.000000	
704300000	-11.652338	432	1.772685	1	6	'0 Z 0 Z 0 Z 0 0 0 Z Z Z 	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000220	0.999780	0.000000	
704350000	-11.303269	144	1.601872	1	2	'Z 0 0 0 0 0 0 0 0 Z 0 0 	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000091	0.000036	0.999683	0.000190	
704400000	-11.623445	649	1.402043	1	4	'0 0 Z 0 0 Z 0 0 0 0 Z Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000093	0.000086	0.999819	0.000002	
704450000	-11.748349	622	1.462725	1	5	'0 0 Z 0 Z Z 0 0 0 Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000131	0.000000	0.999665	0.000204	
704500000	-13.099265	579	1.465151	1	9	'Z Z Z Z Z Z Z 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.333333	0.333333	0.333333	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
704550000	-11.145811	265	1.455181	1	6	'Z 0 0 Z Z Z 0 0 0 Z Z 0 	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.002821	0.000000	0.983212	0.013967	
704600000	-12.056925	345	1.400754	1	5	'0 Z Z 0 0 Z 0 0 0 Z Z 0 	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000098	0.993808	0.006094	
704650000	-12.482131	927	1.446643	1	6	'Z 0 Z Z Z Z 0 0 0 Z 0 0 	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000116	0.000000	0.998337	0.001547	
704700000	-13.679200	178	1.648617	1	5	'0 Z 0 Z Z 0 Z 0 0 0 Z 0 	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000015	0.000014	0.938155	0.061817	
704750000	-11.631620	29	1.712033	1	5	'Z 0 0 Z Z Z 0 0 0 0 Z 0 	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000053	0.000000	0.999891	0.000056	
704800000	-12.040949	542	1.671050	1	7	'Z Z Z Z Z Z 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.984890	0.015110	
704850000	-12.050601	733	1.761202	1	5	'0 Z Z Z 0 Z 0 0 0 Z 0 0 	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000191	0.999605	0.000204	
704900000	-11.185427	951	1.865214	1	6	'0 Z 0 Z 0 Z 0 0 0 Z Z Z 	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000231	0.999769	0.000000	
704950000	-11.303212	683	1.898266	1	6	'Z 0 0 Z 0 Z 0 0 0 Z Z Z 	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.003482	0.000474	0.996044	0.000000	
705000000	-13.856357	491	2.095508	1	5	'Z Z 0 Z Z 0 Z 0 0 0 0 0 	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000031	0.000025	0.893164	0.106781	
705050000	-11.474860	95	2.180552	1	4	'0 0 Z 0 0 Z 0 0 0 Z Z 0 	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000318	0.000312	0.987871	0.011499	
705100000	-11.637566	41	2.324257	1	3	'Z 0 0 0 0 0 0 0 0 Z Z 0 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.002466	0.000846	0.979480	0.017208	
705150000	-11.141788	746	2.063181	1	4	'0 0 Z 0 0 0 0 0 0 Z Z Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000399	0.001363	0.998237	0.000000	
705200000	-11.219938	246	2.126791	1	4	'Z 0 Z 0 0 0 0 0 0 Z Z 0 	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000507	0.000918	0.994678	0.003897	
705250000	-11.383993	167	2.191142	1	4	'0 Z 0 0 Z 0 0 0 0 Z 0 Z 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	1.000000	0.000000	
705300000	-11.243011	495	2.018351	1	5	'0 0 Z Z 0 Z 0 0 0 Z 0 Z 	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000734	0.000646	0.998619	0.000001	
705350000	-11.605899	78	2.250082	1	5	'0 0 Z 0 Z Z 0 0 0 Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000536	0.000000	0.989875	0.009589	
705400000	-10.866483	279	2.269276	1	4	'0 Z 0 0 0 0 0 0 0 Z Z Z 	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.000000	0.000915	0.999085	0.000000	
705450000	-11.860200	374	2.011038	1	5	'Z Z Z 0 0 0 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000555	0.999443	0.000002	
705500000	-11.743276	822	2.092249	1	4	'0 Z 0 Z Z Z 0 0 0 0 0 0 	0.125000	0.000000	0.125000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.996502	0.003498	
705550000	-11.387136	685	2.087894	1	7	'Z 0 Z Z Z Z 0 0 0 0 Z Z 	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.001026	0.000000	0.998951	0.000023	
705600000	-13.463195	202	2.322029	1	6	'Z Z Z 0 0 0 Z 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000988	0.999011	0.000001	
705650000	-12.581048	719	2.721335	1	7	'Z Z Z 0 0 Z Z 0 0 Z Z 0 	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.003086	0.984869	0.012044	
705700000	-13.584435	242	2.824759	1	4	'Z Z 0 0 0 0 Z 0 0 Z 0 0 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000001	0.002186	0.992096	0.005717	
705750000	-11.601315	417	2.973907	1	4	'0 Z 0 Z 0 Z 0 0 0 0 0 Z 	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000001	0.000592	0.999402	0.000006	
705800000	-11.773827	230	2.960741	1	4	'0 Z Z 0 0 0 0 0 0 Z Z 0 	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.001129	0.982487	0.016384	
705850000	-11.672691	759	2.668424	1	7	'Z Z 0 Z Z Z 0 0 0 Z Z 0 	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000001	0.000000	0.996709	0.003291	
705900000	-11.296782	857	2.727996	1	4	'Z 0 Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000495	0.001199	0.984133	0.014173	
705950000	-11.274771	678	2.474400	1	5	'0 0 Z Z 0 Z 0 0 0 Z Z 0 	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000313	0.000300	0.995083	0.004304	
706000000	-11.792360	33	2.523407	2	6	'Z Z Z 0 Z Z 1 1 1 1 Z 0 	0.000000	0.000000	0.000000	0.010059	0.000000	0.000000	0.244970	0.244970	0.244970	0.244970	0.000000	0.010059	0.000000	0.000000	0.999943	0.000057	
706050000	-12.309112	152	2.526503	1	6	'0 0 Z Z Z Z 0 0 0 Z Z 0 	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.001487	0.000000	0.986066	0.012447	
706100000	-11.555033	936	2.713828	1	5	'0 0 Z Z Z Z 0 0 0 Z 0 0 	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000513	0.000000	0.988075	0.011412	
706150000	-11.594435	516	2.674074	1	6	'Z Z Z 0 0 Z 0 0 0 Z 0 Z 	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.001109	0.998890	0.000002	
706200000	-11.529050	219	3.109299	1	4	'Z 0 0 Z 0 Z 0 0 0 0 Z 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.003930	0.000899	0.983831	0.011339	
706250000	-12.619234	10	3.224642	1	2	'0 0 Z Z 0 0 0 0 0 0 0 0 	0.100000	0.100000	0.000000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.001732	0.001852	0.993424	0.002991	
706300000	-14.858393	268	3.618159	1	6	'0 Z Z 0 0 Z Z 0 Z Z 0 0 	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	
706350000	-12.333659	610	3.500293	1	5	'Z Z 0 Z Z 0 0 0 0 Z 0 0 	0.000000	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000003	0.000002	0.995770	0.004226	
706400000	-12.716316	658	3.780994	1	4	'Z 0 Z Z 0 Z 0 0 0 0 0 0 	0.000000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000571	0.000481	0.986351	0.012596	
706450000	-12.112910	931	3.855514	1	3	'0 0 0 0 Z Z 0 0 0 Z 0 0 	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.001082	0.000000	0.996197	0.002720	
706500000	-12.895284	526	3.984521	1	6	'Z Z Z Z Z 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000001	0.997721	0.002278	
706550000	-12.145296	498	4.221661	1	7	'Z 0 Z 0 Z Z 0 0 0 Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.001616	0.000000	0.998383	0.000000	
706600000	-11.481632	108	4.401062	1	4	'0 0 0 Z Z 0 0 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000060	0.000000	0.999940	0.000000	
706650000	-13.910023	919	4.458883	1	6	'Z Z Z 0 Z 0 Z 0 Z 0 0 0 	0.000000	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000177	0.760652	0.239172	
706700000	-12.366655	571	4.437709	1	5	'Z 0 0 0 Z 0 0 0 0 Z Z Z 	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.016389	0.000062	0.983548	0.000000	
706750000	-13.661607	633	4.560084	1	6	'0 0 0 Z 0 Z 0 Z Z 0 Z Z 	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.002668	0.001031	0.996301	0.000000	
706800000	-13.209750	85	4.647130	1	4	'0 0 Z 0 0 Z Z 0 0 0 Z 0 	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.002279	0.001390	0.937692	0.058640	
706850000	-13.313188	208	4.660009	1	3	'0 0 0 Z Z 0 0 0 Z 0 0 0 	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.038325	0.000166	0.773808	0.187701	
706900000	-12.090531	791	4.741691	1	4	'Z Z 0 Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000004	0.002373	0.990638	0.006986	
706950000	-14.240448	336	4.724171	1	6	'0 Z Z Z 0 0 Z Z 0 0 0 Z 	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000017	0.008406	0.991523	0.000054	
707000000	-12.207436	829	4.941902	1	4	'0 0 Z 0 0 0 0 0 0 Z Z Z 	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.003257	0.008674	0.988069	0.000000	
707050000	-12.968667	567	5.169610	1	5	'0 Z Z 0 0 Z Z 0 0 0 Z 0 	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000003	0.003535	0.934411	0.062050	
707100000	-12.834939	791	4.857698	1	3	'0 0 0 0 0 0 0 Z 0 Z 0 Z 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.000000	0.002154	0.002159	0.995685	0.000002	
707150000	-12.441873	847	5.017434	1	3	'0 0 0 Z 0 Z 0 0 0 Z 0 0 	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000282	0.000155	0.998878	0.000685	
707200000	-13.852888	193	5.012057	1	6	'Z 0 Z 0 Z 0 0 0 0 Z Z Z 	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.007418	0.000010	0.992573	0.000000	
707250000	-12.734517	798	4.941999	1	5	'Z Z 0 0 0 0 Z 0 0 Z Z 0 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000071	0.014372	0.948903	0.036655	
707300000	-13.645260	763	5.043050	1	5	'Z Z 0 Z 0 0 0 0 Z 0 0 Z 	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.018388	0.981520	0.000092	
707350000	-11.964545	361	4.853114	1	4	'0 Z Z 0 0 0 0 0 0 Z 0 Z 	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000002	0.002805	0.997189	0.000004	
707400000	-12.247255	519	5.175718	1	9	'Z Z Z 0 Z 0 Z 0 Z Z Z Z 	0.000000	0.000000	0.000000	0.333333	0.000000	0.333333	0.000000	0.333333	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
707450000	-12.933111	955	5.044282	1	5	'Z Z 0 Z 0 0 0 0 Z 0 0 Z 	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.001983	0.998016	0.000001	
707500000	-12.714652	530	4.897291	1	5	'Z 0 0 0 0 0 Z 0 0 Z Z Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.000000	0.016413	0.016180	0.967406	0.000000	
707550000	-12.094156	226	5.060170	1	8	'0 Z Z 0 Z 0 Z 0 Z Z Z Z 	0.250000	0.000000	0.000000	0.250000	0.000000	0.250000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
707600000	-12.574080	239	4.668936	1	4	'Z Z 0 Z 0 Z 0 0 0 0 0 0 	0.000000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000011	0.000988	0.976782	0.022219	
707650000	-11.814123	108	4.775329	1	2	'Z 0 Z 0 0 0 0 0 0 0 0 0 	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000028	0.000052	0.999762	0.000159	
707700000	-11.816053	485	4.341706	1	1	'0 0 0 0 0 0 0 0 0 Z 0 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.090909	0.004438	0.001812	0.988093	0.005656	
707750000	-12.420106	821	4.621758	1	5	'0 0 0 Z 0 Z 0 0 0 Z Z Z 	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.012454	0.003747	0.983799	0.000000	
707800000	-11.654835	587	4.568511	1	4	'Z Z 0 0 0 0 0 0 0 0 Z Z 	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.001877	0.998123	0.000000	
707850000	-12.969964	382	4.322111	1	5	'Z Z 0 Z 0 0 0 0 Z 0 0 Z 	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.005391	0.994601	0.000007	
707900000	-13.360578	950	4.111324	1	5	'Z Z 0 Z 0 0 0 0 Z 0 0 Z 	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.013635	0.986282	0.000082	
707950000	-12.088088	529	3.949541	1	3	'0 Z Z 0 0 Z 0 0 0 0 0 0 	0.111111	0.000000	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000449	0.992170	0.007381	
708000000	-11.271891	290	3.728487	1	4	'Z 0 0 Z 0 0 0 0 0 Z Z 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.005393	0.001466	0.987747	0.005394	
708050000	-13.788017	567	3.852886	1	4	'0 Z Z 0 0 Z 0 Z 0 0 0 0 	0.125000	0.000000	0.000000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000001	0.001409	0.983692	0.014899	
708100000	-14.193837	967	3.988480	1	4	'Z 0 0 Z 0 0 0 Z 0 Z 0 0 	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.005670	0.004712	0.971655	0.017964	
708150000	-13.932363	820	3.969974	1	6	'Z 0 Z Z 0 Z 0 Z 0 Z 0 0 	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.001624	0.008960	0.982469	0.006947	
708200000	-11.371317	342	3.888873	1	3	'Z 0 0 0 0 0 0 0 0 0 Z Z 	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.001647	0.000898	0.997453	0.000003	
708250000	-12.312309	910	3.711077	1	5	'Z Z Z Z 0 0 0 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.005023	0.972094	0.022884	
708300000	-13.345751	694	3.548894	1	5	'0 Z Z Z 0 0 Z 0 0 0 0 Z 	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000001	0.002425	0.997557	0.000017	
708350000	-11.971239	15	3.388981	1	4	'Z 0 Z 0 0 0 0 0 0 Z 0 Z 	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.005515	0.005087	0.989392	0.000007	
708400000	-11.591158	586	3.098977	1	3	'0 0 Z 0 0 0 0 0 0 Z 0 Z 	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000485	0.001192	0.998318	0.000005	
708450000	-11.333267	562	3.181323	1	6	'Z Z 0 Z Z 0 0 0 0 0 Z Z 	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
708500000	-11.808371	334	3.044070	1	5	'Z Z 0 0 0 0 0 0 0 Z Z Z 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.002749	0.997251	0.000000	
708550000	-11.411589	67	2.935196	1	5	'0 0 Z 0 Z Z 0 0 0 Z 0 Z 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000712	0.000000	0.999288	0.000000	
708600000	-12.044482	540	3.017018	1	6	'Z Z Z 0 Z Z 0 0 0 0 0 Z 	0.000000	0.000000	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	1.000000	0.000000	
708650000	-12.806705	868	2.917066	1	7	'0 Z 0 Z Z Z Z 0 0 0 Z Z 	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
708700000	-11.964473	122	3.110537	1	5	'0 Z Z 0 0 Z 0 0 0 0 Z Z 	0.142857	0.000000	0.000000	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.001417	0.998583	0.000000	
708750000	-13.179217	80	3.364856	1	6	'Z Z Z Z 0 0 Z 0 0 0 Z 0 	0.000000	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.006458	0.716212	0.277330	
708800000	-13.719511	889	3.457942	1	7	'0 Z 0 0 Z Z 0 Z Z Z Z 0 	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.200000	0.000001	0.000000	0.995296	0.004703	
708850000	-12.425779	16	3.346756	1	4	'0 Z 0 Z 0 Z 0 0 0 0 0 Z 	0.125000	0.000000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000001	0.000342	0.999648	0.000009	
708900000	-11.552310	46	3.351732	1	5	'Z 0 0 0 0 Z 0 0 0 Z Z Z 	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.001885	0.000559	0.997556	0.000000	
708950000	-11.512693	265	3.422418	1	2	'0 0 0 Z 0 Z 0 0 0 0 0 0 	0.100000	0.100000	0.100000	0.000000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.005348	0.001219	0.970261	0.023171	
709000000	-12.574439	864	3.341534	1	5	'0 0 Z 0 Z Z 0 0 0 Z 0 Z 	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000844	0.000000	0.999156	0.000000	
709050000	-13.637469	880	3.175762	1	6	'0 Z 0 Z Z 0 0 Z 0 0 Z Z 	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
