Options:
Model:                           MultiState
Tree File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.bttrees
Data File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.btdata
Log File Name:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/run_3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1713834995
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/run_3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      800
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
1200000	-17.853675	535	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	0.743252	0.743252	0.000000	0.743252	0.743252	0.000000	0.000000	0.000000	0.743252	0.000000	0.743252	0.743252	0.271150	0.269969	0.223958	0.234923	
1250000	-17.743130	399	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	1.330151	1.330151	0.000000	1.330151	1.330151	0.000000	0.000000	0.000000	1.330151	0.000000	1.330151	1.330151	0.256771	0.256387	0.238168	0.248675	
1300000	-18.166268	105	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	1.374412	1.374412	1.374412	0.000000	1.374412	1.374412	0.000000	0.000000	1.374412	1.374412	0.000000	1.374412	0.249950	0.249950	0.250148	0.249951	
1350000	-19.659439	729	1	4	'0 0 0 0 0 0 0 Z Z Z Z 0 	22.790745	22.790745	22.790745	22.790745	22.790745	22.790745	22.790745	0.000000	0.000000	0.000000	0.000000	22.790745	0.250000	0.250000	0.250000	0.250000	
1400000	-18.929458	605	1	6	'Z 0 Z Z 0 Z Z Z 0 0 0 0 	0.000000	0.538185	0.000000	0.000000	0.538185	0.000000	0.000000	0.000000	0.538185	0.538185	0.538185	0.538185	0.262784	0.214697	0.283160	0.239358	
1450000	-18.912917	394	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	8.270218	8.270218	8.270218	0.000000	8.270218	8.270218	0.000000	0.000000	8.270218	8.270218	0.000000	8.270218	0.250000	0.250000	0.250000	0.250000	
1500000	-19.212051	60	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	6.472107	6.472107	6.472107	6.472107	6.472107	0.000000	6.472107	0.000000	0.000000	0.000000	6.472107	0.250000	0.250000	0.250000	0.250000	
1550000	-19.152198	775	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	9.056979	9.056979	9.056979	9.056979	9.056979	0.000000	9.056979	0.000000	0.000000	0.000000	9.056979	0.250000	0.250000	0.250000	0.250000	
1600000	-19.339780	581	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	7.158707	7.158707	7.158707	7.158707	7.158707	7.158707	0.000000	0.000000	7.158707	0.000000	7.158707	7.158707	0.250000	0.250000	0.250000	0.250000	
1650000	-22.988276	741	1	4	'0 0 Z 0 0 0 Z 0 Z 0 0 Z 	10.055270	10.055270	0.000000	10.055270	10.055270	10.055270	0.000000	10.055270	0.000000	10.055270	10.055270	0.000000	0.250000	0.250000	0.250000	0.250000	
1700000	-19.370957	4	1	4	'0 Z 0 0 0 0 Z Z 0 0 Z 0 	0.870079	0.000000	0.870079	0.870079	0.870079	0.870079	0.000000	0.000000	0.870079	0.870079	0.000000	0.870079	0.206367	0.243007	0.307589	0.243037	
1750000	-19.761903	244	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	8.269920	8.269920	0.000000	8.269920	8.269920	8.269920	0.000000	0.000000	8.269920	8.269920	8.269920	8.269920	0.250000	0.250000	0.250000	0.250000	
1800000	-19.485300	377	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	8.285386	8.285386	8.285386	8.285386	8.285386	0.000000	0.000000	0.000000	8.285386	8.285386	8.285386	8.285386	0.250000	0.250000	0.250000	0.250000	
1850000	-19.095029	431	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	11.577786	11.577786	11.577786	11.577786	11.577786	11.577786	0.000000	0.000000	11.577786	11.577786	0.000000	11.577786	0.250000	0.250000	0.250000	0.250000	
1900000	-20.741166	1	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	12.884310	12.884310	0.000000	0.000000	12.884310	0.000000	0.000000	0.000000	12.884310	12.884310	12.884310	12.884310	0.250000	0.250000	0.250000	0.250000	
1950000	-17.043536	626	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	0.332321	0.332321	0.332321	0.332321	0.332321	0.332321	0.000000	0.000000	0.332321	0.332321	0.000000	0.332321	0.239735	0.236164	0.293740	0.230361	
2000000	-19.142987	176	1	5	'Z 0 0 0 Z 0 Z Z 0 Z 0 0 	0.000000	0.884473	0.884473	0.884473	0.000000	0.884473	0.000000	0.000000	0.884473	0.000000	0.884473	0.884473	0.252690	0.267088	0.230065	0.250156	
2050000	-19.140945	534	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	0.896478	0.896478	0.896478	0.896478	0.000000	0.000000	0.896478	0.000000	0.896478	0.896478	0.238363	0.248671	0.258981	0.253985	
2100000	-17.721909	643	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	0.911401	0.911401	0.911401	0.000000	0.911401	0.911401	0.000000	0.000000	0.911401	0.911401	0.000000	0.911401	0.249084	0.249082	0.252732	0.249103	
2150000	-18.372887	26	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	1.125399	1.125399	1.125399	1.125399	1.125399	1.125399	0.000000	0.000000	1.125399	1.125399	0.000000	1.125399	0.250039	0.250038	0.249877	0.250046	
2200000	-18.968670	748	1	6	'0 0 Z 0 0 Z 0 Z 0 Z Z Z 	0.058175	0.058175	0.000000	0.058175	0.058175	0.000000	0.058175	0.000000	0.058175	0.000000	0.000000	0.000000	0.001449	0.001448	0.997104	0.000000	
2250000	-19.317827	483	1	4	'0 0 0 0 0 0 0 Z Z Z Z 0 	2.529446	2.529446	2.529446	2.529446	2.529446	2.529446	2.529446	0.000000	0.000000	0.000000	0.000000	2.529446	0.250000	0.250000	0.250001	0.250000	
2300000	-16.889879	770	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	0.307490	0.307490	0.307490	0.000000	0.307490	0.307490	0.000000	0.000000	0.307490	0.307490	0.307490	0.307490	0.160428	0.152822	0.526035	0.160715	
2350000	-19.524443	293	1	5	'Z 0 0 Z 0 Z Z Z 0 0 0 0 	0.000000	6.510426	6.510426	0.000000	6.510426	0.000000	0.000000	0.000000	6.510426	6.510426	6.510426	6.510426	0.250000	0.250000	0.250000	0.250000	
2400000	-18.745928	529	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	7.806747	7.806747	7.806747	0.000000	7.806747	0.000000	0.000000	0.000000	7.806747	7.806747	0.000000	7.806747	0.250000	0.250000	0.250000	0.250000	
2450000	-20.519607	360	1	5	'Z 0 Z 0 0 Z Z Z 0 0 0 0 	0.000000	11.114389	0.000000	11.114389	11.114389	0.000000	0.000000	0.000000	11.114389	11.114389	11.114389	11.114389	0.250000	0.250000	0.250000	0.250000	
2500000	-20.512038	237	1	4	'0 Z 0 0 0 0 Z Z 0 0 Z 0 	2.604644	0.000000	2.604644	2.604644	2.604644	2.604644	0.000000	0.000000	2.604644	2.604644	0.000000	2.604644	0.249924	0.249990	0.250096	0.249990	
2550000	-19.444163	655	1	6	'0 Z 0 Z Z 0 Z Z 0 0 Z 0 	0.638055	0.000000	0.638055	0.000000	0.000000	0.638055	0.000000	0.000000	0.638055	0.638055	0.000000	0.638055	0.100677	0.099739	0.534174	0.265410	
2600000	-20.036299	585	1	6	'Z 0 Z Z 0 0 Z Z 0 Z 0 0 	0.000000	0.916181	0.000000	0.000000	0.916181	0.916181	0.000000	0.000000	0.916181	0.000000	0.916181	0.916181	1.000000	0.000000	0.000000	0.000000	
2650000	-19.952034	146	1	2	'0 0 0 0 0 0 0 Z 0 Z 0 0 	0.108751	0.108751	0.108751	0.108751	0.108751	0.108751	0.108751	0.000000	0.108751	0.000000	0.108751	0.108751	0.032523	0.028502	0.908777	0.030198	
2700000	-19.238106	567	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	3.938114	3.938114	3.938114	3.938114	3.938114	0.000000	0.000000	0.000000	3.938114	3.938114	3.938114	3.938114	0.250000	0.250000	0.250000	0.250000	
2750000	-20.475281	95	2	1	'1 1 Z 1 0 0 0 0 0 0 0 0 	15.226062	15.226062	0.000000	15.226062	2.041563	2.041563	2.041563	2.041563	2.041563	2.041563	2.041563	2.041563	0.250000	0.250000	0.250000	0.250000	
2800000	-19.554883	180	2	4	'Z 0 1 1 1 1 Z Z 1 Z 1 1 	0.000000	0.035480	3.460519	3.460519	3.460519	3.460519	0.000000	0.000000	3.460519	0.000000	3.460519	3.460519	0.249975	0.249997	0.250020	0.250008	
2850000	-20.402002	155	2	5	'1 0 0 Z 1 1 Z 0 Z 0 Z Z 	9.101147	1.522207	1.522207	0.000000	9.101147	9.101147	0.000000	1.522207	0.000000	1.522207	0.000000	0.000000	0.249817	0.249979	0.269659	0.230544	
2900000	-20.684313	740	1	3	'0 0 0 0 0 0 Z 0 Z Z 0 0 	10.631567	10.631567	10.631567	10.631567	10.631567	10.631567	0.000000	10.631567	0.000000	0.000000	10.631567	10.631567	0.250000	0.250000	0.250000	0.250000	
2950000	-19.938813	642	1	5	'Z 0 Z 0 0 Z Z Z 0 0 0 0 	0.000000	2.298967	0.000000	2.298967	2.298967	0.000000	0.000000	0.000000	2.298967	2.298967	2.298967	2.298967	0.250000	0.250000	0.250001	0.250000	
3000000	-19.570346	207	1	6	'0 Z 0 0 Z Z Z Z 0 0 Z 0 	0.553183	0.000000	0.553183	0.553183	0.000000	0.000000	0.000000	0.000000	0.553183	0.553183	0.000000	0.553183	0.041165	0.005305	0.708039	0.245492	
3050000	-19.925016	267	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	21.193750	21.193750	21.193750	21.193750	0.000000	21.193750	0.000000	0.000000	21.193750	21.193750	0.000000	21.193750	0.250000	0.250000	0.250000	0.250000	
3100000	-20.961301	354	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	4.901338	4.901338	4.901338	4.901338	0.000000	0.000000	0.000000	0.000000	4.901338	4.901338	0.000000	4.901338	0.250000	0.249994	0.250004	0.250002	
3150000	-19.062074	343	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	2.573178	2.573178	0.000000	0.000000	2.573178	2.573178	0.000000	0.000000	2.573178	2.573178	2.573178	2.573178	0.249998	0.249997	0.250007	0.249998	
3200000	-17.751050	700	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.832109	0.832109	0.832109	0.832109	0.832109	0.000000	0.000000	0.832109	0.000000	0.832109	0.832109	0.249665	0.249595	0.251561	0.249180	
3250000	-18.294070	308	1	4	'0 0 0 0 Z 0 Z Z 0 0 Z 0 	0.983255	0.983255	0.983255	0.983255	0.000000	0.983255	0.000000	0.000000	0.983255	0.983255	0.000000	0.983255	0.242649	0.217754	0.283303	0.256295	
3300000	-20.142297	673	1	3	'0 0 0 0 0 0 Z 0 Z 0 Z 0 	2.005831	2.005831	2.005831	2.005831	2.005831	2.005831	0.000000	2.005831	0.000000	2.005831	0.000000	2.005831	0.249999	0.249999	0.250002	0.249999	
3350000	-20.105866	723	1	4	'0 0 0 Z 0 0 0 Z Z Z 0 0 	1.574225	1.574225	1.574225	0.000000	1.574225	1.574225	1.574225	0.000000	0.000000	0.000000	1.574225	1.574225	0.249971	0.249971	0.250087	0.249971	
3400000	-19.011717	462	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	16.495284	16.495284	16.495284	0.000000	16.495284	16.495284	0.000000	0.000000	16.495284	16.495284	0.000000	16.495284	0.250000	0.250000	0.250000	0.250000	
3450000	-19.364373	710	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	33.149633	33.149633	0.000000	33.149633	33.149633	0.000000	0.000000	33.149633	33.149633	33.149633	33.149633	0.250000	0.250000	0.250000	0.250000	
3500000	-20.254664	306	2	2	'1 1 1 1 0 0 Z 0 Z 1 0 0 	12.790270	12.790270	12.790270	12.790270	6.111846	6.111846	0.000000	6.111846	0.000000	12.790270	6.111846	6.111846	0.250000	0.250000	0.250000	0.250000	
3550000	-20.381800	60	1	4	'Z 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	9.917726	9.917726	9.917726	9.917726	9.917726	0.000000	9.917726	0.000000	0.000000	9.917726	9.917726	0.250000	0.250000	0.250000	0.250000	
3600000	-22.893766	600	1	4	'0 Z 0 0 0 Z 0 0 0 Z Z 0 	0.029267	0.000000	0.029267	0.029267	0.029267	0.000000	0.029267	0.029267	0.029267	0.000000	0.000000	0.029267	0.000047	0.001891	0.971134	0.026927	
3650000	-18.822285	158	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	1.807121	1.807121	1.807121	1.807121	1.807121	0.000000	0.000000	0.000000	1.807121	1.807121	1.807121	1.807121	0.249959	0.249959	0.250123	0.249959	
3700000	-18.589689	506	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	3.177156	3.177156	0.000000	3.177156	3.177156	3.177156	0.000000	0.000000	3.177156	0.000000	3.177156	3.177156	0.249999	0.249999	0.250002	0.249999	
3750000	-19.525904	628	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	13.346731	13.346731	13.346731	13.346731	13.346731	0.000000	0.000000	13.346731	13.346731	13.346731	13.346731	0.250000	0.250000	0.250000	0.250000	
3800000	-16.854825	305	2	5	'1 1 1 1 Z Z Z Z 0 1 Z 1 	11.578060	11.578060	11.578060	11.578060	0.000000	0.000000	0.000000	0.000000	2.794544	11.578060	0.000000	11.578060	0.250000	0.250000	0.250000	0.250000	
3850000	-22.833883	499	1	2	'Z 0 0 0 0 0 0 0 0 0 Z 0 	0.000000	0.133435	0.133435	0.133435	0.133435	0.133435	0.133435	0.133435	0.133435	0.133435	0.000000	0.133435	0.103896	0.105147	0.619202	0.171755	
3900000	-20.790494	370	1	5	'0 0 0 0 Z Z Z Z 0 0 Z 0 	9.359347	9.359347	9.359347	9.359347	0.000000	0.000000	0.000000	0.000000	9.359347	9.359347	0.000000	9.359347	0.250000	0.250000	0.250000	0.250000	
3950000	-19.301957	643	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	3.406961	0.000000	3.406961	3.406961	3.406961	3.406961	0.000000	0.000000	3.406961	0.000000	3.406961	3.406961	0.249999	0.250000	0.250001	0.250000	
4000000	-20.722265	41	1	5	'Z 0 Z 0 0 Z Z Z 0 0 0 0 	0.000000	9.814080	0.000000	9.814080	9.814080	0.000000	0.000000	0.000000	9.814080	9.814080	9.814080	9.814080	0.250000	0.250000	0.250000	0.250000	
4050000	-19.304742	220	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	4.231903	4.231903	0.000000	4.231903	4.231903	0.000000	0.000000	0.000000	4.231903	0.000000	4.231903	4.231903	0.250000	0.250000	0.250000	0.250000	
4100000	-18.076195	96	2	3	'1 0 1 1 1 1 0 Z Z 1 1 Z 	23.651720	3.054807	23.651720	23.651720	23.651720	23.651720	3.054807	0.000000	0.000000	23.651720	23.651720	0.000000	0.250000	0.250000	0.250000	0.250000	
4150000	-19.139210	513	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	14.702226	14.702226	14.702226	14.702226	14.702226	14.702226	0.000000	0.000000	14.702226	0.000000	14.702226	14.702226	0.250000	0.250000	0.250000	0.250000	
4200000	-18.434974	194	2	3	'0 1 1 Z 1 Z 0 0 Z 0 0 0 	2.458676	13.380788	13.380788	0.000000	13.380788	0.000000	2.458676	2.458676	0.000000	2.458676	2.458676	2.458676	0.250000	0.250000	0.250000	0.250000	
4250000	-19.298127	557	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	6.909689	6.909689	0.000000	6.909689	6.909689	0.000000	0.000000	0.000000	6.909689	0.000000	6.909689	6.909689	0.250000	0.250000	0.250000	0.250000	
4300000	-18.689863	210	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	0.882584	0.882584	0.000000	0.000000	0.882584	0.000000	0.000000	0.000000	0.882584	0.882584	0.882584	0.882584	0.247106	0.214082	0.295171	0.243641	
4350000	-19.313174	84	1	5	'0 0 0 0 0 Z 0 Z Z Z Z 0 	3.420557	3.420557	3.420557	3.420557	3.420557	0.000000	3.420557	0.000000	0.000000	0.000000	0.000000	3.420557	0.250000	0.250000	0.250000	0.250000	
4400000	-18.657250	46	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	4.032702	4.032702	4.032702	0.000000	4.032702	0.000000	0.000000	0.000000	4.032702	4.032702	0.000000	4.032702	0.250000	0.250000	0.250000	0.250000	
4450000	-18.658425	563	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	1.523223	1.523223	0.000000	1.523223	1.523223	0.000000	0.000000	1.523223	1.523223	1.523223	1.523223	0.250009	0.249991	0.250000	0.250000	
4500000	-20.729522	541	1	4	'0 0 Z 0 0 0 Z 0 Z Z 0 0 	1.497189	1.497189	0.000000	1.497189	1.497189	1.497189	0.000000	1.497189	0.000000	0.000000	1.497189	1.497189	0.249852	0.249845	0.250465	0.249838	
4550000	-19.062992	396	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	2.282444	2.282444	2.282444	2.282444	0.000000	0.000000	2.282444	0.000000	2.282444	2.282444	0.250462	0.250052	0.249637	0.249849	
4600000	-19.382160	183	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	20.227953	20.227953	20.227953	20.227953	20.227953	20.227953	0.000000	0.000000	20.227953	20.227953	20.227953	20.227953	0.250000	0.250000	0.250000	0.250000	
4650000	-18.916815	635	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	3.066272	3.066272	3.066272	3.066272	3.066272	3.066272	0.000000	0.000000	3.066272	3.066272	0.000000	3.066272	0.250000	0.250000	0.250001	0.250000	
4700000	-16.504108	390	2	5	'0 1 0 0 Z Z Z Z 1 1 Z 0 	7.413635	2.673253	7.413635	7.413635	0.000000	0.000000	0.000000	0.000000	2.673253	2.673253	0.000000	7.413635	0.249999	0.249995	0.250004	0.250003	
4750000	-19.174153	33	1	3	'Z 0 0 0 0 0 Z Z 0 0 0 0 	0.000000	3.568332	3.568332	3.568332	3.568332	3.568332	0.000000	0.000000	3.568332	3.568332	3.568332	3.568332	0.250000	0.250000	0.250000	0.250000	
4800000	-18.652250	173	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	2.842849	2.842849	2.842849	2.842849	2.842849	2.842849	0.000000	0.000000	2.842849	2.842849	2.842849	2.842849	0.249999	0.249999	0.250002	0.249999	
4850000	-19.919156	743	1	5	'Z 0 0 Z 0 Z Z Z 0 0 0 0 	0.000000	8.795231	8.795231	0.000000	8.795231	0.000000	0.000000	0.000000	8.795231	8.795231	8.795231	8.795231	0.250000	0.250000	0.250000	0.250000	
4900000	-20.052697	410	1	5	'Z 0 Z Z 0 0 Z Z 0 0 0 0 	0.000000	7.654444	0.000000	0.000000	7.654444	7.654444	0.000000	0.000000	7.654444	7.654444	7.654444	7.654444	0.250000	0.250000	0.250000	0.250000	
4950000	-19.083064	381	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	15.118714	15.118714	15.118714	0.000000	15.118714	0.000000	0.000000	0.000000	15.118714	15.118714	0.000000	15.118714	0.250000	0.250000	0.250000	0.250000	
