Options:
Model:                           MultiState
Tree File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.bttrees
Data File Name:                  /panfs/panasas01/arch/sp16194/terminology-anc-state/data/utoaztecan.btdata
Log File Name:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            514705963
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /panfs/panasas01/arch/sp16194/terminology-anc-state/bt-output/utoaztecan/scale_trees3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              True
Scale Tree:                      627.526411
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        GlobalRate - uniform 0.00 100.00 
        RJRates - exp 10.00 
Tree Information
     Trees:                      1000
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	Global Rate	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
550000	-13.423361	399	4.727375	1	6	'0 Z Z 0 0 Z Z 0 0 Z 0 Z 	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.000001	0.001942	0.997446	0.000612	
600000	-12.125588	12	1.601921	1	1	'0 Z 0 0 0 0 0 0 0 0 0 0 	0.090909	0.000000	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.000116	0.998169	0.001715	
650000	-11.798412	551	2.248081	1	4	'0 0 Z Z 0 Z 0 0 0 Z 0 0 	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000171	0.000163	0.990864	0.008802	
700000	-12.335370	449	15.613528	1	7	'0 Z Z 0 0 0 Z 0 Z Z Z Z 	0.200000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.008771	0.187141	0.804089	0.000000	
750000	-13.820481	886	8.323756	1	2	'0 0 0 0 Z 0 0 Z 0 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.100000	0.000000	0.100000	0.100000	0.100000	0.100000	0.007952	0.000091	0.958102	0.033855	
800000	-11.656059	327	3.587931	1	7	'Z 0 Z Z Z 0 0 0 0 Z Z Z 	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.001900	0.000000	0.998100	0.000000	
850000	-14.605657	269	13.465656	1	6	'Z Z 0 0 0 Z Z 0 Z 0 Z 0 	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.007754	0.067058	0.191785	0.733403	
900000	-12.470475	253	7.295059	1	3	'0 0 0 0 0 0 0 0 Z Z Z 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000000	0.111111	0.065031	0.034810	0.827782	0.072378	
950000	-15.312775	490	22.313325	1	5	'0 0 0 0 Z 0 Z Z Z Z 0 0 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.000000	0.142857	0.142857	0.368826	0.215810	0.000000	0.415364	
1000000	-15.993156	949	21.347622	1	7	'0 0 0 0 Z Z Z 0 Z Z Z Z 	0.200000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.091402	0.007547	0.901051	0.000000	
1050000	-15.340401	56	46.118761	1	7	'0 Z 0 Z Z 0 Z Z Z 0 Z 0 	0.200000	0.000000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.200000	0.360683	0.363510	0.000000	0.275807	
1100000	-16.225753	319	51.915138	1	5	'0 Z 0 0 0 0 Z Z Z 0 Z 0 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.000000	0.142857	0.495009	0.254611	0.000000	0.250380	
1150000	-17.375859	808	39.455198	1	5	'0 0 Z 0 Z 0 Z Z Z 0 0 0 	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.251649	0.485236	0.000000	0.263114	
1200000	-16.234015	34	60.745604	1	5	'0 Z 0 0 Z 0 Z Z Z 0 0 0 	0.142857	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.142857	0.382376	0.382437	0.000000	0.235187	
1250000	-13.941106	369	76.854967	1	6	'0 Z 0 0 0 0 Z Z Z Z 0 Z 	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.362242	0.275001	0.000000	0.362757	
1300000	-14.795123	65	70.676173	2	4	'Z Z 0 1 1 0 Z 1 Z 0 0 1 	0.000000	0.000000	0.227700	0.022300	0.022300	0.227700	0.000000	0.022300	0.000000	0.227700	0.227700	0.022300	0.013026	0.048692	0.897896	0.040386	
1350000	-15.027990	431	77.209672	1	5	'0 Z 0 0 0 0 Z Z Z 0 0 Z 	0.142857	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.142857	0.142857	0.000000	0.408590	0.182362	0.000000	0.409048	
1400000	-16.850431	407	59.317094	1	6	'0 Z 0 Z Z 0 Z Z Z 0 0 0 	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.377270	0.377555	0.000000	0.245176	
1450000	-15.180381	522	33.474378	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.100000	0.100000	0.100000	0.100000	0.128913	0.149388	0.589003	0.132696	
1500000	-16.133899	782	37.478644	1	4	'0 0 0 Z 0 0 0 Z Z 0 Z 0 	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000000	0.125000	0.233446	0.276152	0.296534	0.193868	
1550000	-15.124478	930	17.142713	1	2	'0 0 0 0 0 0 0 0 Z Z 0 0 	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.000000	0.100000	0.100000	0.052513	0.060619	0.821736	0.065133	
1600000	-14.146032	488	19.753649	1	7	'Z 0 0 Z 0 0 Z Z Z 0 Z Z 	0.000000	0.200000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	1.000000	0.000000	0.000000	
1650000	-12.467335	821	5.324990	1	4	'0 0 0 0 Z 0 0 0 0 Z Z Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.000000	0.010749	0.000021	0.989230	0.000000	
1700000	-12.974693	676	7.642686	2	3	'0 0 Z 0 0 1 0 0 0 Z 0 Z 	0.116128	0.116128	0.000000	0.116128	0.116128	0.070975	0.116128	0.116128	0.116128	0.000000	0.116128	0.000000	0.003852	0.005333	0.990791	0.000024	
1750000	-13.671310	865	4.238516	1	6	'0 0 0 0 Z 0 0 Z Z Z Z Z 	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	0.080308	0.000142	0.919550	0.000000	
1800000	-15.601296	390	32.550104	1	5	'Z Z 0 0 0 0 Z Z 0 Z 0 0 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.142857	0.034463	0.178150	0.525810	0.261577	
1850000	-12.868937	816	6.116765	1	3	'0 0 Z 0 0 Z Z 0 0 0 0 0 	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.002644	0.002372	0.959794	0.035190	
1900000	-13.671229	925	19.698528	2	5	'Z 0 0 0 0 Z Z 0 Z 1 Z 0 	0.000000	0.164765	0.164765	0.164765	0.164765	0.000000	0.000000	0.164765	0.000000	0.011408	0.000000	0.164765	0.375053	0.164678	0.104666	0.355603	
1950000	-12.148719	678	3.538675	1	7	'Z Z 0 0 Z 0 0 0 Z Z Z Z 	0.000000	0.000000	0.200000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
2000000	-11.762648	580	4.277373	1	4	'0 0 Z 0 Z 0 0 0 0 Z Z 0 	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.001173	0.000005	0.993922	0.004899	
2050000	-13.461444	764	4.028896	1	5	'Z Z 0 0 0 0 Z 0 0 Z Z 0 	0.000000	0.000000	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.000000	0.000000	0.142857	0.000020	0.013688	0.978127	0.008165	
2100000	-11.860918	407	3.419512	1	4	'0 0 0 0 Z Z 0 0 0 Z 0 Z 	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.001972	0.000000	0.998027	0.000000	
2150000	-11.500976	831	2.284506	1	4	'0 Z Z Z Z 0 0 0 0 0 0 0 	0.125000	0.000000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.988840	0.011159	
2200000	-12.997021	815	14.798643	1	6	'Z 0 Z 0 0 0 Z 0 Z Z 0 Z 	0.000000	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.166667	0.000000	0.036145	0.292290	0.653972	0.017592	
2250000	-14.580682	933	30.614925	1	5	'0 0 0 0 0 Z Z 0 Z Z Z 0 	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.301789	0.165353	0.093746	0.439112	
2300000	-13.644712	813	46.962047	1	6	'0 0 Z 0 0 0 Z Z Z Z 0 Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.166667	0.000000	0.157758	0.257955	0.000000	0.584288	
2350000	-13.942470	183	22.710814	1	6	'Z 0 0 Z 0 0 Z Z Z 0 0 Z 	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.209759	0.588360	0.000000	0.201881	
2400000	-13.636610	466	11.089206	1	5	'0 0 0 0 0 Z Z 0 Z 0 Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.000000	0.142857	0.000000	0.000000	0.164197	0.095249	0.739677	0.000878	
2450000	-11.016049	562	2.861405	1	5	'Z 0 0 Z 0 Z 0 0 0 Z Z 0 	0.000000	0.142857	0.142857	0.000000	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.142857	0.002697	0.000752	0.990427	0.006123	
2500000	-11.967072	57	1.896210	1	4	'Z Z Z Z 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000775	0.984894	0.014332	
2550000	-11.176873	504	2.453574	1	3	'0 0 Z 0 0 0 0 0 0 0 Z Z 	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.000728	0.001311	0.997951	0.000010	
2600000	-14.280590	556	8.829050	1	8	'0 Z 0 0 Z Z 0 Z Z Z Z Z 	0.250000	0.000000	0.250000	0.250000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
2650000	-17.422963	322	12.553568	1	4	'0 Z 0 0 Z 0 0 0 0 Z Z 0 	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.000631	0.000626	0.898516	0.100227	
2700000	-12.283952	781	4.139475	1	5	'0 0 0 0 Z 0 0 0 Z Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.050311	0.000133	0.949556	0.000000	
2750000	-14.337136	105	3.990561	1	4	'Z Z 0 0 0 Z 0 0 Z 0 0 0 	0.000000	0.000000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.125000	0.125000	0.125000	0.000089	0.001024	0.699706	0.299180	
2800000	-12.885059	491	8.164178	1	4	'0 0 0 0 0 0 Z 0 0 Z Z Z 	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.125000	0.000000	0.000000	0.000000	0.109833	0.047841	0.842326	0.000000	
2850000	-14.333852	624	8.546126	1	3	'0 0 0 Z Z 0 0 Z 0 0 0 0 	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.015120	0.000063	0.963521	0.021296	
2900000	-13.995959	957	7.441716	1	7	'0 Z Z 0 Z 0 Z 0 0 Z Z Z 	0.200000	0.000000	0.000000	0.200000	0.000000	0.200000	0.000000	0.200000	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
2950000	-11.363049	545	1.748880	1	7	'0 Z Z Z Z Z 0 0 0 Z Z 0 	0.200000	0.000000	0.000000	0.000000	0.000000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.997593	0.002407	
3000000	-12.004061	454	2.630737	1	3	'0 Z 0 0 0 0 0 0 0 Z 0 Z 	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000000	0.000309	0.999691	0.000000	
3050000	-14.771998	732	1.174938	1	6	'0 0 0 Z 0 Z 0 Z 0 Z Z Z 	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.001514	0.000602	0.997884	0.000000	
3100000	-11.349596	256	1.724558	1	6	'Z Z Z 0 0 Z 0 0 0 0 Z Z 	0.000000	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.002945	0.997055	0.000000	
3150000	-13.019006	962	4.503248	1	6	'0 Z 0 0 Z 0 Z 0 0 Z Z Z 	0.166667	0.000000	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000000	1.000000	0.000000	
3200000	-14.390846	96	7.457059	1	4	'Z 0 0 Z Z 0 0 0 0 0 Z 0 	0.000000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.019225	0.000096	0.937086	0.043593	
3250000	-11.982234	425	1.447322	1	3	'0 0 0 Z 0 Z 0 0 0 0 0 Z 	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000331	0.000081	0.999587	0.000001	
3300000	-11.812799	473	2.695127	1	1	'0 0 0 0 0 0 0 0 0 0 Z 0 	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.090909	0.000000	0.090909	0.001222	0.000640	0.985404	0.012733	
3350000	-12.102282	54	2.738897	1	4	'Z 0 0 0 Z Z 0 0 0 0 Z 0 	0.000000	0.125000	0.125000	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.003215	0.000001	0.975720	0.021064	
3400000	-12.937722	556	5.204335	1	3	'0 0 Z 0 0 Z 0 0 0 Z 0 0 	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.000000	0.111111	0.111111	0.000559	0.000631	0.989020	0.009790	
3450000	-12.589897	857	6.349682	1	3	'0 0 Z 0 0 Z Z 0 0 0 0 0 	0.111111	0.111111	0.000000	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.003177	0.002259	0.917665	0.076899	
3500000	-12.333855	123	16.617615	1	5	'0 0 0 0 0 0 0 Z Z Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.000000	0.000000	0.000000	0.000000	0.139580	0.146038	0.714382	0.000000	
3550000	-11.068367	331	2.992241	1	6	'0 Z Z 0 0 Z 0 0 0 Z Z Z 	0.166667	0.000000	0.000000	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.000000	0.000000	0.000707	0.999293	0.000000	
3600000	-11.551442	700	3.702053	1	2	'Z 0 0 0 0 0 0 0 0 0 Z 0 	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.000666	0.000388	0.995766	0.003180	
3650000	-11.726341	557	4.150737	1	2	'Z 0 0 0 0 0 0 0 0 0 Z 0 	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000000	0.100000	0.002676	0.001747	0.981643	0.013934	
3700000	-12.374939	201	17.783547	1	7	'Z 0 Z 0 0 0 Z 0 Z Z Z Z 	0.000000	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.092038	0.117780	0.790182	0.000000	
3750000	-11.341608	492	19.372239	1	6	'0 0 Z 0 0 0 Z 0 Z Z Z Z 	0.166667	0.166667	0.000000	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.096726	0.100410	0.802864	0.000000	
3800000	-13.078634	541	2.474726	1	7	'0 Z Z 0 Z Z Z 0 0 Z 0 Z 	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.200000	0.200000	0.000000	0.200000	0.000000	0.000000	0.000000	1.000000	0.000000	
3850000	-13.036350	247	13.983368	1	4	'Z 0 0 0 0 0 Z 0 Z Z 0 0 	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.125000	0.125000	0.182450	0.131600	0.547309	0.138642	
3900000	-13.701312	350	3.550252	1	3	'0 0 0 0 0 0 0 Z 0 Z Z 0 	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.111111	0.000000	0.000000	0.111111	0.005285	0.003320	0.981649	0.009747	
3950000	-13.122666	60	1.014192	1	3	'0 0 0 Z Z 0 0 0 0 0 0 Z 	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000320	0.000000	0.999680	0.000001	
4000000	-12.227985	459	3.276029	1	6	'Z 0 0 Z Z Z 0 0 0 Z Z 0 	0.000000	0.166667	0.166667	0.000000	0.000000	0.000000	0.166667	0.166667	0.166667	0.000000	0.000000	0.166667	0.002259	0.000000	0.990459	0.007282	
4050000	-12.911376	444	6.790691	1	4	'0 0 0 Z 0 Z 0 0 0 0 Z Z 	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.004812	0.004756	0.990426	0.000006	
4100000	-11.288218	529	34.487301	2	4	'0 Z 1 0 0 1 Z 1 Z Z 1 1 	0.294482	0.000000	0.023311	0.294482	0.294482	0.023311	0.000000	0.023311	0.000000	0.000000	0.023311	0.023311	0.378617	0.413385	0.123916	0.084082	
4150000	-11.818687	759	45.925247	2	7	'0 Z Z 0 0 1 Z Z Z 1 Z Z 	0.314812	0.000000	0.000000	0.314812	0.314812	0.027783	0.000000	0.000000	0.000000	0.027783	0.000000	0.000000	0.620946	0.351706	0.000000	0.027348	
4200000	-10.668998	52	44.360525	2	4	'1 0 0 0 1 0 0 Z Z Z 0 Z 	0.385863	0.038046	0.038046	0.038046	0.385863	0.038046	0.038046	0.000000	0.000000	0.000000	0.038046	0.000000	0.448342	0.336910	0.174385	0.040363	
4250000	-13.113385	601	22.159517	1	7	'0 Z 0 0 0 Z Z 0 Z Z Z Z 	0.200000	0.000000	0.200000	0.200000	0.200000	0.000000	0.000000	0.200000	0.000000	0.000000	0.000000	0.000000	0.039056	0.323879	0.637065	0.000000	
4300000	-11.293839	889	1.596156	1	3	'0 0 Z 0 0 0 0 0 0 Z Z 0 	0.111111	0.111111	0.000000	0.111111	0.111111	0.111111	0.111111	0.111111	0.111111	0.000000	0.000000	0.111111	0.000020	0.000021	0.999938	0.000022	
4350000	-14.214964	563	28.401559	1	5	'0 0 0 0 0 0 Z 0 Z Z Z Z 	0.142857	0.142857	0.142857	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.000000	0.154528	0.154118	0.691354	0.000000	
4400000	-13.792685	940	16.953384	1	6	'0 0 0 0 Z 0 Z 0 Z Z Z Z 	0.166667	0.166667	0.166667	0.166667	0.000000	0.166667	0.000000	0.166667	0.000000	0.000000	0.000000	0.000000	0.197321	0.010498	0.792181	0.000000	
4450000	-12.881108	266	3.227282	1	8	'0 0 0 Z Z Z 0 Z Z Z Z Z 	0.250000	0.250000	0.250000	0.000000	0.000000	0.000000	0.250000	0.000000	0.000000	0.000000	0.000000	0.000000	0.131710	0.000000	0.868290	0.000000	
4500000	-11.852219	201	3.502155	2	3	'Z Z Z 1 1 1 1 1 1 1 0 1 	0.000000	0.000000	0.000000	0.119037	0.119037	0.119037	0.119037	0.119037	0.119037	0.119037	0.047702	0.119037	0.000000	0.000519	0.995997	0.003484	
4550000	-12.328361	559	1.379990	1	4	'0 Z Z 0 0 0 0 0 0 Z 0 Z 	0.125000	0.000000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.125000	0.000000	0.000000	0.000202	0.999797	0.000000	
4600000	-13.236930	418	24.261643	1	5	'0 0 Z 0 0 0 Z 0 Z Z Z 0 	0.142857	0.142857	0.000000	0.142857	0.142857	0.142857	0.000000	0.142857	0.000000	0.000000	0.000000	0.142857	0.129764	0.251291	0.285179	0.333766	
4650000	-11.838926	665	2.624442	1	4	'Z Z 0 Z 0 0 0 0 0 0 0 Z 	0.000000	0.000000	0.125000	0.000000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.125000	0.000000	0.000000	0.001277	0.998720	0.000003	
4700000	-11.752774	987	3.529611	1	2	'Z Z 0 0 0 0 0 0 0 0 0 0 	0.000000	0.000000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.100000	0.000006	0.002035	0.980132	0.017827	
