Options:
Model:                           MultiState
Tree File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.bttrees
Data File Name:                  /newhome/sp16194/terminology-anc-state/data2/utoaztecan.btdata
Log File Name:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1667198595
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   50000
Iterations:                      1000000000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   /newhome/sp16194/terminology-anc-state/bt-output/utoaztecan/.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     12
Base frequency (PI's):           None
Character Symbols:               1,3,4,5
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q13                          RJ MCMC
    q14                          RJ MCMC
    q15                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q35                          RJ MCMC
    q41                          RJ MCMC
    q43                          RJ MCMC
    q45                          RJ MCMC
    q51                          RJ MCMC
    q53                          RJ MCMC
    q54                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - exp 10.00 
Tree Information
     Trees:                      800
     Taxa:                       22
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	q13	q14	q15	q31	q34	q35	q41	q43	q45	q51	q53	q54	Root P(1)	Root P(3)	Root P(4)	Root P(5)	
550000	-20.300299	139	1	3	'0 0 0 0 0 0 0 Z Z Z 0 0 	4.446831	4.446831	4.446831	4.446831	4.446831	4.446831	4.446831	0.000000	0.000000	0.000000	4.446831	4.446831	0.250000	0.250000	0.250000	0.250000	
600000	-21.899614	421	1	5	'Z 0 Z Z 0 0 Z 0 0 0 Z 0 	0.000000	0.148377	0.000000	0.000000	0.148377	0.148377	0.000000	0.148377	0.148377	0.148377	0.000000	0.148377	0.067117	0.101273	0.713873	0.117737	
650000	-18.974359	393	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	3.639794	3.639794	3.639794	0.000000	3.639794	3.639794	0.000000	0.000000	3.639794	3.639794	3.639794	3.639794	0.250000	0.250000	0.250000	0.250000	
700000	-20.042168	572	1	4	'0 0 0 Z 0 0 0 Z Z 0 Z 0 	6.469143	6.469143	6.469143	0.000000	6.469143	6.469143	6.469143	0.000000	0.000000	6.469143	0.000000	6.469143	0.250000	0.250000	0.250000	0.250000	
750000	-20.754350	628	1	5	'Z 0 0 Z 0 0 0 Z Z Z 0 0 	0.000000	3.494594	3.494594	0.000000	3.494594	3.494594	3.494594	0.000000	0.000000	0.000000	3.494594	3.494594	0.250000	0.250000	0.250000	0.250000	
800000	-18.716803	331	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	3.004048	3.004048	3.004048	3.004048	3.004048	0.000000	0.000000	0.000000	3.004048	0.000000	3.004048	3.004048	0.250000	0.250000	0.250000	0.250000	
850000	-19.043788	556	1	5	'Z 0 Z 0 0 0 Z Z 0 Z 0 0 	0.000000	8.986119	0.000000	8.986119	8.986119	8.986119	0.000000	0.000000	8.986119	0.000000	8.986119	8.986119	0.250000	0.250000	0.250000	0.250000	
900000	-18.887010	550	1	7	'Z Z 0 Z Z Z Z Z 0 0 0 0 	0.000000	0.000000	0.287136	0.000000	0.000000	0.000000	0.000000	0.000000	0.287136	0.287136	0.287136	0.287136	0.013249	0.000000	0.896675	0.090076	
950000	-18.552245	19	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	2.015857	2.015857	2.015857	2.015857	2.015857	0.000000	0.000000	2.015857	0.000000	2.015857	2.015857	0.249999	0.249999	0.250004	0.249999	
1000000	-18.474361	747	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	3.162388	3.162388	3.162388	3.162388	3.162388	0.000000	0.000000	3.162388	0.000000	3.162388	3.162388	0.250000	0.250000	0.250001	0.250000	
1050000	-19.829552	517	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	6.600441	0.000000	6.600441	6.600441	6.600441	6.600441	0.000000	0.000000	6.600441	0.000000	6.600441	6.600441	0.250000	0.250000	0.250000	0.250000	
1100000	-21.761022	94	1	4	'0 0 0 0 0 0 0 Z Z Z 0 Z 	0.528049	0.528049	0.528049	0.528049	0.528049	0.528049	0.528049	0.000000	0.000000	0.000000	0.528049	0.000000	0.212288	0.211518	0.517350	0.058844	
1150000	-20.801420	101	1	5	'Z 0 0 Z Z 0 Z Z 0 0 0 0 	0.000000	1.397041	1.397041	0.000000	0.000000	1.397041	0.000000	0.000000	1.397041	1.397041	1.397041	1.397041	0.259329	0.231438	0.259252	0.249982	
1200000	-17.132644	257	2	4	'Z 0 1 Z 0 0 Z Z 0 0 0 1 	0.000000	8.983321	20.859332	0.000000	8.983321	8.983321	0.000000	0.000000	8.983321	8.983321	8.983321	20.859332	0.250000	0.250000	0.250000	0.250000	
1250000	-18.600761	386	1	5	'0 Z 0 Z Z 0 Z Z 0 0 0 0 	0.231409	0.000000	0.231409	0.000000	0.000000	0.231409	0.000000	0.000000	0.231409	0.231409	0.231409	0.231409	0.003970	0.003960	0.914313	0.077757	
1300000	-19.996107	11	1	5	'Z 0 Z 0 0 Z Z Z 0 0 0 0 	0.000000	3.697961	0.000000	3.697961	3.697961	0.000000	0.000000	0.000000	3.697961	3.697961	3.697961	3.697961	0.250000	0.250000	0.250000	0.250000	
1350000	-17.542450	72	1	5	'0 Z 0 0 0 Z Z Z 0 0 Z 0 	0.262546	0.000000	0.262546	0.262546	0.262546	0.000000	0.000000	0.000000	0.262546	0.262546	0.000000	0.262546	0.021843	0.131548	0.726577	0.120032	
1400000	-18.078930	92	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	0.775640	0.775640	0.000000	0.775640	0.775640	0.000000	0.000000	0.775640	0.775640	0.775640	0.775640	0.249703	0.246038	0.256388	0.247870	
1450000	-18.682782	733	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	3.884172	3.884172	3.884172	3.884172	3.884172	3.884172	0.000000	0.000000	3.884172	0.000000	3.884172	3.884172	0.250000	0.250000	0.250000	0.250000	
1500000	-19.866737	527	1	5	'0 0 Z Z Z 0 Z Z 0 0 0 0 	0.482253	0.482253	0.000000	0.000000	0.000000	0.482253	0.000000	0.000000	0.482253	0.482253	0.482253	0.482253	0.232107	0.101770	0.434392	0.231730	
1550000	-17.287032	418	2	1	'1 1 0 0 1 0 0 Z 0 0 0 0 	12.067093	12.067093	1.843737	1.843737	12.067093	1.843737	1.843737	0.000000	1.843737	1.843737	1.843737	1.843737	0.250000	0.250000	0.250000	0.250000	
1600000	-19.122917	667	2	5	'Z 1 0 Z 0 1 0 Z Z Z 0 0 	0.000000	6.210988	4.122430	0.000000	4.122430	6.210988	4.122430	0.000000	0.000000	0.000000	4.122430	4.122430	0.250002	0.249993	0.250012	0.249993	
1650000	-18.700862	376	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	2.788258	2.788258	2.788258	2.788258	2.788258	2.788258	0.000000	0.000000	2.788258	2.788258	2.788258	2.788258	0.249997	0.249997	0.250009	0.249997	
1700000	-20.328655	758	1	4	'0 0 0 Z 0 Z Z Z 0 0 0 0 	14.614293	14.614293	14.614293	0.000000	14.614293	0.000000	0.000000	0.000000	14.614293	14.614293	14.614293	14.614293	0.250000	0.250000	0.250000	0.250000	
1750000	-19.076908	420	1	5	'Z 0 0 Z Z 0 Z Z 0 0 0 0 	0.000000	0.470186	0.470186	0.000000	0.000000	0.470186	0.000000	0.000000	0.470186	0.470186	0.470186	0.470186	0.302632	0.040054	0.458623	0.198691	
1800000	-20.362732	257	1	5	'0 Z Z 0 0 0 Z Z 0 Z 0 0 	8.245459	0.000000	0.000000	8.245459	8.245459	8.245459	0.000000	0.000000	8.245459	0.000000	8.245459	8.245459	0.250000	0.250000	0.250000	0.250000	
1850000	-20.886520	754	1	5	'0 Z 0 0 0 0 Z Z 0 Z 0 Z 	0.141767	0.000000	0.141767	0.141767	0.141767	0.141767	0.000000	0.000000	0.141767	0.000000	0.141767	0.000000	0.007411	0.114313	0.869437	0.008838	
1900000	-19.104394	297	1	5	'Z 0 Z Z 0 0 Z Z 0 0 0 0 	0.000000	2.958868	0.000000	0.000000	2.958868	2.958868	0.000000	0.000000	2.958868	2.958868	2.958868	2.958868	0.250092	0.249950	0.249954	0.250004	
1950000	-17.571839	225	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	0.651216	0.651216	0.651216	0.651216	0.651216	0.000000	0.000000	0.000000	0.651216	0.000000	0.651216	0.651216	0.256010	0.265732	0.233524	0.244733	
2000000	-19.207608	87	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	25.142923	25.142923	0.000000	25.142923	25.142923	25.142923	0.000000	0.000000	25.142923	0.000000	25.142923	25.142923	0.250000	0.250000	0.250000	0.250000	
2050000	-19.038943	519	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	2.851061	2.851061	2.851061	2.851061	2.851061	2.851061	0.000000	0.000000	2.851061	2.851061	2.851061	2.851061	0.249999	0.249999	0.250003	0.249999	
2100000	-19.515945	462	1	4	'0 0 0 Z 0 Z Z Z 0 0 0 0 	1.826861	1.826861	1.826861	0.000000	1.826861	0.000000	0.000000	0.000000	1.826861	1.826861	1.826861	1.826861	0.249873	0.249759	0.250495	0.249873	
2150000	-17.625388	287	2	1	'1 0 0 0 1 Z 0 0 0 0 0 0 	13.379397	1.156373	1.156373	1.156373	13.379397	0.000000	1.156373	1.156373	1.156373	1.156373	1.156373	1.156373	0.250000	0.250000	0.250000	0.249999	
2200000	-19.752237	258	1	3	'0 0 0 0 0 Z Z Z 0 0 0 0 	9.630468	9.630468	9.630468	9.630468	9.630468	0.000000	0.000000	0.000000	9.630468	9.630468	9.630468	9.630468	0.250000	0.250000	0.250000	0.250000	
2250000	-17.553192	749	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	0.906090	0.906090	0.906090	0.000000	0.906090	0.906090	0.000000	0.000000	0.906090	0.906090	0.000000	0.906090	0.247677	0.246169	0.256473	0.249681	
2300000	-18.499169	199	2	3	'1 1 1 1 Z 1 Z Z 0 1 0 0 	6.027162	6.027162	6.027162	6.027162	0.000000	6.027162	0.000000	0.000000	2.620056	6.027162	2.620056	2.620056	0.250000	0.250000	0.250000	0.250000	
2350000	-19.137886	715	1	4	'0 0 Z Z 0 0 Z Z 0 0 0 0 	4.571830	4.571830	0.000000	0.000000	4.571830	4.571830	0.000000	0.000000	4.571830	4.571830	4.571830	4.571830	0.250000	0.250000	0.250000	0.250000	
2400000	-19.043524	604	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	7.913782	7.913782	0.000000	7.913782	7.913782	7.913782	0.000000	0.000000	7.913782	0.000000	7.913782	7.913782	0.250000	0.250000	0.250000	0.250000	
2450000	-18.944162	185	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	2.966095	2.966095	0.000000	2.966095	2.966095	0.000000	0.000000	2.966095	2.966095	2.966095	2.966095	0.250000	0.250000	0.250000	0.250000	
2500000	-18.975922	790	1	4	'Z 0 0 0 0 0 Z Z 0 Z 0 0 	0.000000	9.909247	9.909247	9.909247	9.909247	9.909247	0.000000	0.000000	9.909247	0.000000	9.909247	9.909247	0.250000	0.250000	0.250000	0.250000	
2550000	-17.367076	476	2	3	'1 0 Z 1 1 0 1 1 Z 1 Z 1 	2.095105	21.896490	0.000000	2.095105	2.095105	21.896490	2.095105	2.095105	0.000000	2.095105	0.000000	2.095105	0.250000	0.250000	0.250000	0.250000	
2600000	-19.277942	609	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	6.787148	6.787148	6.787148	6.787148	6.787148	6.787148	0.000000	0.000000	6.787148	0.000000	6.787148	6.787148	0.250000	0.250000	0.250000	0.250000	
2650000	-18.377524	201	1	3	'0 0 0 Z 0 0 Z Z 0 0 0 0 	1.188850	1.188850	1.188850	0.000000	1.188850	1.188850	0.000000	0.000000	1.188850	1.188850	1.188850	1.188850	0.249985	0.249984	0.250046	0.249985	
2700000	-18.121303	335	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	2.014831	2.014831	2.014831	0.000000	2.014831	0.000000	0.000000	0.000000	2.014831	2.014831	0.000000	2.014831	0.249992	0.249965	0.250035	0.250008	
2750000	-17.256402	704	2	5	'0 0 Z 0 0 0 Z 1 Z Z Z 1 	10.817355	10.817355	0.000000	10.817355	10.817355	10.817355	0.000000	4.734625	0.000000	0.000000	0.000000	4.734625	0.250000	0.250000	0.250000	0.250000	
2800000	-19.424796	264	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	0.205805	0.205805	0.205805	0.205805	0.205805	0.205805	0.000000	0.000000	0.205805	0.000000	0.205805	0.205805	0.225194	0.152587	0.539235	0.082984	
2850000	-18.795443	231	1	2	'0 0 0 0 0 0 Z Z 0 0 0 0 	3.060476	3.060476	3.060476	3.060476	3.060476	3.060476	0.000000	0.000000	3.060476	3.060476	3.060476	3.060476	0.250000	0.250000	0.250000	0.250000	
2900000	-19.217807	231	1	5	'0 0 Z 0 0 Z Z Z 0 Z 0 0 	13.526723	13.526723	0.000000	13.526723	13.526723	0.000000	0.000000	0.000000	13.526723	0.000000	13.526723	13.526723	0.250000	0.250000	0.250000	0.250000	
2950000	-21.617049	550	1	5	'Z 0 0 0 Z 0 Z Z 0 0 0 Z 	0.000000	0.618969	0.618969	0.618969	0.000000	0.618969	0.000000	0.000000	0.618969	0.618969	0.618969	0.000000	0.283317	0.181180	0.354349	0.181153	
3000000	-20.379003	160	1	6	'0 0 0 Z 0 Z 0 Z Z Z Z 0 	9.101307	9.101307	9.101307	0.000000	9.101307	0.000000	9.101307	0.000000	0.000000	0.000000	0.000000	9.101307	0.250000	0.250000	0.250000	0.250000	
3050000	-19.408121	405	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	37.059106	37.059106	0.000000	37.059106	37.059106	0.000000	0.000000	37.059106	37.059106	37.059106	37.059106	0.250000	0.250000	0.250000	0.250000	
3100000	-19.268271	80	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	4.517749	4.517749	0.000000	4.517749	4.517749	4.517749	0.000000	0.000000	4.517749	4.517749	4.517749	4.517749	0.250000	0.250000	0.250000	0.250000	
3150000	-18.892471	143	1	4	'Z 0 Z 0 0 0 Z Z 0 0 0 0 	0.000000	1.395180	0.000000	1.395180	1.395180	1.395180	0.000000	0.000000	1.395180	1.395180	1.395180	1.395180	0.249927	0.249897	0.250280	0.249897	
3200000	-18.441569	124	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	1.800149	1.800149	0.000000	1.800149	1.800149	1.800149	0.000000	0.000000	1.800149	0.000000	1.800149	1.800149	0.251448	0.250760	0.247719	0.250073	
3250000	-22.409723	214	1	5	'Z 0 0 Z 0 Z 0 Z Z 0 0 0 	0.000000	8.464157	8.464157	0.000000	8.464157	0.000000	8.464157	0.000000	0.000000	8.464157	8.464157	8.464157	0.250000	0.250000	0.250000	0.250000	
3300000	-18.181046	576	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	1.171161	1.171161	1.171161	0.000000	1.171161	1.171161	0.000000	0.000000	1.171161	1.171161	0.000000	1.171161	0.249322	0.249322	0.252023	0.249333	
3350000	-18.524423	391	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	0.832235	0.832235	0.000000	0.832235	0.832235	0.000000	0.000000	0.000000	0.832235	0.832235	0.832235	0.832235	0.248444	0.248359	0.254757	0.248440	
3400000	-20.108362	111	2	7	'1 Z 1 1 Z Z 0 Z Z Z Z 0 	31.656518	0.000000	31.656518	31.656518	0.000000	0.000000	1.898135	0.000000	0.000000	0.000000	0.000000	1.898135	0.250000	0.250000	0.250000	0.250000	
3450000	-20.167304	436	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	5.946910	5.946910	0.000000	0.000000	5.946910	0.000000	0.000000	0.000000	5.946910	5.946910	5.946910	5.946910	0.250000	0.250000	0.250000	0.250000	
3500000	-17.160278	333	2	4	'Z 1 1 1 1 1 Z Z 0 Z 1 0 	0.000000	9.623030	9.623030	9.623030	9.623030	9.623030	0.000000	0.000000	2.953732	0.000000	9.623030	2.953732	0.250000	0.250000	0.250000	0.250000	
3550000	-18.125408	407	1	4	'0 Z 0 0 0 0 Z Z 0 Z 0 0 	0.524602	0.000000	0.524602	0.524602	0.524602	0.524602	0.000000	0.000000	0.524602	0.000000	0.524602	0.524602	0.168670	0.236071	0.336721	0.258538	
3600000	-18.397739	663	1	6	'0 Z Z 0 Z 0 Z Z 0 Z 0 0 	0.302884	0.000000	0.000000	0.302884	0.000000	0.302884	0.000000	0.000000	0.302884	0.000000	0.302884	0.302884	0.000006	0.000859	0.941534	0.057600	
3650000	-24.095786	592	1	5	'Z 0 0 0 0 Z 0 0 Z Z Z 0 	0.000000	2.340711	2.340711	2.340711	2.340711	0.000000	2.340711	2.340711	0.000000	0.000000	0.000000	2.340711	0.249999	0.250001	0.250001	0.249998	
3700000	-18.793463	672	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	2.478129	2.478129	2.478129	2.478129	2.478129	0.000000	0.000000	0.000000	2.478129	0.000000	2.478129	2.478129	0.250001	0.250001	0.249997	0.250001	
3750000	-17.740663	357	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	0.338244	0.338244	0.000000	0.338244	0.338244	0.338244	0.000000	0.000000	0.338244	0.338244	0.338244	0.338244	0.176643	0.164646	0.495404	0.163306	
3800000	-20.302875	112	1	5	'0 0 Z Z 0 Z Z Z 0 0 0 0 	8.820502	8.820502	0.000000	0.000000	8.820502	0.000000	0.000000	0.000000	8.820502	8.820502	8.820502	8.820502	0.250000	0.250000	0.250000	0.250000	
3850000	-20.245535	722	1	4	'Z 0 Z 0 0 0 Z Z 0 0 0 0 	0.000000	8.750333	0.000000	8.750333	8.750333	8.750333	0.000000	0.000000	8.750333	8.750333	8.750333	8.750333	0.250000	0.250000	0.250000	0.250000	
3900000	-18.906763	193	1	4	'0 0 0 0 0 Z Z Z 0 Z 0 0 	4.258208	4.258208	4.258208	4.258208	4.258208	0.000000	0.000000	0.000000	4.258208	0.000000	4.258208	4.258208	0.250000	0.250000	0.250000	0.250000	
3950000	-20.623729	765	1	5	'Z 0 0 Z 0 0 Z 0 Z 0 Z 0 	0.000000	2.009380	2.009380	0.000000	2.009380	2.009380	0.000000	2.009380	0.000000	2.009380	0.000000	2.009380	0.250009	0.250006	0.249972	0.250013	
4000000	-18.818853	799	1	4	'0 0 Z 0 0 Z Z Z 0 0 0 0 	1.020248	1.020248	0.000000	1.020248	1.020248	0.000000	0.000000	0.000000	1.020248	1.020248	1.020248	1.020248	0.249599	0.249591	0.251218	0.249592	
4050000	-20.667593	600	1	5	'Z 0 0 Z 0 0 Z Z 0 0 0 Z 	0.000000	0.523639	0.523639	0.000000	0.523639	0.523639	0.000000	0.000000	0.523639	0.523639	0.523639	0.000000	0.256045	0.240513	0.285151	0.218291	
4100000	-17.538333	196	1	6	'0 0 0 Z Z Z Z Z 0 0 Z 0 	0.211004	0.211004	0.211004	0.000000	0.000000	0.000000	0.000000	0.000000	0.211004	0.211004	0.000000	0.211004	0.098767	0.000000	0.700011	0.201222	
4150000	-18.432476	558	1	3	'0 0 0 0 0 0 Z Z 0 Z 0 0 	1.309870	1.309870	1.309870	1.309870	1.309870	1.309870	0.000000	0.000000	1.309870	0.000000	1.309870	1.309870	0.249627	0.249627	0.251118	0.249627	
4200000	-20.224791	163	1	4	'0 Z 0 0 0 Z Z Z 0 0 0 0 	0.885747	0.000000	0.885747	0.885747	0.885747	0.000000	0.000000	0.000000	0.885747	0.885747	0.885747	0.885747	0.227735	0.246862	0.278564	0.246840	
4250000	-22.134122	230	1	4	'0 0 Z 0 Z Z 0 0 0 0 Z 0 	0.113495	0.113495	0.000000	0.113495	0.000000	0.000000	0.113495	0.113495	0.113495	0.113495	0.000000	0.113495	0.008165	0.000019	0.919317	0.072499	
4300000	-18.124731	288	1	3	'0 0 0 0 0 0 Z Z 0 0 Z 0 	0.928961	0.928961	0.928961	0.928961	0.928961	0.928961	0.000000	0.000000	0.928961	0.928961	0.000000	0.928961	0.249723	0.249723	0.250838	0.249717	
4350000	-20.507237	282	1	7	'0 Z Z Z Z Z Z Z 0 0 0 0 	0.071546	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071546	0.071546	0.071546	0.071546	0.000000	0.000000	0.953808	0.046192	
4400000	-19.789207	79	1	3	'0 0 Z 0 0 0 Z Z 0 0 0 0 	8.902056	8.902056	0.000000	8.902056	8.902056	8.902056	0.000000	0.000000	8.902056	8.902056	8.902056	8.902056	0.250000	0.250000	0.250000	0.250000	
4450000	-18.387552	681	2	4	'1 Z 0 Z 0 1 Z Z 0 1 1 1 	5.729616	0.000000	1.278708	0.000000	1.278708	5.729616	0.000000	0.000000	1.278708	5.729616	5.729616	5.729616	0.249973	0.249992	0.250037	0.249997	
4500000	-18.716116	135	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	5.386686	5.386686	0.000000	5.386686	5.386686	5.386686	0.000000	0.000000	5.386686	0.000000	5.386686	5.386686	0.250000	0.250000	0.250000	0.250000	
4550000	-19.346433	3	1	4	'Z 0 0 Z 0 0 Z Z 0 0 0 0 	0.000000	25.699975	25.699975	0.000000	25.699975	25.699975	0.000000	0.000000	25.699975	25.699975	25.699975	25.699975	0.250000	0.250000	0.250000	0.250000	
4600000	-18.531953	19	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	1.865825	1.865825	1.865825	0.000000	1.865825	1.865825	0.000000	0.000000	1.865825	1.865825	0.000000	1.865825	0.249997	0.249997	0.250010	0.249997	
4650000	-19.568750	448	1	5	'0 Z 0 0 Z 0 Z Z 0 Z 0 0 	0.099047	0.000000	0.099047	0.099047	0.000000	0.099047	0.000000	0.000000	0.099047	0.000000	0.099047	0.099047	0.000222	0.000222	0.964541	0.035015	
4700000	-19.124855	402	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	11.603101	11.603101	11.603101	0.000000	11.603101	11.603101	0.000000	0.000000	11.603101	11.603101	0.000000	11.603101	0.250000	0.250000	0.250000	0.250000	
4750000	-18.660928	574	1	4	'0 0 Z 0 0 0 Z Z 0 Z 0 0 	6.303695	6.303695	0.000000	6.303695	6.303695	6.303695	0.000000	0.000000	6.303695	0.000000	6.303695	6.303695	0.250000	0.250000	0.250000	0.250000	
4800000	-19.308193	602	1	5	'Z 0 0 0 0 0 Z 0 Z Z Z 0 	0.000000	6.245297	6.245297	6.245297	6.245297	6.245297	0.000000	6.245297	0.000000	0.000000	0.000000	6.245297	0.250000	0.250000	0.250000	0.250000	
4850000	-18.850287	503	1	4	'0 0 0 Z 0 0 Z Z 0 0 Z 0 	3.664890	3.664890	3.664890	0.000000	3.664890	3.664890	0.000000	0.000000	3.664890	3.664890	0.000000	3.664890	0.250000	0.250000	0.250000	0.250000	
4900000	-18.715840	217	1	5	'0 0 0 Z 0 Z Z Z 0 0 Z 0 	14.945772	14.945772	14.945772	0.000000	14.945772	0.000000	0.000000	0.000000	14.945772	14.945772	0.000000	14.945772	0.250000	0.250000	0.250000	0.250000	
4950000	-18.989551	40	1	7	'Z Z Z 0 Z Z Z Z 0 0 0 0 	0.000000	0.000000	0.000000	0.198659	0.000000	0.000000	0.000000	0.000000	0.198659	0.198659	0.198659	0.198659	0.000000	0.000000	0.942605	0.057395	
