Options:
Model:                           Discrete: Dependent
Tree File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.bttrees
Data File Name:                  ./data/bantu-iroquois-cross.cousinmarriage.preferred.btdata
Log File Name:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-dep1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2950466201
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      10010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   ./output/bantu-iroquois-cross.cousinmarriage.preferred-3ANCrecon-dep1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           Empirical: (0.242424,0.121212,0.121212,0.515152)
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	5
	ANC5	2	R11_Umbundu G61_Sangu 
	ANC4	2	JD53_Shi G61_Sangu 
	ANC3	2	L11_Pende G61_Sangu 
	ANC2	2	C83_Bushong G61_Sangu 
	ANC1	2	C41_Ngombe G61_Sangu 
Scale Tree:                      0.101827
Restrictions:
    q12                          None
    q13                          None
    q21                          None
    q24                          None
    q31                          None
    q34                          None
    q42                          None
    q43                          None
Prior Information:
    Prior Categories:            100
    Priors
        q12 - exp 10.00 
        q13 - exp 10.00 
        q21 - exp 10.00 
        q24 - exp 10.00 
        q31 - exp 10.00 
        q34 - exp 10.00 
        q42 - exp 10.00 
        q43 - exp 10.00 
Node reconstruction / fossilisation:
	MRCA RecNodeUmbundu ANC5
	MRCA RecNodeShi ANC4
	MRCA RecNodePende ANC3
	MRCA RecNodeBushong ANC2
Tree Information
     Trees:                      1000
     Taxa:                       66
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RecNodeUmbundu - P(0,0)	RecNodeUmbundu - P(0,1)	RecNodeUmbundu - P(1,0)	RecNodeUmbundu - P(1,1)	RecNodeShi - P(0,0)	RecNodeShi - P(0,1)	RecNodeShi - P(1,0)	RecNodeShi - P(1,1)	RecNodePende - P(0,0)	RecNodePende - P(0,1)	RecNodePende - P(1,0)	RecNodePende - P(1,1)	RecNodeBushong - P(0,0)	RecNodeBushong - P(0,1)	RecNodeBushong - P(1,0)	RecNodeBushong - P(1,1)	
2720000	-75.247811	827	4.756245	0.306293	5.598317	7.013312	3.759247	8.955739	0.719424	4.197306	0.325998	0.129743	0.116141	0.428117	0.010965	0.078983	0.122462	0.787590	0.008352	0.058546	0.109942	0.823159	0.019764	0.073611	0.120727	0.785899	0.158454	0.175475	0.175179	0.490893	
2721000	-77.653958	948	3.998461	1.929940	7.491165	7.074152	2.954785	4.789826	4.879243	1.961240	0.226468	0.121770	0.115353	0.536409	0.002941	0.028851	0.033555	0.934654	0.006166	0.035698	0.050193	0.907942	0.016046	0.056559	0.058311	0.869084	0.073067	0.112331	0.078595	0.736007	
2722000	-75.076317	779	3.356505	1.645962	24.981753	5.431879	7.269392	21.797095	2.006999	3.551061	0.233491	0.117953	0.122686	0.525871	0.005427	0.010568	0.127429	0.856576	0.008967	0.014542	0.131207	0.845284	0.020556	0.025227	0.139757	0.814459	0.092359	0.080127	0.159698	0.667816	
2723000	-74.769753	91	1.049828	0.171505	5.775404	4.037856	0.600237	14.809171	3.667673	2.115621	0.188724	0.120794	0.131051	0.559432	0.000099	0.007278	0.281992	0.710631	0.000270	0.009673	0.286727	0.703331	0.001847	0.022956	0.252340	0.722857	0.025722	0.092627	0.180079	0.701572	
2724000	-78.737929	32	4.611106	3.359057	9.703866	6.384837	6.580892	4.045232	1.445728	4.450046	0.222417	0.117996	0.116302	0.543285	0.009142	0.038695	0.019435	0.932728	0.014486	0.044331	0.028256	0.912927	0.050398	0.079236	0.058760	0.811606	0.084399	0.097751	0.076116	0.741734	
2725000	-79.918699	793	1.075754	7.553718	3.720778	8.805783	29.768770	10.535674	3.807053	3.305650	0.228786	0.123679	0.116893	0.530642	0.012522	0.120029	0.026663	0.840786	0.012520	0.119392	0.027540	0.840547	0.046073	0.135578	0.052088	0.766260	0.088861	0.135289	0.085801	0.690050	
2726000	-75.866973	756	5.497941	0.759564	5.651289	19.015368	5.654494	9.198835	6.290626	3.313588	0.251753	0.120277	0.121959	0.506011	0.074782	0.135557	0.098893	0.690768	0.093997	0.133105	0.101554	0.671344	0.118213	0.132964	0.106706	0.642117	0.218411	0.127529	0.122628	0.531432	
2727000	-75.806772	480	3.020999	4.633140	5.574979	27.705636	9.149536	9.608739	7.116482	3.462798	0.246066	0.120626	0.121886	0.511422	0.060121	0.148992	0.071932	0.718955	0.087992	0.145734	0.083433	0.682841	0.099603	0.144178	0.087946	0.668273	0.175251	0.135949	0.115256	0.573544	
2728000	-73.194322	267	0.432294	0.862040	9.492600	0.994377	7.520780	7.016166	1.617740	2.240171	0.127478	0.072259	0.126513	0.673751	0.000042	0.000340	0.023512	0.976106	0.000194	0.000828	0.033746	0.965232	0.000360	0.001360	0.041640	0.956640	0.006343	0.014966	0.114582	0.864109	
2729000	-77.344966	144	12.267852	2.994877	60.780680	12.523873	4.364930	10.212865	3.734391	0.821347	0.237300	0.119158	0.122404	0.521138	0.056135	0.038273	0.179864	0.725728	0.071528	0.048577	0.174556	0.705340	0.082699	0.053677	0.160824	0.702800	0.159081	0.090965	0.144002	0.605953	
2730000	-75.254597	48	1.245669	2.412318	5.864573	7.734946	4.419191	8.671591	3.464312	1.190664	0.300826	0.125025	0.119378	0.454771	0.003662	0.039868	0.098690	0.857780	0.002589	0.031183	0.096186	0.870043	0.012250	0.054336	0.108848	0.824567	0.145793	0.143293	0.168598	0.542316	
2731000	-75.708847	863	1.434098	0.044514	0.819752	13.488053	12.613755	27.885166	2.673920	6.768191	0.271287	0.113749	0.121991	0.492972	0.004376	0.210062	0.079107	0.706455	0.001714	0.226244	0.065376	0.706665	0.012683	0.201464	0.098200	0.687653	0.096911	0.136089	0.177753	0.589247	
2732000	-76.964865	649	0.309721	3.849450	8.527223	15.297904	3.582460	8.376280	5.002540	1.227171	0.250866	0.121474	0.120796	0.506863	0.029719	0.098689	0.108613	0.762979	0.017167	0.086273	0.101931	0.794628	0.029514	0.098874	0.107135	0.764477	0.114871	0.147726	0.129136	0.608266	
2733000	-78.787320	92	0.043875	3.468405	2.767963	21.324258	23.835377	0.599609	5.149294	2.911890	0.045613	0.177023	0.026699	0.750665	0.000002	0.192546	0.000037	0.807415	0.000026	0.192046	0.000141	0.807787	0.000055	0.191691	0.000257	0.807997	0.001694	0.189374	0.006087	0.802846	
2734000	-74.082873	538	3.812284	0.606907	17.501928	3.375251	1.112267	22.154779	3.303900	7.417724	0.210104	0.108793	0.130736	0.550367	0.001185	0.003609	0.217544	0.777662	0.000663	0.002315	0.223377	0.773645	0.005123	0.009512	0.212192	0.773173	0.052259	0.060192	0.166752	0.720797	
2735000	-76.625078	299	4.055994	1.606847	7.638888	5.941135	12.019017	17.716955	1.392234	5.376098	0.221439	0.117989	0.121137	0.539435	0.003810	0.020741	0.069933	0.905516	0.006005	0.025917	0.079088	0.888989	0.027007	0.052441	0.105648	0.814904	0.081366	0.091460	0.140136	0.687038	
2736000	-74.285543	351	2.286679	0.674217	10.419655	15.868475	2.042610	19.049147	5.358309	5.031228	0.267162	0.122783	0.116181	0.493873	0.003232	0.051878	0.183133	0.761758	0.001094	0.039577	0.189475	0.769854	0.009238	0.068294	0.181641	0.740827	0.104820	0.161688	0.146920	0.586571	
2737000	-75.051387	276	0.725154	3.003017	6.137888	2.170412	5.654537	20.199922	1.344357	4.446682	0.268895	0.133003	0.116782	0.481319	0.015376	0.007391	0.138540	0.838692	0.013191	0.006132	0.136581	0.844096	0.043189	0.019368	0.152407	0.785037	0.154070	0.062922	0.168646	0.614363	
2738000	-77.992353	877	3.430085	6.524147	4.162080	5.223224	12.280995	15.916456	2.972079	4.054369	0.242286	0.120752	0.121316	0.515645	0.084558	0.057140	0.109615	0.748686	0.097215	0.064459	0.111477	0.726850	0.127857	0.078027	0.116786	0.677330	0.189614	0.093986	0.128082	0.588318	
2739000	-74.416409	658	3.436755	1.577356	13.410365	5.375700	1.290016	9.019161	3.990986	2.206110	0.238938	0.120425	0.121399	0.519238	0.014195	0.019502	0.225994	0.740309	0.010495	0.014176	0.260746	0.714583	0.019802	0.022450	0.242034	0.715713	0.114524	0.081978	0.162853	0.640646	
2740000	-74.518869	61	2.686299	0.247517	2.091510	27.612217	7.721286	7.545576	7.304689	2.313581	0.333789	0.102010	0.136532	0.427668	0.011936	0.175854	0.038888	0.773322	0.017785	0.174570	0.042517	0.765128	0.055834	0.164235	0.073251	0.706679	0.245338	0.121101	0.161315	0.472246	
2741000	-76.119228	150	2.114559	0.245278	6.989278	16.117974	11.083970	4.922238	1.859998	2.524236	0.237953	0.121836	0.120609	0.519601	0.002914	0.101784	0.011036	0.884266	0.002190	0.094905	0.009487	0.893418	0.011301	0.118450	0.026240	0.844009	0.080017	0.164010	0.093310	0.662664	
2742000	-75.861712	208	4.721498	3.324375	13.152417	10.793786	5.911389	4.677977	2.967623	1.542107	0.243458	0.121474	0.121423	0.513646	0.011974	0.051603	0.027026	0.909397	0.011553	0.049157	0.027770	0.911520	0.022179	0.066747	0.037992	0.873082	0.119052	0.131269	0.092797	0.656882	
2743000	-74.152462	586	12.252079	0.477358	16.992686	7.907389	8.594628	2.519199	1.250426	1.758713	0.244474	0.121804	0.122025	0.511697	0.030337	0.041509	0.017102	0.911052	0.028905	0.041695	0.016458	0.912942	0.042688	0.055009	0.023133	0.879170	0.128158	0.111152	0.067150	0.693539	
2744000	-77.167140	281	6.871905	1.908326	13.641681	6.009906	5.154848	11.851495	3.436194	4.876787	0.236284	0.119214	0.122147	0.522355	0.010114	0.018570	0.125350	0.845965	0.008812	0.016953	0.123178	0.851057	0.037162	0.042671	0.137354	0.782813	0.104156	0.083304	0.142026	0.670515	
2745000	-75.903195	755	1.865520	0.188987	2.296427	30.890801	10.878605	17.994216	4.510032	2.956684	0.369840	0.098192	0.125742	0.406225	0.004159	0.169535	0.066503	0.759802	0.003290	0.169356	0.059566	0.767788	0.017872	0.165096	0.095107	0.721925	0.186257	0.129828	0.228139	0.455776	
2746000	-75.176374	913	8.882228	0.358245	16.181104	4.521734	3.716435	7.582108	1.491776	3.640501	0.240982	0.120989	0.122003	0.516025	0.004417	0.013213	0.102884	0.879487	0.004987	0.013382	0.094594	0.887037	0.007156	0.017933	0.100594	0.874317	0.051456	0.082058	0.142584	0.723902	
2747000	-78.919723	191	1.193810	3.072653	14.703754	2.714959	14.866138	9.473512	1.606876	3.073178	0.192827	0.101229	0.114857	0.591087	0.001256	0.004268	0.025212	0.969264	0.002363	0.005586	0.033281	0.958770	0.007398	0.012156	0.051345	0.929101	0.033737	0.040630	0.105271	0.820361	
2748000	-77.837469	931	2.238925	0.147800	3.123147	8.910319	11.698443	16.554804	0.316451	2.853365	0.475111	0.099611	0.129529	0.295749	0.004149	0.447496	0.037841	0.510514	0.007352	0.344725	0.040689	0.607235	0.078496	0.332697	0.086647	0.502160	0.323321	0.216356	0.157440	0.302884	
2749000	-78.273078	825	6.924459	4.158486	18.477185	17.844489	1.217937	19.856911	4.217626	4.216770	0.245801	0.121940	0.120265	0.511995	0.198703	0.113671	0.130163	0.557463	0.193086	0.110904	0.133482	0.562529	0.213622	0.115492	0.128519	0.542367	0.272390	0.128919	0.112092	0.486599	
2750000	-79.323720	438	6.506267	7.831776	20.076617	10.201144	2.749588	13.338385	2.745742	1.604522	0.247082	0.123164	0.120077	0.509677	0.335223	0.162863	0.102284	0.399630	0.277547	0.136641	0.115273	0.470540	0.268705	0.132750	0.115762	0.482783	0.310793	0.149310	0.105119	0.434777	
2751000	-76.617540	646	2.709262	2.760421	20.850717	16.050638	1.980345	16.045118	5.861183	5.116619	0.237756	0.120252	0.122522	0.519470	0.038612	0.058395	0.192627	0.710366	0.039197	0.058211	0.195875	0.706717	0.042495	0.060638	0.194051	0.702816	0.118829	0.103560	0.156138	0.621474	
2752000	-74.311237	116	1.085019	0.759206	12.689108	0.293534	0.632129	20.132672	2.317693	1.709234	0.208630	0.101750	0.132392	0.557229	0.000494	0.000055	0.250240	0.749211	0.001547	0.000252	0.242922	0.755279	0.021245	0.004614	0.206927	0.767215	0.051995	0.013338	0.167757	0.766909	
2753000	-76.459544	543	2.518416	3.332587	11.620135	0.653591	6.038097	17.095943	2.255433	5.577885	0.231596	0.113367	0.123755	0.531282	0.010315	0.001397	0.136235	0.852054	0.017903	0.003026	0.140588	0.838483	0.042554	0.009574	0.149688	0.798183	0.096424	0.027211	0.155254	0.721111	
2754000	-74.850925	70	3.205314	0.143411	4.882437	3.169530	3.720688	11.355471	1.427750	2.556228	0.311831	0.144704	0.112622	0.430843	0.000103	0.003750	0.139130	0.857016	0.000239	0.005395	0.126618	0.867748	0.000958	0.013125	0.146632	0.839284	0.051794	0.110240	0.239367	0.598599	
2755000	-76.818748	723	16.634766	2.551467	21.920948	1.058533	5.214090	25.425869	1.145194	4.590930	0.272812	0.137149	0.115042	0.474997	0.006330	0.002035	0.155823	0.835812	0.011232	0.003844	0.153710	0.831215	0.021991	0.008129	0.157956	0.811923	0.115718	0.046125	0.179469	0.658688	
2756000	-76.855545	702	1.021103	2.967283	4.118437	10.207240	2.013961	12.495991	4.528064	3.006217	0.325670	0.120400	0.107969	0.445962	0.037728	0.107505	0.152283	0.702484	0.034220	0.097446	0.155922	0.712411	0.065612	0.110994	0.151912	0.671481	0.272221	0.142678	0.123699	0.461402	
2757000	-73.930218	958	2.806666	0.455490	8.417989	18.401800	9.755967	1.457818	4.658273	1.909409	0.227126	0.124016	0.110895	0.537964	0.002531	0.093189	0.001075	0.903205	0.007465	0.106525	0.003589	0.882421	0.036039	0.139318	0.016836	0.807807	0.070767	0.165419	0.030210	0.733603	
2758000	-76.116644	907	4.221863	5.530817	1.252397	23.532009	15.017163	2.555433	4.873096	3.085635	0.244079	0.120604	0.122197	0.513119	0.057630	0.191859	0.021058	0.729454	0.056510	0.193441	0.020370	0.729679	0.113423	0.169417	0.046837	0.670323	0.186867	0.139280	0.083782	0.590071	
2759000	-75.489073	83	5.897227	1.519520	22.697889	7.988278	1.664945	7.303366	4.635291	2.154562	0.231252	0.117336	0.125401	0.526011	0.007899	0.016597	0.178592	0.796912	0.015613	0.023985	0.220161	0.740240	0.037613	0.039412	0.204688	0.718286	0.094736	0.077252	0.157424	0.670588	
2760000	-73.861426	253	0.519531	0.225004	0.188763	26.945536	6.085255	3.543165	3.171413	3.213498	0.263277	0.113833	0.130766	0.492124	0.000239	0.225979	0.005451	0.768331	0.000692	0.223002	0.009200	0.767106	0.003182	0.211447	0.018463	0.766908	0.074640	0.138055	0.118587	0.668718	
2761000	-74.974011	691	10.168982	0.102355	18.213397	1.491732	3.840084	17.099918	1.777778	6.195819	0.183187	0.094569	0.134980	0.587264	0.000636	0.001746	0.154105	0.843513	0.000067	0.000449	0.137895	0.861588	0.000758	0.002314	0.153414	0.843515	0.031084	0.038692	0.182648	0.747577	
2762000	-75.375219	268	4.102264	1.065586	16.969811	6.870151	8.086109	13.348561	1.823337	2.732815	0.224353	0.116596	0.122554	0.536498	0.003603	0.016761	0.082664	0.896972	0.003936	0.018059	0.080969	0.897037	0.009099	0.029607	0.096002	0.865292	0.050226	0.092112	0.150284	0.707378	
2763000	-77.942938	414	1.956685	9.126245	30.702362	12.094708	5.255123	20.998426	7.177664	1.538552	0.242397	0.121200	0.121222	0.515181	0.211787	0.107645	0.131518	0.549049	0.215800	0.109372	0.130303	0.544526	0.225533	0.113693	0.127010	0.533764	0.236957	0.118767	0.123116	0.521160	
2764000	-77.765642	535	3.740252	2.361814	4.005234	11.785555	6.025722	7.775919	1.253878	3.440111	0.270290	0.118566	0.124991	0.486153	0.155096	0.159908	0.110622	0.574374	0.096988	0.145238	0.091098	0.666677	0.108630	0.143902	0.095880	0.651588	0.243250	0.139611	0.132288	0.484851	
2765000	-76.791948	559	4.043595	2.258454	10.819686	1.415366	0.878558	17.104821	1.520416	3.781281	0.321898	0.165904	0.095740	0.416458	0.008119	0.002453	0.192802	0.796626	0.005834	0.001649	0.198378	0.794139	0.018576	0.005763	0.192465	0.783196	0.171970	0.064911	0.132977	0.630142	
2766000	-73.650127	460	3.180141	0.180607	9.776157	4.024002	3.849870	15.646372	2.180018	5.955058	0.217716	0.115560	0.125800	0.540924	0.000098	0.003707	0.135734	0.860461	0.000272	0.005636	0.137892	0.856200	0.001710	0.015509	0.152325	0.830456	0.038698	0.092397	0.177902	0.691004	
2767000	-74.791482	637	5.694188	1.003762	14.123138	4.268224	5.170032	11.233705	2.494901	2.729872	0.215091	0.111636	0.124840	0.548433	0.003584	0.009221	0.113739	0.873456	0.003078	0.008845	0.108431	0.879646	0.007168	0.016601	0.117255	0.858977	0.030607	0.050840	0.148038	0.770515	
2768000	-77.965100	591	0.125576	4.004036	11.342608	21.281919	19.002283	12.584695	2.864670	2.693769	0.201582	0.123685	0.114948	0.559786	0.004278	0.096838	0.036885	0.862000	0.005992	0.099388	0.041428	0.853192	0.014772	0.121864	0.067121	0.796244	0.061411	0.151077	0.115025	0.672487	
2769000	-77.928550	567	1.145469	0.991340	7.104691	12.955189	9.894463	27.895724	4.648045	7.813176	0.195123	0.122969	0.124703	0.557206	0.008392	0.089634	0.122654	0.779320	0.002593	0.072941	0.109580	0.814886	0.007589	0.088808	0.122419	0.781183	0.031627	0.123615	0.156105	0.688652	
2770000	-76.622479	184	5.443553	0.372864	13.477339	4.423191	2.770071	5.310839	3.566451	1.125136	0.206206	0.110184	0.125844	0.557766	0.000305	0.002886	0.102647	0.894161	0.000434	0.004284	0.125126	0.870156	0.004179	0.016752	0.112722	0.866348	0.046789	0.075706	0.122999	0.754506	
2771000	-77.679677	346	4.594052	1.585720	8.088089	30.818360	10.821652	25.701545	12.742223	5.302654	0.241115	0.121341	0.121240	0.516304	0.057439	0.134055	0.113968	0.694538	0.057854	0.134452	0.114406	0.693288	0.088093	0.135148	0.120594	0.656166	0.156255	0.132543	0.127211	0.583991	
2772000	-76.888544	312	2.723364	1.001141	11.147740	2.178702	14.758527	14.008668	0.832031	3.058566	0.171781	0.095309	0.119167	0.613743	0.000371	0.002179	0.045565	0.951884	0.000826	0.003517	0.049017	0.946641	0.002066	0.006751	0.063345	0.927839	0.018453	0.036933	0.151059	0.793555	
2773000	-76.191922	959	19.068508	0.178892	22.021193	5.584954	0.281644	20.169512	2.939599	5.713045	0.246648	0.123015	0.119689	0.510648	0.012242	0.015798	0.202650	0.769311	0.011487	0.014916	0.216225	0.757373	0.012222	0.016856	0.211863	0.759058	0.077176	0.074224	0.156338	0.692263	
2774000	-76.987908	782	4.579027	4.257523	8.633685	6.269309	12.487195	11.675004	1.686372	5.251560	0.231774	0.118955	0.120081	0.529190	0.025288	0.043099	0.068605	0.863008	0.020516	0.037858	0.063529	0.878098	0.047729	0.059397	0.085976	0.806898	0.101696	0.088287	0.112497	0.697521	
2775000	-80.227403	912	10.787925	8.994329	15.622440	8.663386	16.216423	36.800957	4.257366	14.997089	0.242332	0.121173	0.121223	0.515272	0.210787	0.107571	0.124812	0.556830	0.214092	0.109004	0.124463	0.552441	0.220129	0.111626	0.123814	0.544431	0.227656	0.114889	0.122997	0.534458	
2776000	-74.535890	960	3.578045	0.634581	13.574108	11.858108	1.581520	18.374942	4.305321	3.218602	0.241449	0.121366	0.121298	0.515888	0.004044	0.032823	0.208088	0.755045	0.006478	0.037890	0.206891	0.748741	0.017476	0.056170	0.194192	0.732162	0.072826	0.121422	0.159286	0.646466	
2777000	-77.534442	471	2.463578	0.969341	13.226383	5.000779	3.869417	1.180820	3.433191	0.716540	0.153949	0.101540	0.085023	0.659488	0.000313	0.010265	0.001561	0.987862	0.000489	0.011724	0.003027	0.984761	0.001297	0.018389	0.003859	0.976455	0.007185	0.057147	0.011105	0.924563	
2778000	-77.453681	181	3.243894	5.875175	7.904884	20.031834	10.066718	7.751259	9.202525	1.209214	0.242964	0.121165	0.121376	0.514495	0.093958	0.132229	0.082260	0.691553	0.099059	0.131224	0.080108	0.689610	0.106833	0.130925	0.082456	0.679786	0.167680	0.133110	0.107530	0.591679	
2779000	-79.627506	653	11.766385	15.569944	18.251633	25.280077	12.133748	6.506664	11.506481	1.131479	0.241965	0.121218	0.120973	0.515844	0.187346	0.120904	0.092627	0.599122	0.195097	0.121246	0.096736	0.586921	0.197958	0.121197	0.098221	0.582624	0.215927	0.121701	0.107508	0.554864	
2780000	-77.326637	940	1.950324	2.006013	17.729294	26.262738	0.574856	24.266329	4.930463	4.867751	0.283868	0.124483	0.111392	0.480256	0.016935	0.073869	0.190686	0.718510	0.022707	0.079083	0.188336	0.709874	0.075883	0.104551	0.163003	0.656562	0.199620	0.147702	0.120552	0.532126	
2781000	-76.474339	865	3.082594	4.176596	9.695110	4.122050	8.000125	3.295974	2.060497	2.101914	0.221421	0.115688	0.115201	0.547690	0.002615	0.014127	0.010986	0.972272	0.001827	0.012544	0.010347	0.975282	0.005050	0.022069	0.017878	0.955003	0.035330	0.072427	0.061492	0.830751	
2782000	-75.866647	218	1.626647	1.291871	6.311604	2.549345	8.551868	0.240973	2.057601	1.049634	0.172243	0.115828	0.080480	0.631449	0.000001	0.001119	0.000005	0.998875	0.000017	0.002802	0.000055	0.997126	0.000576	0.016556	0.000407	0.982460	0.028082	0.098293	0.014657	0.858967	
2783000	-77.457296	546	15.319378	5.967352	29.222657	17.904534	10.821355	17.125626	4.267120	1.630062	0.243343	0.121460	0.121248	0.513948	0.270958	0.129861	0.125672	0.473509	0.241410	0.120926	0.121843	0.515820	0.240018	0.120526	0.121481	0.517974	0.259288	0.125767	0.122060	0.492886	
2784000	-77.672844	393	1.208456	3.718283	0.477530	41.116454	15.126238	17.230062	8.486032	8.672712	0.234986	0.123121	0.120356	0.521537	0.021469	0.197995	0.065682	0.714854	0.023755	0.195421	0.068048	0.712776	0.041971	0.181880	0.083096	0.693052	0.104845	0.151488	0.116295	0.627372	
2785000	-73.645940	381	3.883026	0.878425	24.674850	0.629321	0.093637	11.973093	2.878129	2.812093	0.233297	0.116499	0.123968	0.526236	0.001899	0.000573	0.275871	0.721658	0.001731	0.000385	0.349829	0.648055	0.006576	0.001743	0.304638	0.687044	0.089285	0.034661	0.167023	0.709030	
2786000	-76.569407	398	0.980222	1.374652	7.153272	2.849528	4.276692	16.059382	3.049602	4.524175	0.208873	0.111498	0.127896	0.551733	0.001329	0.003884	0.143728	0.851058	0.002915	0.006124	0.149437	0.841524	0.037567	0.037692	0.164773	0.759968	0.054240	0.051006	0.175487	0.719267	
2787000	-80.475358	145	0.739321	6.226743	13.080163	6.721373	1.587814	0.969861	3.315625	0.359644	0.093863	0.092502	0.059234	0.754402	0.000216	0.018693	0.001023	0.980068	0.000386	0.018752	0.001885	0.978976	0.002488	0.035500	0.004374	0.957638	0.005215	0.059370	0.005629	0.929786	
2788000	-77.250410	867	10.892410	2.510613	22.322609	14.186259	5.350859	11.546799	4.554494	1.416853	0.242127	0.121129	0.121318	0.515426	0.122147	0.083953	0.146114	0.647785	0.131121	0.088284	0.140573	0.640022	0.151455	0.095959	0.133313	0.619274	0.196733	0.111494	0.129919	0.561855	
2789000	-74.241181	294	0.873441	0.251529	10.694262	5.630826	2.888044	17.160225	2.898716	5.737774	0.160246	0.109299	0.137261	0.593194	0.000755	0.016560	0.163341	0.819343	0.000310	0.011402	0.165014	0.823274	0.001472	0.025771	0.171470	0.801288	0.032487	0.108412	0.169942	0.689160	
2790000	-77.254185	484	3.432899	0.313715	6.021186	11.926044	2.558984	9.227593	4.165555	0.716038	0.332641	0.120697	0.116101	0.430562	0.010858	0.052496	0.395831	0.540815	0.008022	0.048564	0.398800	0.544613	0.027886	0.074528	0.312710	0.584876	0.155031	0.130797	0.291641	0.422531	
2791000	-76.088879	440	6.713736	0.451099	13.576218	0.901153	1.465591	10.453130	1.450750	0.558470	0.384739	0.188970	0.083299	0.342993	0.000171	0.000044	0.708581	0.291205	0.000171	0.000044	0.708581	0.291205	0.006495	0.001509	0.598882	0.393114	0.160374	0.044421	0.416793	0.378412	
2792000	-75.171193	120	4.262308	0.561157	8.593093	20.291685	6.562555	0.726479	4.022447	1.070790	0.256075	0.119716	0.128452	0.495757	0.018590	0.117482	0.001928	0.862000	0.033100	0.124949	0.005992	0.835959	0.073731	0.138604	0.013840	0.773825	0.167635	0.158571	0.040492	0.633302	
2793000	-76.243312	231	2.082302	9.934280	2.127527	12.377512	22.004976	0.013037	1.272753	2.814218	0.226458	0.126740	0.112096	0.534706	0.004952	0.273417	0.000531	0.721100	0.004714	0.267568	0.000384	0.727334	0.015474	0.239821	0.002633	0.742071	0.095717	0.186371	0.025252	0.692660	
2794000	-73.169403	556	0.212546	0.496781	4.622602	2.062496	2.682708	8.294998	1.374381	1.993524	0.320694	0.170872	0.112372	0.396061	0.000076	0.002255	0.076253	0.921416	0.000158	0.002985	0.092022	0.904836	0.000972	0.009680	0.119433	0.869914	0.045508	0.096830	0.240342	0.617321	
2795000	-72.196377	841	0.831828	0.004756	6.593506	10.830233	2.568523	8.803606	4.178756	2.446598	0.200249	0.126343	0.127753	0.545655	0.000070	0.046127	0.109429	0.844373	0.000233	0.050897	0.121523	0.827347	0.000629	0.063991	0.124270	0.811111	0.024957	0.183714	0.164060	0.627270	
2796000	-78.546048	543	5.322686	3.731721	22.368636	26.903506	11.041612	7.189417	9.144286	0.882718	0.239410	0.121067	0.120479	0.519044	0.063618	0.100702	0.062736	0.772944	0.083792	0.108809	0.072571	0.734828	0.116118	0.112991	0.084663	0.686228	0.150341	0.119456	0.097415	0.632788	
2797000	-74.547580	729	2.045939	0.888505	9.809383	3.538537	5.675794	11.956076	1.030315	2.293326	0.281185	0.135904	0.119074	0.463837	0.001074	0.007506	0.086678	0.904743	0.000569	0.005054	0.073171	0.921206	0.009765	0.026239	0.114175	0.849820	0.053518	0.102807	0.199337	0.644338	
2798000	-72.296436	253	3.507142	0.030500	10.073095	6.549215	1.879335	17.132703	2.822963	3.536966	0.257585	0.125257	0.117537	0.499620	0.000489	0.013989	0.189345	0.796177	0.001200	0.019092	0.189894	0.789814	0.004331	0.032838	0.185031	0.777800	0.065734	0.134280	0.158556	0.641430	
2799000	-77.525961	61	3.978982	10.326421	15.050105	6.309234	8.453225	16.413290	4.232240	0.187452	0.243700	0.121926	0.121088	0.513286	0.252673	0.122585	0.126260	0.498482	0.262788	0.128248	0.122832	0.486132	0.252799	0.124991	0.121726	0.500484	0.267319	0.133803	0.119511	0.479368	
